pd,race_eth,age,male,dismissal,st_id,loc2
bds,Non-Hispanic White,29,1,NA,113,metropolitan and lorimer g l station
bds,Hispanic,24,1,NA,113,metropolitan and lorimer g l station
bds,Hispanic,17,1,NA,113,metropolitan and lorimer g l station
bds,Hispanic,19,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,43,1,NA,112,broadway and lorimer st j m station
bds,Black,21,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,19,0,NA,112,broadway and lorimer st j m station
bds,Black,0,1,NA,113,metropolitan and lorimer g l station
bds,Non-Hispanic White,29,1,NA,113,metropolitan and lorimer g l station
bds,Non-Hispanic White,31,1,NA,113,metropolitan and lorimer g l station
bds,Non-Hispanic White,16,1,NA,112,broadway and lorimer st j m station
bds,Black,23,1,NA,112,broadway and lorimer st j m station
bds,Non-Hispanic White,26,0,NA,113,metropolitan and lorimer g l station
bds,Black,25,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,33,1,NA,112,broadway and lorimer st j m station
bds,Black,34,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,35,1,NA,113,metropolitan and lorimer g l station
bds,Hispanic,24,0,NA,112,broadway and lorimer st j m station
bds,Black,24,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,41,1,NA,113,metropolitan and lorimer g l station
bds,Hispanic,18,1,NA,113,metropolitan and lorimer g l station
bds,Other,36,1,NA,112,broadway and lorimer st j m station
bds,Non-Hispanic White,32,1,NA,112,broadway and lorimer st j m station
bds,Black,49,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,17,1,NA,112,broadway and lorimer st j m station
bds,Hispanic,21,0,NA,112,broadway and lorimer st j m station
bds,Black,47,1,NA,113,metropolitan and lorimer g l station
bds,Black,25,1,NA,112,broadway and lorimer st j m station
bds,Black,36,1,NA,112,broadway and lorimer st j m station
bds,Black,44,1,NA,112,broadway and lorimer st j m station
bds,Black,18,1,NA,113,metropolitan and lorimer g l station
bds,Black,20,1,NA,111,livonia ave l line
bds,Hispanic,18,1,NA,111,livonia ave l line
bds,Hispanic,46,1,NA,111,livonia ave l line
bds,Black,60,1,NA,111,livonia ave l line
bds,Black,53,1,NA,111,livonia ave l line
bds,Black,56,1,NA,111,livonia ave l line
bds,Non-Hispanic White,18,0,NA,111,livonia ave l line
bds,Black,16,0,NA,111,livonia ave l line
bds,Hispanic,19,1,NA,111,livonia ave l line
bds,Black,39,1,NA,111,livonia ave l line
bds,Black,29,1,NA,111,livonia ave l line
bds,Black,34,1,NA,140,rockaway ave 3 line
bds,Black,22,1,NA,111,livonia ave l line
bds,Black,27,1,NA,111,livonia ave l line
bds,Black,49,1,NA,111,livonia ave l line
bds,Black,50,1,NA,111,livonia ave l line
bds,Black,27,0,NA,111,livonia ave l line
bds,Black,31,1,NA,111,livonia ave l line
bds,Black,27,1,NA,26,atlantic ave l line
bds,Black,29,1,NA,111,livonia ave l line
bds,Black,19,1,NA,111,livonia ave l line
bds,Black,54,1,NA,111,livonia ave l line
bds,Hispanic,29,1,NA,111,livonia ave l line
bds,Black,38,1,NA,111,livonia ave l line
bds,Black,59,1,NA,111,livonia ave l line
bds,Hispanic,28,1,NA,111,livonia ave l line
bds,Black,25,0,NA,111,livonia ave l line
bds,Black,18,0,NA,111,livonia ave l line
bds,Black,18,1,NA,111,livonia ave l line
bds,Black,16,1,NA,111,livonia ave l line
bds,Hispanic,22,1,NA,111,livonia ave l line
bds,Black,26,1,NA,111,livonia ave l line
bds,Black,25,1,NA,111,livonia ave l line
bds,Black,21,1,NA,88,graham ave l line
bds,Black,20,0,NA,151,van siclen av 3 line
bds,Black,20,0,NA,101,junius st 3 line
bds,Black,18,1,NA,140,rockaway ave 3 line
bds,Black,17,1,NA,52,broadway junction station
bds,Black,48,1,NA,110,liberty av c line station
bds,Black,25,1,NA,110,liberty av c line station
bds,Hispanic,17,1,NA,99,jay st - metrotech
bds,Black,23,1,NA,99,jay st - metrotech
bds,Black,22,1,NA,99,jay st - metrotech
bds,Black,23,1,NA,147,sutter avenue station l line
bds,NA,39,0,NA,116,morgan ave l station
bds,Black,19,0,NA,94,halsey st and wyckoff ave station
bds,Black,29,1,NA,108,kosciuszko st j subway
bds,Hispanic,18,1,NA,108,kosciuszko st j subway
bds,Hispanic,21,1,NA,108,kosciuszko st j subway
bds,Black,57,1,NA,108,kosciuszko st j subway
bds,Black,18,1,NA,108,kosciuszko st j subway
bds,Black,22,0,NA,108,kosciuszko st j subway
bds,Hispanic,21,1,NA,108,kosciuszko st j subway
bds,Hispanic,18,1,NA,108,kosciuszko st j subway
bds,Black,22,1,NA,106,kingston - throop avs
bds,Hispanic,54,1,NA,106,kingston - throop avs
bds,Black,31,1,NA,106,kingston - throop avs
bds,Black,19,1,NA,106,kingston - throop avs
bds,Hispanic,51,1,NA,106,kingston - throop avs
bds,Black,34,1,NA,106,kingston - throop avs
bds,Black,58,1,NA,106,kingston - throop avs
bds,Black,23,1,NA,106,kingston - throop avs
bds,Hispanic,23,1,NA,106,kingston - throop avs
bds,Black,19,1,NA,106,kingston - throop avs
bds,Black,18,0,NA,106,kingston - throop avs
bds,Black,32,1,NA,106,kingston - throop avs
bds,Black,28,1,NA,106,kingston - throop avs
bds,Hispanic,19,1,NA,106,kingston - throop avs
bds,Hispanic,33,1,NA,106,kingston - throop avs
bds,Hispanic,45,1,NA,106,kingston - throop avs
bds,Black,16,1,NA,106,kingston - throop avs
bds,Black,33,1,NA,106,kingston - throop avs
bds,Black,41,1,NA,106,kingston - throop avs
bds,Black,21,0,NA,106,kingston - throop avs
bds,Black,49,1,NA,106,kingston - throop avs
bds,Black,24,1,NA,106,kingston - throop avs
bds,Black,21,1,NA,105,eastern parkway and kingston ave station
bds,Black,16,1,NA,106,kingston - throop avs
bds,Hispanic,52,1,NA,106,kingston - throop avs
bds,Black,27,1,NA,105,eastern parkway and kingston ave station
bds,Black,27,1,NA,106,kingston - throop avs
bds,Black,23,1,NA,105,eastern parkway and kingston ave station
bds,Black,29,1,NA,106,kingston - throop avs
bds,Black,46,0,NA,106,kingston - throop avs
bds,Hispanic,37,1,NA,106,kingston - throop avs
bds,Black,52,1,NA,106,kingston - throop avs
bds,Black,22,1,NA,106,kingston - throop avs
bds,Black,21,1,NA,105,eastern parkway and kingston ave station
bds,Black,43,0,NA,106,kingston - throop avs
bds,Black,48,1,NA,106,kingston - throop avs
bds,Black,39,1,NA,106,kingston - throop avs
bds,Black,49,0,NA,106,kingston - throop avs
bds,Black,51,1,NA,106,kingston - throop avs
bds,Black,47,1,NA,106,kingston - throop avs
bds,Black,52,1,NA,106,kingston - throop avs
bds,Hispanic,18,1,NA,106,kingston - throop avs
bds,Non-Hispanic White,44,1,NA,102,kings highway b q line
bds,Black,23,1,NA,102,kings highway b q line
bds,Hispanic,18,0,NA,102,kings highway b q line
bds,Hispanic,24,1,NA,102,kings highway b q line
bds,Hispanic,33,1,NA,102,kings highway b q line
bds,Hispanic,31,1,NA,102,kings highway b q line
bds,Hispanic,21,1,NA,102,kings highway b q line
bds,Non-Hispanic White,49,1,NA,102,kings highway b q line
bds,Black,17,1,NA,102,kings highway b q line
bds,Black,37,1,NA,101,junius st 3 line
bds,Black,26,1,NA,101,junius st 3 line
bds,Black,20,1,NA,101,junius st 3 line
bds,Black,23,0,NA,101,junius st 3 line
bds,Black,16,0,NA,101,junius st 3 line
bds,Black,18,1,NA,101,junius st 3 line
bds,Black,19,1,NA,101,junius st 3 line
bds,Black,16,0,NA,101,junius st 3 line
bds,Hispanic,25,1,NA,101,junius st 3 line
bds,Hispanic,18,1,NA,101,junius st 3 line
bds,Black,20,1,NA,101,junius st 3 line
bds,Black,16,1,NA,101,junius st 3 line
bds,Hispanic,22,1,NA,101,junius st 3 line
bds,Hispanic,25,1,NA,101,junius st 3 line
bds,Black,17,1,NA,101,junius st 3 line
bds,Black,16,1,NA,101,junius st 3 line
bds,Hispanic,17,0,NA,101,junius st 3 line
bds,Black,19,1,NA,101,junius st 3 line
bds,Black,17,1,NA,68,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway
bds,Black,50,1,NA,100,jefferson st l line station
bds,Black,22,0,NA,100,jefferson st l line station
bds,Non-Hispanic White,0,1,NA,100,jefferson st l line station
bds,Black,56,1,NA,100,jefferson st l line station
bds,Black,26,1,NA,100,jefferson st l line station
bds,Hispanic,18,1,NA,100,jefferson st l line station
bds,Black,23,1,NA,100,jefferson st l line station
bds,Hispanic,23,1,NA,100,jefferson st l line station
bds,Non-Hispanic White,21,1,NA,100,jefferson st l line station
bds,Black,22,1,NA,100,jefferson st l line station
bds,Hispanic,33,0,NA,100,jefferson st l line station
bds,Hispanic,42,1,NA,100,jefferson st l line station
bds,Non-Hispanic White,22,1,NA,100,jefferson st l line station
bds,Hispanic,19,1,NA,100,jefferson st l line station
bds,Black,37,1,NA,100,jefferson st l line station
bds,Black,21,1,NA,99,jay st - metrotech
bds,Hispanic,23,1,NA,99,jay st - metrotech
bds,Black,17,1,NA,99,jay st - metrotech
bds,Black,17,1,NA,99,jay st - metrotech
bds,Black,37,1,NA,99,jay st - metrotech
bds,Black,16,1,NA,99,jay st - metrotech
bds,Black,17,1,NA,99,jay st - metrotech
bds,Hispanic,0,1,NA,99,jay st - metrotech
bds,Black,33,0,NA,99,jay st - metrotech
bds,Hispanic,34,0,NA,99,jay st - metrotech
bds,Hispanic,29,1,NA,99,jay st - metrotech
bds,Hispanic,17,1,NA,99,jay st - metrotech
bds,Black,56,1,NA,99,jay st - metrotech
bds,NA,38,0,NA,99,jay st - metrotech
bds,Black,28,1,NA,99,jay st - metrotech
bds,Black,45,1,NA,99,jay st - metrotech
bds,Non-Hispanic White,22,1,NA,99,jay st - metrotech
bds,Hispanic,37,1,NA,99,jay st - metrotech
bds,Black,61,1,NA,99,jay st - metrotech
bds,Non-Hispanic White,31,1,NA,99,jay st - metrotech
bds,Non-Hispanic White,18,0,NA,99,jay st - metrotech
bds,Hispanic,28,0,NA,99,jay st - metrotech
bds,Black,18,1,NA,99,jay st - metrotech
bds,Black,31,0,NA,99,jay st - metrotech
bds,Black,21,1,NA,99,jay st - metrotech
bds,Black,16,1,NA,99,jay st - metrotech
bds,Black,17,1,NA,99,jay st - metrotech
bds,Hispanic,31,1,NA,99,jay st - metrotech
bds,Black,30,1,NA,99,jay st - metrotech
bds,NA,44,0,NA,99,jay st - metrotech
bds,Non-Hispanic White,52,1,NA,99,jay st - metrotech
bds,Hispanic,24,0,NA,99,jay st - metrotech
bds,Black,26,1,NA,99,jay st - metrotech
bds,Black,24,0,NA,99,jay st - metrotech
bds,Black,25,1,NA,99,jay st - metrotech
bds,Hispanic,49,1,NA,99,jay st - metrotech
bds,Black,24,1,NA,99,jay st - metrotech
bds,Hispanic,19,1,NA,99,jay st - metrotech
bds,Black,18,1,NA,99,jay st - metrotech
bds,Black,23,0,NA,99,jay st - metrotech
bds,Black,20,0,NA,99,jay st - metrotech
bds,Black,24,1,NA,99,jay st - metrotech
bds,Non-Hispanic White,22,0,NA,99,jay st - metrotech
bds,Hispanic,18,1,NA,99,jay st - metrotech
bds,Hispanic,17,1,NA,99,jay st - metrotech
bds,Black,22,1,NA,99,jay st - metrotech
bds,Black,29,0,NA,99,jay st - metrotech
bds,Black,40,0,NA,99,jay st - metrotech
bds,Black,45,1,NA,99,jay st - metrotech
bds,Hispanic,30,1,NA,99,jay st - metrotech
bds,Black,20,1,NA,99,jay st - metrotech
bds,Black,40,1,NA,99,jay st - metrotech
bds,Black,40,1,NA,99,jay st - metrotech
bds,Black,32,1,NA,99,jay st - metrotech
bds,Non-Hispanic White,26,1,NA,99,jay st - metrotech
bds,Hispanic,39,1,NA,99,jay st - metrotech
bds,Asian/Pacific Islander,17,1,NA,99,jay st - metrotech
bds,Hispanic,17,1,NA,99,jay st - metrotech
bds,Hispanic,19,1,NA,99,jay st - metrotech
bds,Black,20,1,NA,99,jay st - metrotech
bds,Hispanic,24,1,NA,99,jay st - metrotech
bds,Black,28,0,NA,99,jay st - metrotech
bds,Hispanic,22,1,NA,99,jay st - metrotech
bds,Black,0,1,NA,99,jay st - metrotech
bds,Black,57,1,NA,99,jay st - metrotech
bds,Black,20,1,NA,99,jay st - metrotech
bds,Black,19,1,NA,99,jay st - metrotech
bds,Black,48,1,NA,99,jay st - metrotech
bds,Black,55,1,NA,99,jay st - metrotech
bds,Black,41,1,NA,99,jay st - metrotech
bds,Hispanic,22,1,NA,99,jay st - metrotech
bds,Hispanic,34,1,NA,99,jay st - metrotech
bds,Black,18,1,NA,99,jay st - metrotech
bds,Hispanic,18,1,NA,99,jay st - metrotech
bds,Black,52,1,NA,99,jay st - metrotech
bds,Hispanic,23,1,NA,99,jay st - metrotech
bds,Black,53,1,NA,99,jay st - metrotech
bds,Hispanic,55,1,NA,99,jay st - metrotech
bds,Black,50,1,NA,99,jay st - metrotech
bds,Black,22,1,NA,99,jay st - metrotech
bds,Black,23,1,NA,99,jay st - metrotech
bds,Asian/Pacific Islander,26,1,NA,99,jay st - metrotech
bds,Black,38,1,NA,99,jay st - metrotech
bds,Non-Hispanic White,38,1,NA,99,jay st - metrotech
bds,Black,65,1,NA,99,jay st - metrotech
bds,Black,23,1,NA,112,broadway and lorimer st j m station
bds,Black,36,0,NA,108,kosciuszko st j subway
bds,Hispanic,29,1,NA,25,alabama av j subway
bds,Black,48,1,NA,139,fulton st and ralph ave
bds,Black,26,1,NA,59,church av b subway q subway
bds,Black,22,1,NA,131,nostrand ave and fulton st a c station
bds,Hispanic,34,1,NA,125,new lots ave l line
bds,Hispanic,25,1,NA,129,norwood ave j z line
bds,Black,24,1,NA,106,kingston - throop avs
bds,Non-Hispanic White,20,1,NA,150,utica ave and fulton st
bds,Black,27,1,NA,99,jay st - metrotech
bds,Black,24,1,NA,142,saratoga ave 3 line
bds,Black,22,1,NA,97,hoyt st 2 3
bds,Black,48,1,NA,97,hoyt st 2 3
bds,Black,27,1,NA,97,hoyt st 2 3
bds,Non-Hispanic White,36,1,NA,97,hoyt st 2 3
bds,Non-Hispanic White,32,0,NA,98,hoyt-schermerhorn a c g line
bds,Black,31,0,NA,98,hoyt-schermerhorn a c g line
bds,Black,37,1,NA,98,hoyt-schermerhorn a c g line
bds,Hispanic,38,0,NA,98,hoyt-schermerhorn a c g line
bds,Black,19,1,NA,98,hoyt-schermerhorn a c g line
bds,Hispanic,21,1,NA,98,hoyt-schermerhorn a c g line
bds,Hispanic,27,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,19,0,NA,98,hoyt-schermerhorn a c g line
bds,Black,28,1,NA,99,jay st - metrotech
bds,Black,52,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,36,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,23,1,NA,98,hoyt-schermerhorn a c g line
bds,NA,20,0,NA,98,hoyt-schermerhorn a c g line
bds,Black,52,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,33,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,23,1,NA,98,hoyt-schermerhorn a c g line
bds,Hispanic,22,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,20,1,NA,97,hoyt st 2 3
bds,Hispanic,26,1,NA,97,hoyt st 2 3
bds,Black,17,1,NA,97,hoyt st 2 3
bds,Black,26,1,NA,97,hoyt st 2 3
bds,Black,46,1,NA,97,hoyt st 2 3
bds,Black,29,1,NA,97,hoyt st 2 3
bds,Black,27,0,NA,98,hoyt-schermerhorn a c g line
bds,Black,38,1,NA,97,hoyt st 2 3
bds,Non-Hispanic White,51,0,NA,98,hoyt-schermerhorn a c g line
bds,Black,20,1,NA,97,hoyt st 2 3
bds,Black,33,1,NA,97,hoyt st 2 3
bds,Black,20,1,NA,97,hoyt st 2 3
bds,Black,22,1,NA,97,hoyt st 2 3
bds,Black,25,1,NA,97,hoyt st 2 3
bds,Hispanic,18,1,NA,97,hoyt st 2 3
bds,Hispanic,21,1,NA,97,hoyt st 2 3
bds,Black,59,1,NA,97,hoyt st 2 3
bds,Black,23,1,NA,97,hoyt st 2 3
bds,Black,17,1,NA,97,hoyt st 2 3
bds,Black,24,1,NA,97,hoyt st 2 3
bds,Black,52,1,NA,97,hoyt st 2 3
bds,Black,28,1,NA,97,hoyt st 2 3
bds,Black,24,1,NA,97,hoyt st 2 3
bds,Hispanic,26,1,NA,97,hoyt st 2 3
bds,Black,20,0,NA,97,hoyt st 2 3
bds,Black,53,1,NA,97,hoyt st 2 3
bds,Hispanic,17,0,NA,97,hoyt st 2 3
bds,Black,43,1,NA,97,hoyt st 2 3
bds,Hispanic,21,1,NA,97,hoyt st 2 3
bds,Hispanic,18,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,23,1,NA,97,hoyt st 2 3
bds,Black,29,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,25,0,NA,98,hoyt-schermerhorn a c g line
bds,Non-Hispanic White,31,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,19,0,NA,98,hoyt-schermerhorn a c g line
bds,Non-Hispanic White,25,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,35,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,23,1,NA,98,hoyt-schermerhorn a c g line
bds,Non-Hispanic White,50,1,NA,98,hoyt-schermerhorn a c g line
bds,Black,52,1,NA,96,high street - brooklyn bridge station
bds,Hispanic,16,0,NA,96,high street - brooklyn bridge station
bds,Black,41,1,NA,96,high street - brooklyn bridge station
bds,Black,36,1,NA,96,high street - brooklyn bridge station
bds,Black,18,1,NA,96,high street - brooklyn bridge station
bds,Hispanic,20,1,NA,116,morgan ave l station
bds,Black,28,1,NA,93,halsey street j subway
bds,Black,20,1,NA,93,halsey street j subway
bds,Hispanic,38,1,NA,93,halsey street j subway
bds,NA,20,0,NA,93,halsey street j subway
bds,Hispanic,19,1,NA,93,halsey street j subway
bds,NA,24,1,NA,95,hewes st j subway m subway
bds,Hispanic,37,1,NA,93,halsey street j subway
bds,Black,58,1,NA,93,halsey street j subway
bds,Black,52,1,NA,93,halsey street j subway
bds,Black,20,1,NA,93,halsey street j subway
bds,Hispanic,16,1,NA,93,halsey street j subway
bds,Black,24,1,NA,93,halsey street j subway
bds,Hispanic,17,1,NA,93,halsey street j subway
bds,Black,59,1,NA,93,halsey street j subway
bds,Black,59,1,NA,93,halsey street j subway
bds,NA,40,1,NA,91,grant ave a line
bds,Asian/Pacific Islander,28,1,NA,91,grant ave a line
bds,Black,51,1,NA,91,grant ave a line
bds,Hispanic,37,1,NA,91,grant ave a line
bds,Hispanic,35,1,NA,91,grant ave a line
bds,Black,32,1,NA,91,grant ave a line
bds,Black,24,1,NA,91,grant ave a line
bds,Black,27,1,NA,91,grant ave a line
bds,Hispanic,56,1,NA,91,grant ave a line
bds,Hispanic,27,1,NA,91,grant ave a line
bds,Hispanic,23,1,NA,150,utica ave and fulton st
bds,Black,32,1,NA,91,grant ave a line
bds,Hispanic,32,1,NA,91,grant ave a line
bds,Non-Hispanic White,23,1,NA,91,grant ave a line
bds,Other,18,1,NA,91,grant ave a line
bds,Black,30,1,NA,91,grant ave a line
bds,Hispanic,24,0,NA,91,grant ave a line
bds,Hispanic,25,1,NA,90,grand st and bushwick ave
bds,Black,16,1,NA,90,grand st and bushwick ave
bds,Black,52,1,NA,90,grand st and bushwick ave
bds,Asian/Pacific Islander,22,1,NA,90,grand st and bushwick ave
bds,Black,19,1,NA,90,grand st and bushwick ave
bds,Hispanic,25,1,NA,90,grand st and bushwick ave
bds,Hispanic,23,1,NA,90,grand st and bushwick ave
bds,Hispanic,55,1,NA,90,grand st and bushwick ave
bds,Black,20,1,NA,90,grand st and bushwick ave
bds,Hispanic,25,1,NA,90,grand st and bushwick ave
bds,Black,19,1,NA,90,grand st and bushwick ave
bds,Black,20,1,NA,90,grand st and bushwick ave
bds,Black,52,1,NA,88,graham ave l line
bds,Hispanic,43,1,NA,88,graham ave l line
bds,Hispanic,30,1,NA,88,graham ave l line
bds,Black,54,1,NA,88,graham ave l line
bds,Hispanic,31,1,NA,88,graham ave l line
bds,Black,57,1,NA,88,graham ave l line
bds,Black,50,1,NA,88,graham ave l line
bds,Hispanic,21,1,NA,88,graham ave l line
bds,Black,28,1,NA,88,graham ave l line
bds,Black,20,1,NA,88,graham ave l line
bds,Black,56,1,NA,88,graham ave l line
bds,Hispanic,42,1,NA,88,graham ave l line
bds,Black,48,1,NA,88,graham ave l line
bds,NA,33,0,NA,88,graham ave l line
bds,Non-Hispanic White,27,1,NA,88,graham ave l line
bds,NA,30,0,NA,54,canarsie rockaway pkwy
bds,Black,35,1,NA,54,canarsie rockaway pkwy
bds,Other,24,1,NA,54,canarsie rockaway pkwy
bds,Black,21,1,NA,54,canarsie rockaway pkwy
bds,Black,20,0,NA,54,canarsie rockaway pkwy
bds,Asian/Pacific Islander,22,1,NA,87,gates av j subway z subway
bds,Black,36,1,NA,87,gates av j subway z subway
bds,Hispanic,21,1,NA,87,gates av j subway z subway
bds,Black,52,1,NA,87,gates av j subway z subway
bds,Black,54,1,NA,87,gates av j subway z subway
bds,Black,32,1,NA,87,gates av j subway z subway
bds,Hispanic,29,1,NA,87,gates av j subway z subway
bds,Black,18,0,NA,87,gates av j subway z subway
bds,Black,39,1,NA,87,gates av j subway z subway
bds,Black,50,1,NA,87,gates av j subway z subway
bds,Non-Hispanic White,42,1,NA,87,gates av j subway z subway
bds,Black,25,1,NA,87,gates av j subway z subway
bds,Black,16,1,NA,87,gates av j subway z subway
bds,Non-Hispanic White,52,1,NA,87,gates av j subway z subway
bds,Black,56,1,NA,87,gates av j subway z subway
bds,Black,16,1,NA,87,gates av j subway z subway
bds,Black,19,1,NA,87,gates av j subway z subway
bds,Black,21,1,NA,87,gates av j subway z subway
bds,Black,25,1,NA,131,nostrand ave and fulton st a c station
bds,Black,30,1,NA,150,utica ave and fulton st
bds,Black,17,1,NA,150,utica ave and fulton st
bds,Black,45,1,NA,150,utica ave and fulton st
bds,Black,27,1,NA,141,rockaway ave c line
bds,Black,18,1,NA,141,rockaway ave c line
bds,Non-Hispanic White,0,1,NA,109,lafayette av c subway
bds,Black,19,1,NA,97,hoyt st 2 3
bds,Hispanic,18,1,NA,69,crescent st j z line
bds,Black,26,1,NA,63,cleveland st j subway
bds,Black,18,0,NA,106,kingston - throop avs
bds,Hispanic,38,0,NA,97,hoyt st 2 3
bds,Black,23,1,NA,139,fulton st and ralph ave
bds,Hispanic,39,1,NA,86,fulton st g subway
bds,Black,16,0,NA,153,van siclen av j z station
bds,Black,17,1,NA,150,utica ave and fulton st
bds,Black,17,1,NA,150,utica ave and fulton st
bds,Black,32,1,NA,141,rockaway ave c line
bds,Black,47,1,NA,141,rockaway ave c line
bds,Black,25,0,NA,141,rockaway ave c line
bds,Black,50,1,NA,139,fulton st and ralph ave
bds,Black,18,0,NA,139,fulton st and ralph ave
bds,Black,43,1,NA,131,nostrand ave and fulton st a c station
bds,Hispanic,17,0,NA,131,nostrand ave and fulton st a c station
bds,Black,19,1,NA,131,nostrand ave and fulton st a c station
bds,Hispanic,34,1,NA,131,nostrand ave and fulton st a c station
bds,Black,19,1,NA,106,kingston - throop avs
bds,Hispanic,24,1,NA,106,kingston - throop avs
bds,Black,29,1,NA,97,hoyt st 2 3
bds,Black,20,1,NA,97,hoyt st 2 3
bds,Hispanic,23,1,NA,97,hoyt st 2 3
bds,Black,27,1,NA,123,nevins st 2 3 4 5 lines
bds,Black,25,1,NA,69,crescent st j z line
bds,Black,28,0,NA,150,utica ave and fulton st
bds,Black,24,1,NA,85,franklin ave c subway s subway
bds,Black,40,1,NA,85,franklin ave c subway s subway
bds,Black,27,1,NA,85,franklin ave c subway s subway
bds,Black,29,1,NA,85,franklin ave c subway s subway
bds,Black,21,1,NA,84,franklin ave and eastern parkway
bds,Black,22,0,NA,84,franklin ave and eastern parkway
bds,Black,30,1,NA,85,franklin ave c subway s subway
bds,Black,54,1,NA,84,franklin ave and eastern parkway
bds,Non-Hispanic White,33,1,NA,85,franklin ave c subway s subway
bds,Black,29,1,NA,85,franklin ave c subway s subway
bds,Black,41,1,NA,85,franklin ave c subway s subway
bds,Black,48,1,NA,85,franklin ave c subway s subway
bds,Black,27,1,NA,85,franklin ave c subway s subway
bds,Black,43,1,NA,84,franklin ave and eastern parkway
bds,Black,22,1,NA,84,franklin ave and eastern parkway
bds,Black,37,1,NA,84,franklin ave and eastern parkway
bds,Black,24,1,NA,84,franklin ave and eastern parkway
bds,Non-Hispanic White,52,1,NA,81,fort hamilton pkwy d line
bds,Hispanic,41,1,NA,81,fort hamilton pkwy d line
bds,Black,30,1,NA,81,fort hamilton pkwy d line
bds,Hispanic,19,0,NA,81,fort hamilton pkwy d line
bds,Black,20,1,NA,81,fort hamilton pkwy d line
bds,Non-Hispanic White,33,0,NA,79,flushing ave g line station
bds,Black,23,1,NA,80,flushing ave j line m line station
bds,Black,32,1,NA,79,flushing ave g line station
bds,Black,32,1,NA,79,flushing ave g line station
bds,Black,32,1,NA,79,flushing ave g line station
bds,Hispanic,52,1,NA,79,flushing ave g line station
bds,Black,21,1,NA,80,flushing ave j line m line station
bds,Hispanic,22,1,NA,80,flushing ave j line m line station
bds,Hispanic,51,1,NA,80,flushing ave j line m line station
bds,Hispanic,27,1,NA,80,flushing ave j line m line station
bds,Black,24,1,NA,80,flushing ave j line m line station
bds,Black,22,1,NA,80,flushing ave j line m line station
bds,Hispanic,34,1,NA,80,flushing ave j line m line station
bds,Hispanic,49,1,NA,80,flushing ave j line m line station
bds,Black,55,1,NA,80,flushing ave j line m line station
bds,Black,46,1,NA,80,flushing ave j line m line station
bds,Black,17,1,NA,79,flushing ave g line station
bds,Hispanic,18,1,NA,79,flushing ave g line station
bds,Hispanic,24,1,NA,79,flushing ave g line station
bds,Black,18,1,NA,80,flushing ave j line m line station
bds,Non-Hispanic White,24,1,NA,79,flushing ave g line station
bds,Hispanic,39,1,NA,80,flushing ave j line m line station
bds,Hispanic,23,1,NA,80,flushing ave j line m line station
bds,Black,17,1,NA,80,flushing ave j line m line station
bds,Black,38,0,NA,80,flushing ave j line m line station
bds,Hispanic,48,1,NA,80,flushing ave j line m line station
bds,Black,39,1,NA,78,flatbush av-brooklyn college station
bds,Black,17,1,NA,78,flatbush av-brooklyn college station
bds,Black,16,1,NA,78,flatbush av-brooklyn college station
bds,Other,46,1,NA,78,flatbush av-brooklyn college station
bds,Black,23,1,NA,79,flushing ave g line station
bds,Black,19,1,NA,78,flatbush av-brooklyn college station
bds,Asian/Pacific Islander,25,1,NA,78,flatbush av-brooklyn college station
bds,Black,21,1,NA,78,flatbush av-brooklyn college station
bds,Black,1,1,NA,78,flatbush av-brooklyn college station
bds,Black,22,1,NA,78,flatbush av-brooklyn college station
bds,Black,28,1,NA,78,flatbush av-brooklyn college station
bds,Black,22,1,NA,78,flatbush av-brooklyn college station
bds,Non-Hispanic White,37,1,NA,78,flatbush av-brooklyn college station
bds,Black,30,1,NA,78,flatbush av-brooklyn college station
bds,Black,33,0,NA,78,flatbush av-brooklyn college station
bds,Black,21,1,NA,78,flatbush av-brooklyn college station
bds,Black,21,1,NA,78,flatbush av-brooklyn college station
bds,Black,22,1,NA,78,flatbush av-brooklyn college station
bds,Black,20,1,NA,27,atlantic ave barclays center station
bds,NA,38,0,NA,78,flatbush av-brooklyn college station
bds,Black,35,1,NA,138,prospect park subway station b q s lines
bds,Black,22,1,NA,77,euclid av a subway a subway
bds,Hispanic,26,1,NA,77,euclid av a subway a subway
bds,Black,38,1,NA,77,euclid av a subway a subway
bds,Black,37,1,NA,77,euclid av a subway a subway
bds,Other,21,1,NA,77,euclid av a subway a subway
bds,Black,30,1,NA,77,euclid av a subway a subway
bds,Black,21,1,NA,77,euclid av a subway a subway
