"","stfips","region","year","ymcaid","white","income_pc","hospitals_pc","beds_pc","mort_rate","child_pop","afdc_rate"
"301",13,4,1968,1967,0,2.87,0.033034343,4.0191784,412.31696,431518.31,6.0136557
"302",13,4,1966,1967,0,2.442,0.032614615,3.9001067,451.77383,435443,6.0136557
"303",13,4,1965,1967,0,2.241,0.031691145,3.6988261,472.6376,437405.31,6.0136557
"304",13,4,1969,1967,1,3.149,0.032570656,3.9838121,187.82507,938179,0.81942666
"305",13,4,1967,1967,1,2.636,0.0321436,4.011795,190.91364,924479.63,0.81942666
"306",13,4,1961,1967,1,1.731,0.031948354,3.5729742,221.59415,883381.63,0.81942666
"307",13,4,1965,1967,1,2.241,0.031691145,3.6988261,211.10786,910780.38,0.81942666
"308",13,4,1971,1967,1,3.65,0.033759963,4.5085473,184.56281,950601,0.81942666
"309",13,4,1975,1967,1,5.157,0.034202572,4.9065866,142.30894,932970,0.81942666
"310",13,4,1972,1967,1,4.023,0.033287417,4.581181,165.44868,948146,0.81942666
"311",13,4,1962,1967,1,1.828,0.031696763,3.610728,225.66997,890231.38,0.81942666
"312",13,4,1960,1967,1,1.685,0.032461636,3.5474482,242.91042,876532,0.81942666
"313",13,4,1974,1967,1,4.854,0.034237903,4.8723936,156.60443,944774,0.81942666
"314",13,4,1970,1967,1,3.379,0.032961227,4.2103629,185.45276,944390,0.81942666
"315",13,4,1964,1967,1,2.067,0.031216372,3.7428668,222.68933,903930.63,0.81942666
"316",13,4,1968,1967,1,2.87,0.033034343,4.0191784,193.07191,931329.38,0.81942666
"317",13,4,1963,1967,1,1.946,0.031694833,3.7292235,230.50131,897081,0.81942666
"318",13,4,1973,1967,1,4.481,0.033833016,4.6838346,167.97455,948585,0.81942666
"319",13,4,1966,1967,1,2.442,0.032614615,3.9001067,198.93362,917630,0.81942666
"320",16,5,1961,1966,0,1.955,0.070090957,3.9191284,329.20297,4013.4446,7.0189452
"321",16,5,1969,1966,0,3.264,0.070252202,4.2610111,378.68555,4489,7.0189452
"322",16,5,1960,1966,0,1.882,0.067446955,3.6900978,274.56122,3954,7.0189452
"323",16,5,1971,1966,0,3.739,0.0649653,4.175374,211.32898,4779,7.0189452
"324",16,5,1974,1966,0,5.353,0.059402779,4.132206,234.02518,5186,7.0189452
"325",16,5,1959,1966,0,1.878,0.069767214,3.7477126,559.30872,3799.2,7.0189452
"326",16,5,1967,1966,0,2.715,0.066593841,4.0636721,172.48993,4370.1113,7.0189452
"327",16,5,1964,1966,0,2.218,0.069051035,3.841882,284.31726,4191.7778,7.0189452
"328",16,5,1965,1966,0,2.522,0.07163512,3.7542648,431.56372,4251.2222,7.0189452
"329",16,5,1968,1966,0,2.866,0.070592903,4.3032861,287.70367,4429.5557,7.0189452
"330",16,5,1972,1966,0,4.133,0.062883608,4.2092714,412.78897,4934,7.0189452
"331",16,5,1963,1966,0,2.14,0.069394238,3.9052718,469.07281,4132.333,7.0189452
"332",16,5,1966,1966,0,2.549,0.069829516,3.9657347,473.44968,4310.667,7.0189452
"333",16,5,1973,1966,0,4.686,0.061369929,4.2588177,258.48935,5047,7.0189452
"334",16,5,1970,1966,0,3.539,0.068231158,4.2846379,141.92078,4629,7.0189452
"335",16,5,1964,1966,1,2.218,0.069051035,3.841882,210.83902,219597.67,1.4583025
"336",16,5,1972,1966,1,4.133,0.062883608,4.2092714,183.43677,219960,1.4583025
"337",16,5,1959,1966,1,1.878,0.069767214,3.7477126,249.17506,223171.8,1.4583025
"338",16,5,1960,1966,1,1.882,0.067446955,3.6900978,235.97711,227495,1.4583025
"339",16,5,1973,1966,1,4.686,0.061369929,4.2588177,186.14259,221099,1.4583025
"340",16,5,1968,1966,1,2.866,0.070592903,4.3032861,190.6725,211700.33,1.4583025
"341",16,5,1971,1966,1,3.739,0.0649653,4.175374,180.94365,216620,1.4583025
"342",16,5,1970,1966,1,3.539,0.068231158,4.2846379,191.2672,213173,1.4583025
"343",16,5,1963,1966,1,2.14,0.069394238,3.9052718,222.01462,221572,1.4583025
"344",16,5,1961,1966,1,1.955,0.070090957,3.9191284,247.53409,225520.67,1.4583025
"345",16,5,1967,1966,1,2.715,0.066593841,4.0636721,190.15895,213674.66,1.4583025
"346",16,5,1974,1966,1,5.353,0.059402779,4.132206,183.74742,224778,1.4583025
"347",16,5,1965,1966,1,2.522,0.07163512,3.7542648,238.14156,217623.34,1.4583025
"348",16,5,1969,1966,1,3.264,0.070252202,4.2610111,205.29164,209726,1.4583025
"349",16,5,1962,1966,1,2.068,0.069740862,3.9559391,258.59805,223546.34,1.4583025
"350",17,2,1972,1966,0,5.262,0.024071326,5.611639,348.84506,547890,11.074445
"351",17,2,1960,1966,0,2.67,0.027377807,5.1775799,419.36414,390255,11.074445
"352",17,2,1959,1966,0,2.613,0.027352465,5.1147099,416.76871,368184.09,11.074445
"353",17,2,1965,1966,0,3.321,0.026174631,5.3064513,468.78946,469357.22,11.074445
"354",17,2,1964,1966,0,3.096,0.027204398,5.4014049,450.73438,453536.78,11.074445
"355",17,2,1974,1966,0,6.452,0.023505826,5.6479621,316.36783,545913,11.074445
"356",17,2,1962,1966,0,2.87,0.027095055,5.2477002,399.72644,421895.88,11.074445
"357",17,2,1967,1966,0,3.737,0.025468551,5.5472531,399.55157,500998.13,11.074445
"358",17,2,1968,1966,0,3.987,0.024943221,5.5772314,403.92535,516818.56,11.074445
"359",17,2,1969,1966,0,4.333,0.024518631,5.5583105,402.24588,532639,11.074445
"360",17,2,1961,1966,0,2.76,0.02698957,5.2055521,396.16354,406075.44,11.074445
"361",17,2,1970,1966,0,4.568,0.024619661,5.6689916,400.25891,539204,11.074445
"362",17,2,1966,1966,0,3.55,0.025724834,5.4083667,444.42233,485177.66,11.074445
"363",17,2,1963,1966,0,2.948,0.027390562,5.3270316,416.77939,437716.34,11.074445
"364",17,2,1971,1966,0,4.867,0.024362052,5.6080012,365.1272,545802,11.074445
"365",17,2,1973,1966,1,5.892,0.023622636,5.5864868,163.61697,2458153,0.54755795
"366",17,2,1965,1966,1,3.321,0.026174631,5.3064513,203.45015,2639694.8,0.54755795
"367",17,2,1974,1966,1,6.452,0.023505826,5.6479621,161.1106,2386276,0.54755795
"368",17,2,1969,1966,1,4.333,0.024518631,5.5583105,187.99117,2662520,0.54755795
"369",17,2,1967,1966,1,3.737,0.025468551,5.5472531,190.75075,2651107.3,0.54755795
"370",17,2,1968,1966,1,3.987,0.024943221,5.5772314,189.63301,2656813.8,0.54755795
"371",17,2,1961,1966,1,2.76,0.02698957,5.2055521,220.27536,2616869.3,0.54755795
"372",17,2,1959,1966,1,2.613,0.027352465,5.1147099,226.51588,2542345.5,0.54755795
"373",17,2,1962,1966,1,2.87,0.027095055,5.2477002,207.98831,2622575.8,0.54755795
"374",17,2,1963,1966,1,2.948,0.027390562,5.3270316,210.06789,2628282,0.54755795
"375",17,2,1966,1966,1,3.55,0.025724834,5.4083667,202.00644,2645401,0.54755795
"376",17,2,1971,1966,1,4.867,0.024362052,5.6080012,171.05838,2590600,0.54755795
"377",17,2,1964,1966,1,3.096,0.027204398,5.4014049,213.12967,2633988.3,0.54755795
"378",17,2,1960,1966,1,2.67,0.027377807,5.1775799,219.06064,2611163,0.54755795
"379",17,2,1970,1966,1,4.568,0.024619661,5.6689916,185.6227,2626560,0.54755795
"380",17,2,1972,1966,1,5.262,0.024071326,5.611639,163.38419,2532081,0.54755795
"381",18,2,1965,1970,0,2.852,0.02449234,4.6369691,371.96106,118838.33,13.213378
"382",18,2,1972,1970,0,4.439,0.023035301,4.926156,292.55762,133472,13.213378
"383",18,2,1964,1970,0,2.613,0.025180377,4.724494,387.04874,115570.67,13.213378
"384",18,2,1978,1970,0,7.95,0.0235014,5.1357903,230.82684,131682,13.213378
"385",18,2,1975,1970,0,5.837,0.022798816,5.0575995,254.81772,131913,13.213378
"386",18,2,1969,1970,0,3.692,0.023437902,4.8756647,337.87329,131909,13.213378
"387",18,2,1970,1970,0,3.791,0.02343332,4.9125457,322.78378,132725,13.213378
"388",18,2,1971,1970,0,4.086,0.023047496,4.9382596,345.10114,133556,13.213378
"389",18,2,1963,1970,0,2.483,0.025470102,4.5417542,416.69986,112303,13.213378
"390",18,2,1973,1970,0,5.083,0.022517607,4.9929042,320.58408,133260,13.213378
"391",18,2,1977,1970,0,7.167,0.023311097,5.1061478,236.14825,131219,13.213378
"392",18,2,1976,1970,0,6.504,0.023084305,5.0686803,233.88496,131302,13.213378
"393",18,2,1968,1970,0,3.389,0.024084523,4.8576331,368.54803,128641.33,13.213378
"394",18,2,1966,1970,0,3.031,0.024420097,4.6908078,360.72882,122106,13.213378
"395",18,2,1974,1970,0,5.423,0.022803931,5.0267711,287.48001,132631,13.213378
"396",18,2,1971,1970,1,4.086,0.023047496,4.9382596,177.39671,1386232,0.85852057
"397",18,2,1974,1970,1,5.423,0.022803931,5.0267711,155.16905,1312888,0.85852057
"398",18,2,1963,1970,1,2.483,0.025470102,4.5417542,226.60396,1389417.4,0.85852057
"399",18,2,1969,1970,1,3.692,0.023437902,4.8756647,195.8054,1410116,0.85852057
"400",18,2,1967,1970,1,3.141,0.024151485,4.7140927,201.3131,1403216.5,0.85852057
"401",18,2,1966,1970,1,3.031,0.024420097,4.6908078,206.63782,1399766.6,0.85852057
"402",18,2,1977,1970,1,7.167,0.023311097,5.1061478,136.94501,1226148,0.85852057
"403",18,2,1976,1970,1,6.504,0.023084305,5.0686803,140.48564,1249700,0.85852057
"404",18,2,1970,1970,1,3.791,0.02343332,4.9125457,190.5743,1398174,0.85852057
"405",18,2,1972,1970,1,4.439,0.023035301,4.926156,178.73318,1366508,0.85852057
"406",18,2,1968,1970,1,3.389,0.024084523,4.8576331,198.95384,1406666.3,0.85852057
"407",18,2,1973,1970,1,5.083,0.022517607,4.9929042,172.68732,1340862,0.85852057
"408",18,2,1978,1970,1,7.95,0.0235014,5.1357903,123.90309,1207583,0.85852057
"409",18,2,1965,1970,1,2.852,0.02449234,4.6369691,216.58392,1396316.9,0.85852057
"410",18,2,1964,1970,1,2.613,0.025180377,4.724494,230.01622,1392867.1,0.85852057
"411",19,2,1965,1967,0,2.825,0.045934726,5.5633054,275.11978,12412.111,15.805802
"412",19,2,1966,1967,0,3.054,0.047629829,5.8115554,264.64801,12805.333,15.805802
"413",19,2,1972,1967,0,4.498,0.04894311,6.2426934,196.19035,15628,15.805802
"414",19,2,1968,1967,0,3.293,0.04850252,6.1904907,329.47922,13591.778,15.805802
"415",19,2,1961,1967,0,2.18,0.04234004,5.0988989,390.36801,10839.222,15.805802
"416",19,2,1971,1967,0,4.025,0.048389219,6.3295202,300.01944,15193,15.805802
"417",19,2,1969,1967,0,3.665,0.049114112,6.3140106,305.62323,13985,15.805802
"418",19,2,1967,1967,0,3.077,0.047531012,6.0703893,343.05624,13198.556,15.805802
"419",19,2,1963,1967,0,2.428,0.044685453,5.2782888,380.75952,11625.667,15.805802
"420",19,2,1973,1967,0,5.409,0.048882119,6.3036985,167.4729,16181,15.805802
"421",19,2,1975,1967,0,6.231,0.047892023,6.4786105,218.77574,17300,15.805802
"422",19,2,1962,1967,0,2.28,0.044056889,5.2247138,348.73169,11232.444,15.805802
"423",19,2,1964,1967,0,2.544,0.045311399,5.3898988,448.87515,12018.889,15.805802
"424",19,2,1960,1967,0,2.058,0.041703884,4.9917736,440.85687,10446,15.805802
"425",19,2,1974,1967,0,5.603,0.048466809,6.4366713,234.31264,16717,15.805802
"426",19,2,1970,1967,0,3.878,0.048749868,6.3155804,374.3606,14569,15.805802
"427",19,2,1970,1967,1,3.878,0.048749868,6.3155804,185.70161,791737,1.4505666
"428",19,2,1960,1967,1,2.058,0.041703884,4.9917736,216.86166,847406,1.4505666
"429",19,2,1962,1967,1,2.28,0.044056889,5.2247138,198.55652,836956.25,1.4505666
"430",19,2,1973,1967,1,5.409,0.048882119,6.3036985,150.5453,745187,1.4505666
"431",19,2,1974,1967,1,5.603,0.048466809,6.4366713,142.86566,725698,1.4505666
"432",19,2,1972,1967,1,4.498,0.04894311,6.2426934,166.85361,765548,1.4505666
"433",19,2,1963,1967,1,2.428,0.044685453,5.2782888,207.24689,831731.31,1.4505666
"434",19,2,1971,1967,1,4.025,0.048389219,6.3295202,163.50742,783092,1.4505666
"435",19,2,1967,1967,1,3.077,0.047531012,6.0703893,177.02829,810831.75,1.4505666
"436",19,2,1966,1967,1,3.054,0.047629829,5.8115554,177.35757,816056.69,1.4505666
"437",19,2,1965,1967,1,2.825,0.045934726,5.5633054,189.74341,821281.56,1.4505666
"438",19,2,1975,1967,1,6.231,0.047892023,6.4786105,133.92601,710205,1.4505666
"439",19,2,1968,1967,1,3.293,0.04850252,6.1904907,179.84833,805606.88,1.4505666
"440",19,2,1961,1967,1,2.18,0.04234004,5.0988989,210.7316,842181.06,1.4505666
"441",19,2,1964,1967,1,2.544,0.045311399,5.3898988,202.96434,826506.44,1.4505666
"442",19,2,1969,1967,1,3.665,0.049114112,6.3140106,187.7337,800382,1.4505666
"443",20,2,1975,1967,0,6.206,0.066258669,6.4981766,212.19075,43084,12.284362
"444",20,2,1974,1967,0,5.71,0.06657628,6.4839125,215.54219,42814,12.284362
"445",20,2,1966,1967,0,2.851,0.067372672,5.8079734,337.8768,39393,12.284362
"446",20,2,1969,1967,0,3.555,0.06710133,6.3612947,337.58011,41639,12.284362
"447",20,2,1972,1967,0,4.619,0.064722307,6.3352499,224.71506,42370,12.284362
"448",20,2,1967,1967,0,2.99,0.067579933,5.9479294,299.27878,40141.664,12.284362
"449",20,2,1960,1967,0,2.141,0.063343115,5.2267246,335.24057,34901,12.284362
"450",20,2,1971,1967,0,4.152,0.065436259,6.240037,308.20233,42299,12.284362
"451",20,2,1962,1967,0,2.278,0.066528507,5.5961409,329.87292,36398.336,12.284362
"452",20,2,1965,1967,0,2.65,0.064459309,5.4540238,311.86813,38644.336,12.284362
"453",20,2,1963,1967,0,2.35,0.06583377,5.599957,360.86945,37147,12.284362
"454",20,2,1964,1967,0,2.481,0.064239286,5.478435,378.61447,37895.664,12.284362
"455",20,2,1961,1967,0,2.202,0.065398946,5.3375602,256.49619,35649.664,12.284362
"456",20,2,1968,1967,0,3.222,0.067339785,6.3205743,310.77719,40890.336,12.284362
"457",20,2,1973,1967,0,5.275,0.064470977,5.8809891,237.53406,42766,12.284362
"458",20,2,1970,1967,0,3.824,0.066270553,6.1560454,302.74924,41961,12.284362
"459",20,2,1968,1967,1,3.222,0.067339785,6.3205743,172.53558,590064.31,1.0277963
"460",20,2,1966,1967,1,2.851,0.067372672,5.8079734,182.09644,601901,1.0277963
"461",20,2,1972,1967,1,4.619,0.064722307,6.3352499,166.35814,547113,1.0277963
"462",20,2,1967,1967,1,2.99,0.067579933,5.9479294,171.72202,595982.69,1.0277963
"463",20,2,1969,1967,1,3.555,0.06710133,6.3612947,175.95853,584146,1.0277963
"464",20,2,1961,1967,1,2.202,0.065398946,5.3375602,218.14107,631492.69,1.0277963
"465",20,2,1970,1967,1,3.824,0.066270553,6.1560454,169.31955,571795,1.0277963
"466",20,2,1965,1967,1,2.65,0.064459309,5.4540238,189.24442,607819.31,1.0277963
"467",20,2,1963,1967,1,2.35,0.06583377,5.599957,215.8555,619656,1.0277963
"468",20,2,1975,1967,1,6.206,0.066258669,6.4981766,141.47453,507437,1.0277963
"469",20,2,1960,1967,1,2.141,0.063343115,5.2267246,219.46198,637411,1.0277963
"470",20,2,1962,1967,1,2.278,0.066528507,5.5961409,219.1254,625574.31,1.0277963
"471",20,2,1964,1967,1,2.481,0.064239286,5.478435,202.8856,613737.69,1.0277963
"472",20,2,1973,1967,1,5.275,0.064470977,5.8809891,152.79401,533685,1.0277963
"473",20,2,1971,1967,1,4.152,0.065436259,6.240037,175.2285,559444,1.0277963
"474",20,2,1974,1967,1,5.71,0.06657628,6.4839125,159.28,519232,1.0277963
"475",21,3,1967,1966,0,2.473,0.037536465,4.3688631,353.91071,75481.555,9.8014126
"476",21,3,1970,1966,0,3.176,0.034609336,4.4219608,300.03922,76327,9.8014126
"477",21,3,1972,1966,0,3.705,0.035968259,4.6417036,282.01114,75807,9.8014126
"478",21,3,1968,1966,0,2.686,0.036091078,4.434454,363.49448,75756.781,9.8014126
"479",21,3,1960,1966,0,1.617,0.037851907,3.7924321,475.70139,73555,9.8014126
"480",21,3,1971,1966,0,3.383,0.035166807,4.5683503,304.78482,76631,9.8014126
"481",21,3,1964,1966,0,1.953,0.038083982,4.1192021,441.60526,74655.891,9.8014126
"482",21,3,1966,1966,0,2.303,0.038356487,4.3307667,426.16629,75206.336,9.8014126
"483",21,3,1969,1966,0,2.964,0.036549937,4.4559417,294.4834,76032,9.8014126
"484",21,3,1963,1966,0,1.888,0.036972765,4.0160856,422.56302,74380.664,9.8014126
"485",21,3,1959,1966,0,1.588,0.036647927,3.735117,394.71561,71519.102,9.8014126
"486",21,3,1962,1966,0,1.805,0.037154291,3.9380288,442.93976,74105.445,9.8014126
"487",21,3,1973,1966,0,4.132,0.033810426,4.7331629,259.50214,75909,9.8014126
"488",21,3,1965,1966,0,2.112,0.039184444,4.3363047,404.74872,74931.109,9.8014126
"489",21,3,1961,1966,0,1.714,0.03733762,3.8791823,448.80496,73830.219,9.8014126
"490",21,3,1965,1966,1,2.112,0.039184444,4.3363047,231.3508,871104.75,2.1210692
"491",21,3,1961,1966,1,1.714,0.03733762,3.8791823,265.74533,899182.56,2.1210692
"492",21,3,1966,1966,1,2.303,0.038356487,4.3307667,226.97679,864085.31,2.1210692
"493",21,3,1959,1966,1,1.588,0.036647927,3.735117,264.79709,901106.5,2.1210692
"494",21,3,1974,1966,1,4.595,0.033945631,4.8302293,166.7718,831594,2.1210692
"495",21,3,1960,1966,1,1.617,0.037851907,3.7924321,261.21674,906202,2.1210692
"496",21,3,1973,1966,1,4.132,0.033810426,4.7331629,175.0112,838199,2.1210692
"497",21,3,1969,1966,1,2.964,0.036549937,4.4559417,212.68393,843027,2.1210692
"498",21,3,1964,1966,1,1.953,0.038083982,4.1192021,251.67229,878124.25,2.1210692
"499",21,3,1968,1966,1,2.686,0.036091078,4.434454,207.79437,850046.44,2.1210692
"500",21,3,1963,1966,1,1.888,0.036972765,4.0160856,265.88202,885143.69,2.1210692
"501",21,3,1971,1966,1,3.383,0.035166807,4.5683503,192.35703,854495,2.1210692
"502",21,3,1972,1966,1,3.705,0.035968259,4.6417036,185.66693,847850,2.1210692
"503",21,3,1970,1966,1,3.176,0.034609336,4.4219608,204.94643,848761,2.1210692
"504",21,3,1967,1966,1,2.473,0.037536465,4.3688631,219.54773,857065.94,2.1210692
"505",21,3,1962,1966,1,1.805,0.037154291,3.9380288,259.94824,892163.13,2.1210692
"506",22,4,1965,1966,0,2.127,0.038840678,4.5968232,472.01974,416898.88,7.511857
"507",22,4,1964,1966,0,1.993,0.038693819,4.5855107,485.74637,418318.13,7.511857
"508",22,4,1969,1966,0,2.886,0.039119214,4.7631111,391.69598,411222,7.511857
"509",22,4,1961,1966,0,1.734,0.040053211,4.4750361,437.67773,422575.75,7.511857
"510",22,4,1972,1966,0,3.576,0.038811218,5.2974653,300.70285,403541,7.511857
"511",22,4,1960,1966,0,1.683,0.038378619,4.4064794,465.80368,423995,7.511857
"512",22,4,1973,1966,0,3.977,0.038271863,5.2965622,294.23346,396218,7.511857
"513",22,4,1963,1966,0,1.9,0.03943307,4.5490346,481.42657,419737.34,7.511857
"514",22,4,1962,1966,0,1.797,0.040489357,4.5018167,482.99637,421156.53,7.511857
"515",22,4,1966,1966,0,2.317,0.03984423,4.6752472,460.68823,415479.66,7.511857
"516",22,4,1971,1966,0,3.31,0.038809676,4.81213,311.97534,407092,7.511857
"517",22,4,1967,1966,0,2.516,0.038557723,4.667469,407.37427,414060.47,7.511857
"518",22,4,1970,1966,0,3.089,0.036638141,4.5543394,354.86438,409157,7.511857
"519",22,4,1959,1966,0,1.679,0.036566254,4.2119951,506.69214,413147.19,7.511857
"520",22,4,1974,1966,0,4.493,0.038474787,5.3359556,279.56747,388966,7.511857
"521",22,4,1968,1966,0,2.738,0.038140398,4.7364206,410.11191,412641.22,7.511857
"522",22,4,1974,1966,1,4.493,0.038474787,5.3359556,157.32726,706957,0.92138261
"523",22,4,1967,1966,1,2.516,0.038557723,4.667469,188.99095,745623.13,0.92138261
"524",22,4,1972,1966,1,3.576,0.038811218,5.2974653,182.34915,735337,0.92138261
"525",22,4,1970,1966,1,3.089,0.036638141,4.5543394,195.59038,748197,0.92138261
"526",22,4,1966,1966,1,2.317,0.03984423,4.6752472,187.75272,742533.63,0.92138261
"527",22,4,1964,1966,1,1.993,0.038693819,4.5855107,211.43149,736354.75,0.92138261
"528",22,4,1962,1966,1,1.797,0.040489357,4.5018167,221.70824,730175.88,0.92138261
"529",22,4,1960,1966,1,1.683,0.038378619,4.4064794,228.13779,723997,0.92138261
"530",22,4,1973,1966,1,3.977,0.038271863,5.2965622,173.19476,721572,0.92138261
"531",22,4,1969,1966,1,2.886,0.039119214,4.7631111,185.43845,751802,0.92138261
"532",22,4,1961,1966,1,1.734,0.040053211,4.4750361,215.92946,727086.44,0.92138261
"533",22,4,1959,1966,1,1.679,0.036566254,4.2119951,228.15384,704538.63,0.92138261
"534",22,4,1968,1966,1,2.738,0.038140398,4.7364206,181.60455,748712.56,0.92138261
"535",22,4,1963,1966,1,1.9,0.03943307,4.5490346,202.12802,733265.38,0.92138261
"536",22,4,1965,1966,1,2.127,0.038840678,4.5968232,212.33347,739444.25,0.92138261
"537",22,4,1971,1966,1,3.31,0.038809676,4.81213,174.51567,744592,0.92138261
"538",23,1,1963,1966,0,2.03,0.049329616,4.6400671,331.11545,2054.3335,6.0584035
"539",23,1,1969,1966,0,3.138,0.050988723,5.2834516,200.569,2083,6.0584035
"540",23,1,1966,1966,0,2.513,0.051186096,5.0008817,219.80141,2068.6665,6.0584035
"541",23,1,1973,1966,0,4.308,0.048737042,5.2502217,40.949505,2587,6.0584035
"542",23,1,1962,1966,0,1.963,0.050422624,4.6440268,343.76083,2049.5557,6.0584035
"543",23,1,1959,1966,0,1.827,0.052920166,4.5957532,205.60284,1934.5,6.0584035
"544",23,1,1965,1966,0,2.365,0.050227188,4.7259684,358.91959,2063.8889,6.0584035
"545",23,1,1967,1966,0,2.63,0.051120143,5.0649838,548.22363,2073.4443,6.0584035
"546",23,1,1964,1966,0,2.196,0.050292168,4.6289325,281.59393,2059.1111,6.0584035
"547",23,1,1971,1966,0,3.59,0.04824359,5.2565823,181.23485,2336,6.0584035
"548",23,1,1972,1966,0,3.858,0.045418702,5.0588703,84.723114,2470,6.0584035
"549",23,1,1960,1966,0,1.901,0.052617189,4.7045956,123.36252,2040,6.0584035
"550",23,1,1970,1966,0,3.413,0.049091555,5.2427778,518.96442,2208,6.0584035
"551",23,1,1961,1966,0,1.883,0.049457744,4.6294513,344.24341,2044.7777,6.0584035
"552",23,1,1974,1966,0,4.747,0.049996745,6.0486627,196.45811,2693,6.0584035
"553",23,1,1962,1966,1,1.963,0.050422624,4.6440268,257.06122,295669.34,2.0425036
"554",23,1,1966,1966,1,2.513,0.051186096,5.0008817,227.00432,289132,2.0425036
"555",23,1,1974,1966,1,4.747,0.049996745,6.0486627,164.54198,276374,2.0425036
"556",23,1,1967,1966,1,2.63,0.051120143,5.0649838,222.53125,287497.66,2.0425036
"557",23,1,1971,1966,1,3.59,0.04824359,5.2565823,184.38873,284531,2.0425036
"558",23,1,1964,1966,1,2.196,0.050292168,4.6289325,242.76926,292400.66,2.0425036
"559",23,1,1961,1966,1,1.883,0.049457744,4.6294513,275.81827,297303.66,2.0425036
"560",23,1,1973,1966,1,4.308,0.048737042,5.2502217,175.42383,279347,2.0425036
"561",23,1,1970,1966,1,3.413,0.049091555,5.2427778,218.1062,284380,2.0425036
"562",23,1,1968,1966,1,2.84,0.052075431,5.2616611,213.79295,285863.34,2.0425036
"563",23,1,1960,1966,1,1.901,0.052617189,4.7045956,258.8006,298938,2.0425036
"564",23,1,1965,1966,1,2.365,0.050227188,4.7259684,220.51706,290766.34,2.0425036
"565",23,1,1972,1966,1,3.858,0.045418702,5.0588703,179.93253,283401,2.0425036
"566",23,1,1969,1966,1,3.138,0.050988723,5.2834516,199.13885,284229,2.0425036
"567",23,1,1963,1966,1,2.03,0.049329616,4.6400671,246.74071,294035,2.0425036
"568",23,1,1959,1966,1,1.827,0.052920166,4.5957532,268.75076,294291.13,2.0425036
"569",24,3,1966,1966,0,3.206,0.016343897,4.3264236,403.39041,231666.67,9.8622961
"570",24,3,1960,1966,0,2.349,0.018383011,4.893106,455.4632,195390,9.8622961
"571",24,3,1964,1966,0,2.812,0.017731683,4.6256437,429.64645,219574.44,9.8622961
"572",24,3,1971,1966,0,4.881,0.014419002,4.0226526,285.85651,265621,9.8622961
"573",24,3,1968,1966,0,3.751,0.015345332,4.1601725,339.97336,243758.89,9.8622961
"574",24,3,1959,1966,0,2.267,0.020165822,4.8064079,495.17148,187445.69,9.8622961
"575",24,3,1969,1966,0,4.199,0.015008328,4.1886172,314.03546,249805,9.8622961
"576",24,3,1974,1966,0,6.368,0.016209694,4.3797626,195.05821,276194,9.8622961
"577",24,3,1961,1966,0,2.447,0.017893247,4.8657079,431.62073,201436.11,9.8622961
"578",24,3,1962,1966,0,2.574,0.018040447,4.7333241,429.94858,207482.23,9.8622961
"579",24,3,1973,1966,0,5.805,0.015088576,4.0627208,202.69859,273230,9.8622961
"580",24,3,1963,1966,0,2.657,0.018478228,4.7271481,430.22772,213528.33,9.8622961
"581",24,3,1967,1966,0,3.438,0.01596847,4.3055325,325.19247,237712.77,9.8622961
"582",24,3,1970,1966,0,4.558,0.014961355,4.0808997,316.46146,257713,9.8622961
"583",24,3,1965,1966,0,2.98,0.017021082,4.4325733,373.71661,225620.56,9.8622961
"584",24,3,1972,1966,0,5.281,0.014701836,4.0368791,208.33952,270004,9.8622961
"585",24,3,1972,1966,1,5.281,0.014701836,4.0368791,133.71779,869950,0.71646404
"586",24,3,1969,1966,1,4.199,0.015008328,4.1886172,158.69916,913339,0.71646404
"587",24,3,1966,1966,1,3.206,0.016343897,4.3264236,189.20132,874620.31,0.71646404
"588",24,3,1973,1966,1,5.805,0.015088576,4.0627208,130.03337,838632,0.71646404
"589",24,3,1970,1966,1,4.558,0.014961355,4.0808997,162.78915,902530,0.71646404
"590",24,3,1971,1966,1,4.881,0.014419002,4.0226526,140.32614,891721,0.71646404
"591",24,3,1963,1966,1,2.657,0.018478228,4.7271481,217.91319,835901.69,0.71646404
"592",24,3,1961,1966,1,2.447,0.017893247,4.8657079,212.13799,810089.19,0.71646404
"593",24,3,1964,1966,1,2.812,0.017731683,4.6256437,211.56319,848807.88,0.71646404
"594",24,3,1965,1966,1,2.98,0.017021082,4.4325733,212.98582,861714.13,0.71646404
"595",24,3,1960,1966,1,2.349,0.018383011,4.893106,222.52066,797183,0.71646404
"596",24,3,1968,1966,1,3.751,0.015345332,4.1601725,172.78104,900432.81,0.71646404
"597",24,3,1974,1966,1,6.368,0.016209694,4.3797626,132.54263,807004,0.71646404
"598",24,3,1959,1966,1,2.267,0.020165822,4.8064079,234.08087,768455.19,0.71646404
"599",24,3,1967,1966,1,3.438,0.01596847,4.3055325,189.46143,887526.56,0.71646404
"600",24,3,1962,1966,1,2.574,0.018040447,4.7333241,224.22762,822995.44,0.71646404
"601",25,1,1959,1966,0,2.415,0.033119258,6.0586681,407.01099,40645.902,12.881639
"602",25,1,1966,1966,0,3.305,0.031334542,6.2233677,359.18875,61467.668,12.881639
"603",25,1,1970,1966,0,4.472,0.031233363,6.3345823,295.75839,73402,12.881639
"604",25,1,1963,1966,0,2.783,0.032713756,6.3026624,326.61157,52194.332,12.881639
