"rowname","wave","Prefecture","Hokkaido","Tohoku","Kanto","Chubu","Kinki","Chugokushikoku","Kyushu","Region","nallschool","nschool","nJA","nJB","nMA","nMB","JapaneseA","JapaneseB","MathA","MathB","Japanese","Math","nJ","nM"
"28",2012,"Hyogo","0","0","0","0","1","0","0","Kinki","785","162","10758","10758","10758","10760",82.3529411764706,55.4545454545455,73.6842105263158,59.2307692307692,71.7857142857143,38.0625,NA,NA
"28",2013,"Hyogo","0","0","0","0","1","0","0","Kinki","783","782","50734","50731","50735","50730",63.3333333333333,50,77.3684210526316,59.2307692307692,58.5714285714286,38.7625,NA,NA
"28",2014,"Hyogo","0","0","0","0","1","0","0","Kinki","774","773","49921","49916","49922","49923",72.6666666666667,55,77.6470588235294,58.4615384615385,65.6,38.5333333333333,NA,NA
"28",2015,"Hyogo","0","0","0","0","1","0","0","Kinki","766","765","48499","48496","48502","48511",70,65.5555555555556,75,46.9230769230769,68.2608695652174,33.0344827586207,NA,NA
"28",2016,"Hyogo","0","0","0","0","1","0","0","Kinki","760","759","47691","47674","47692","47684",72.6666666666667,58,77.5,47.6923076923077,66.8,33.7793103448276,NA,NA
"28",2017,"Hyogo","0","0","0","0","1","0","0","Kinki","754","753","45936","45929","45939","45934",75,57,78,46,68.25,64.4615384615385,NA,NA
"28",2018,"Hyogo","0","0","0","0","1","0","0","Kinki","754","754","46847","46841","46852","46856",70,54,63,52,63.6,58.4166666666667,NA,NA
"28",2019,"Hyogo","0","0","0","0","1","0","0","Kinki","753","753",NA,NA,NA,NA,NA,NA,NA,NA,61.4285714285714,67.1428571428572,"46729","46726"
"28",2020,"Hyogo","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2021,"Hyogo","0","0","0","0","1","0","0","Kinki","744","741",NA,NA,NA,NA,NA,NA,NA,NA,64.2857142857143,70.625,"45134","45140"
"29",2007,"Nara","0","0","0","0","1","0","0","Kinki","218","218","12796","12798","12796","12796",82.2222222222222,63,82.6315789473684,64.2857142857143,75.3571428571429,42.9727272727273,NA,NA
"29",2008,"Nara","0","0","0","0","1","0","0","Kinki","216","214","12749","12744","12749","12741",66.1111111111111,51.6666666666667,73.1578947368421,52.3076923076923,60.3333333333333,35.15,NA,NA
"29",2009,"Nara","0","0","0","0","1","0","0","Kinki","214","213","13021","13021","13021","13017",70.5555555555555,51,80,55.7142857142857,63.5714285714286,38.775,NA,NA
"29",2010,"Nara","0","0","0","0","1","0","0","Kinki","209","95","6034","6035","6034","6036",84,79,74.7368421052632,50,82,33.5548387096774,NA,NA
"29",2011,"Nara","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2012,"Nara","0","0","0","0","1","0","0","Kinki","206","94","5479","5477","5477","5473",82.3529411764706,57.2727272727273,75.2631578947368,60,72.5,38.675,NA,NA
"29",2013,"Nara","0","0","0","0","1","0","0","Kinki","206","206","12143","12152","12146","12149",62.7777777777778,50,78.4210526315789,58.4615384615385,58.2142857142857,38.65,NA,NA
"29",2014,"Nara","0","0","0","0","1","0","0","Kinki","204","203","11743","11743","11742","11737",73.3333333333333,53,78.8235294117647,57.6923076923077,65.2,38.4,NA,NA
"29",2015,"Nara","0","0","0","0","1","0","0","Kinki","202","202","11612","11608","11611","11608",70.7142857142857,64.4444444444444,75.625,44.6153846153846,68.2608695652174,32.1,NA,NA
"29",2016,"Nara","0","0","0","0","1","0","0","Kinki","202","202","11164","11165","11164","11162",72,57,76.875,46.1538461538462,66,32.9896551724138,NA,NA
"29",2017,"Nara","0","0","0","0","1","0","0","Kinki","197","195","10782","10776","10778","10774",74,56,78,45,67.25,64.0384615384615,NA,NA
"29",2018,"Nara","0","0","0","0","1","0","0","Kinki","195","195","11049","11042","11046","11038",69,53,63,50,62.6,57.5833333333333,NA,NA
"29",2019,"Nara","0","0","0","0","1","0","0","Kinki","196","196",NA,NA,NA,NA,NA,NA,NA,NA,60,65.7142857142857,"11004","11003"
"29",2020,"Nara","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2021,"Nara","0","0","0","0","1","0","0","Kinki","191","191",NA,NA,NA,NA,NA,NA,NA,NA,61.4285714285714,69.375,"10386","10381"
"30",2007,"Wakayama","0","0","0","0","1","0","0","Kinki","279","279","9447","9447","9447","9446",81.1111111111111,59,82.6315789473684,62.8571428571429,73.2142857142857,42.3666666666667,NA,NA
"30",2008,"Wakayama","0","0","0","0","1","0","0","Kinki","272","272","9599","9598","9600","9599",64.4444444444444,47.5,72.6315789473684,49.2307692307692,57.6666666666667,33.8,NA,NA
"30",2009,"Wakayama","0","0","0","0","1","0","0","Kinki","268","267","9297","9296","9297","9296",70,48,79.4444444444445,52.8571428571429,62.1428571428571,37.425,NA,NA
"30",2010,"Wakayama","0","0","0","0","1","0","0","Kinki","263","109","3845","3845","3845","3845",82.6666666666667,76,73.6842105263158,47.5,80,32.3870967741936,NA,NA
"30",2011,"Wakayama","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2012,"Wakayama","0","0","0","0","1","0","0","Kinki","252","104","3476","3476","3476","3476",80,51.8181818181818,73.1578947368421,56.9230769230769,68.9285714285714,37.025,NA,NA
"30",2013,"Wakayama","0","0","0","0","1","0","0","Kinki","251","249","8765","8766","8766","8767",62.2222222222222,47,76.3157894736842,56.9230769230769,56.7857142857143,37.625,NA,NA
"30",2014,"Wakayama","0","0","0","0","1","0","0","Kinki","245","242","8239","8237","8237","8235",69.3333333333333,53,77.0588235294118,55.3846153846154,62.8,37.1,NA,NA
"30",2015,"Wakayama","0","0","0","0","1","0","0","Kinki","242","242","8072","8071","8072","8071",69.2857142857143,64.4444444444444,75.625,44.6153846153846,67.3913043478261,32.1,NA,NA
"30",2016,"Wakayama","0","0","0","0","1","0","0","Kinki","242","242","7572","7569","7572","7569",70,56,77.5,45.3846153846154,64.4,32.7448275862069,NA,NA
"30",2017,"Wakayama","0","0","0","0","1","0","0","Kinki","235","235","7364","7360","7364","7359",75,57,79,46,68.25,65.0384615384615,NA,NA
"30",2018,"Wakayama","0","0","0","0","1","0","0","Kinki","229","228","7378","7377","7379","7376",72,55,63,51,65.2,58,NA,NA
"30",2019,"Wakayama","0","0","0","0","1","0","0","Kinki","230","229",NA,NA,NA,NA,NA,NA,NA,NA,64.2857142857143,66.4285714285714,"7322","7320"
"30",2020,"Wakayama","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2021,"Wakayama","0","0","0","0","1","0","0","Kinki","225","225",NA,NA,NA,NA,NA,NA,NA,NA,65,69.375,"6959","6960"
"31",2007,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","151","148","5294","5293","5294","5293",84.4444444444444,64,84.2105263157895,65,77.1428571428572,43.5757575757576,NA,NA
"31",2008,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","151","151","5459","5459","5459","5459",67.7777777777778,51.6666666666667,73.1578947368421,52.3076923076923,61.3333333333333,35.15,NA,NA
"31",2009,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","143","139","5086","5083","5086","5083",71.1111111111111,52,81.6666666666667,55.7142857142857,64.2857142857143,39.075,NA,NA
"31",2010,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","142","63","2343","2343","2343","2343",86,81,76.3157894736842,51.6666666666667,84,34.5,NA,NA
"31",2011,"Tottori","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2012,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","137","57","2307","2307","2307","2307",82.9411764705882,56.3636363636364,72.6315789473684,56.9230769230769,72.5,36.925,NA,NA
"31",2013,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","133","129","4989","4990","4989","4989",63.8888888888889,50,77.8947368421053,60,58.9285714285714,39.175,NA,NA
"31",2014,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","134","133","4940","4937","4940","4934",77.3333333333333,57,78.8235294117647,58.4615384615385,69.2,38.7333333333333,NA,NA
"31",2015,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","133","133","5014","5011","5013","5011",71.4285714285714,66.6666666666667,74.375,45.3846153846154,69.5652173913043,32.2448275862069,NA,NA
"31",2016,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","130","130","4817","4814","4817","4813",75.3333333333333,58,76.875,46.9230769230769,68.4,33.3344827586207,NA,NA
"31",2017,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","128","127","4709","4707","4708","4707",76,57,77,46,68.875,63.8846153846154,NA,NA
"31",2018,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","126","126","4728","4725","4728","4726",71,55,62,50,64.6,57,NA,NA
"31",2019,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","125","125",NA,NA,NA,NA,NA,NA,NA,NA,63.5714285714286,65.7142857142857,"4652","4654"
"31",2020,"Tottori","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2021,"Tottori","0","0","0","0","0","1","0","Chugokushikoku","121","120",NA,NA,NA,NA,NA,NA,NA,NA,63.5714285714286,68.75,"4521","4522"
"32",2007,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","255","254","6632","6626","6632","6628",81.1111111111111,62,82.1052631578947,62.8571428571429,74.2857142857143,42.2666666666667,NA,NA
"32",2008,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","248","248","6541","6536","6540","6537",63.3333333333333,48.3333333333333,70.5263157894737,50,57.3333333333333,33.7125,NA,NA
"32",2009,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","249","249","6337","6335","6336","6334",68.3333333333333,50,77.7777777777778,52.8571428571429,61.7857142857143,37.125,NA,NA
"32",2010,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","239","91","2377","2377","2377","2378",82,78,71.0526315789474,46.6666666666667,80.4,31.5645161290323,NA,NA
"32",2011,"Shimane","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2012,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","226","84","2245","2245","2245","2245",81.1764705882353,56.3636363636364,71.0526315789474,56.1538461538462,71.4285714285714,36.3125,NA,NA
"32",2013,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","219","217","6138","6137","6137","6134",60,47,74.2105263157895,56.1538461538462,55.3571428571429,36.9125,NA,NA
"32",2014,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","211","210","5945","5941","5945","5940",73.3333333333333,54,76.4705882352941,56.1538461538462,65.6,37.3333333333333,NA,NA
"32",2015,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","211","209","5657","5651","5657","5653",69.2857142857143,63.3333333333333,72.5,42.3076923076923,66.9565217391304,30.5655172413793,NA,NA
"32",2016,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","204","204","5694","5691","5694","5691",74.6666666666667,57,76.875,46.1538461538462,67.6,32.9896551724138,NA,NA
"32",2017,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","202","202","5391","5388","5402","5402",75,58,77,43,68.625,62.6153846153846,NA,NA
"32",2018,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","204","187","5420","5420","5421","5422",68,55,61,49,62.8,56,NA,NA
"32",2019,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","199","199",NA,NA,NA,NA,NA,NA,NA,NA,62.1428571428571,65,"5577","5571"
"32",2020,"Shimane","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2021,"Shimane","0","0","0","0","0","1","0","Chugokushikoku","197","197",NA,NA,NA,NA,NA,NA,NA,NA,63.5714285714286,67.5,"5415","5418"
"33",2007,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","419","419","17666","17664","17666","17662",80.5555555555556,60,80.5263157894737,62.1428571428571,73.2142857142857,41.6636363636364,NA,NA
"33",2008,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","416","416","18286","18286","18285","18286",63.3333333333333,49.1666666666667,69.4736842105263,49.2307692307692,57.6666666666667,33.2,NA,NA
"33",2009,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","412","412","18260","18256","18262","18254",68.8888888888889,49,77.7777777777778,52.1428571428571,61.7857142857143,36.8125,NA,NA
"33",2010,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","413","121","5518","5518","5520","5519",84,77,72.6315789473684,49.1666666666667,81.2,32.8322580645161,NA,NA
"33",2011,"Okayama","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2012,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","406","120","5271","5267","5272","5265",80,53.6363636363636,70,55.3846153846154,69.6428571428571,35.8,NA,NA
"33",2013,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","402","402","17703","17703","17703","17710",61.1111111111111,48,74.7368421052632,56.9230769230769,56.4285714285714,37.325,NA,NA
"33",2014,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","393","393","17208","17204","17207","17201",71.3333333333333,55,77.6470588235294,56.9230769230769,64.8,37.8666666666667,NA,NA
"33",2015,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","397","397","16722","16720","16723","16717",69.2857142857143,64.4444444444444,75,44.6153846153846,67.3913043478261,32,NA,NA
"33",2016,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","392","392","16406","16397","16406","16396",72.6666666666667,58,77.5,46.9230769230769,66.8,33.4344827586207,NA,NA
"33",2017,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","384","384","15906","15903","15908","15909",75,58,79,46,68.625,65.0384615384615,NA,NA
"33",2018,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","383","383","16270","16261","16270","16263",71,54,62,50,64.2,57,NA,NA
"33",2019,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","381","381",NA,NA,NA,NA,NA,NA,NA,NA,64.2857142857143,65,"16270","16276"
"33",2020,"Okayama","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2021,"Okayama","0","0","0","0","0","1","0","Chugokushikoku","379","379",NA,NA,NA,NA,NA,NA,NA,NA,65.7142857142857,69.375,"15573","15574"
"34",2007,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","570","569","25909","25898","25916","25899",83.3333333333333,65,84.7368421052632,65,76.7857142857143,43.6757575757576,NA,NA
"34",2008,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","546","546","26213","26213","26216","26218",67.7777777777778,53.3333333333333,74.2105263157895,53.8461538461538,62,35.975,NA,NA
"34",2009,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","545","545","25996","25987","26002","25987",72.7777777777778,54,81.1111111111111,56.4285714285714,66.0714285714286,39.2875,NA,NA
"34",2010,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","536","137","6275","6276","6275","6275",85.3333333333333,81,77.3684210526316,51.6666666666667,83.6,34.7,NA,NA
"34",2011,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2012,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","518","129","6163","6165","6163","6166",83.5294117647059,58.1818181818182,75.2631578947368,60.7692307692308,73.5714285714286,38.9875,NA,NA
"34",2013,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","497","497","25455","25441","25456","25445",66.1111111111111,53,79.4736842105263,61.5384615384615,61.4285714285714,40.1,NA,NA
"34",2014,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","489","489","24538","24529","24538","24526",76,58,80.5882352941176,60,68.8,39.7,NA,NA
"34",2015,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","488","487","24476","24481","24477","24481",73.5714285714286,70,77.5,46.9230769230769,72.1739130434783,33.4344827586207,NA,NA
"34",2016,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","479","478","23736","23720","23736","23720",78.6666666666667,61,79.375,49.2307692307692,71.6,34.7689655172414,NA,NA
"34",2017,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","480","479","23270","23269","23270","23268",77,61,81,47,71,66.6153846153846,NA,NA
"34",2018,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","473","473","23871","23875","23874","23874",73,59,66,54,67.4,61,NA,NA
"34",2019,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","467","467",NA,NA,NA,NA,NA,NA,NA,NA,66.4285714285714,67.8571428571429,"24002","24006"
"34",2020,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2021,"Hiroshima","0","0","0","0","0","1","0","Chugokushikoku","459","453",NA,NA,NA,NA,NA,NA,NA,NA,66.4285714285714,70.625,"23103","23099"
"35",2007,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","325","325","12913","12916","12913","12916",80.5555555555556,60,80.5263157894737,62.1428571428571,73.2142857142857,41.6636363636364,NA,NA
"35",2008,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","323","323","13040","13038","13042","13039",63.3333333333333,47.5,68.9473684210526,48.4615384615385,57,32.7875,NA,NA
"35",2009,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","321","320","12741","12737","12740","12739",68.8888888888889,50,78.3333333333333,52.8571428571429,62.1428571428571,37.225,NA,NA
"35",2010,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","316","99","4024","4023","4024","4023",84,79,74.2105263157895,50,82,33.4548387096774,NA,NA
"35",2011,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2012,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","310","98","3745","3745","3745","3744",82.3529411764706,56.3636363636364,73.6842105263158,57.6923076923077,72.1428571428571,37.4375,NA,NA
"35",2013,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","305","305","12432","12432","12432","12431",64.4444444444444,50,77.8947368421053,60,59.2857142857143,39.175,NA,NA
"35",2014,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","299","299","11858","11860","11860","11863",73.3333333333333,58,79.4117647058823,58.4615384615385,67.2,38.8333333333333,NA,NA
"35",2015,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","296","296","11540","11536","11540","11532",72.1428571428571,67.7777777777778,76.875,46.1538461538462,70.4347826086956,32.9896551724138,NA,NA
"35",2016,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","288","287","11291","11290","11291","11290",74.6666666666667,59,78.125,48.4615384615385,68.4,34.2241379310345,NA,NA
"35",2017,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","285","285","10815","10814","10814","10811",76,58,79,45,69.25,64.6153846153846,NA,NA
"35",2018,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","284","284","10912","10910","10912","10912",72,57,64,52,66,59,NA,NA
"35",2019,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","281","280",NA,NA,NA,NA,NA,NA,NA,NA,67.8571428571429,67.1428571428572,"10967","10967"
"35",2020,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2021,"Yamaguchi","0","0","0","0","0","1","0","Chugokushikoku","272","267",NA,NA,NA,NA,NA,NA,NA,NA,64.2857142857143,69.375,"10440","10438"
"36",2007,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","212","212","6963","6964","6963","6963",80.5555555555556,58,81.5789473684211,61.4285714285714,72.5,41.5606060606061,NA,NA
"36",2008,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","211","211","6856","6854","6857","6855",65.5555555555556,50,73.6842105263158,50.7692307692308,59.3333333333333,34.625,NA,NA
"36",2009,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","205","204","6690","6687","6690","6690",71.6666666666667,51,80,52.8571428571429,64.2857142857143,37.525,NA,NA
"36",2010,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","199","90","3189","3189","3189","3188",84,78,75.2631578947368,50,81.6,33.6548387096774,NA,NA
"36",2011,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2012,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","190","79","2591","2590","2591","2586",82.9411764705882,55.4545454545455,73.6842105263158,57.6923076923077,72.1428571428571,37.4375,NA,NA
"36",2013,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","182","182","6461","6461","6461","6459",63.3333333333333,49,75.7894736842105,58.4615384615385,58.2142857142857,38.15,NA,NA
"36",2014,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","185","184","6227","6228","6229","6228",70,54,77.0588235294118,56.1538461538462,63.6,37.4333333333333,NA,NA
"36",2015,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","180","178","6009","6010","6009","6008",68.5714285714286,66.6666666666667,74.375,45.3846153846154,67.8260869565217,32.2448275862069,NA,NA
"36",2016,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","175","175","5862","5862","5862","5860",76,57,76.875,45.3846153846154,68.4,32.6448275862069,NA,NA
"36",2017,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","171","171","5503","5504","5503","5504",75,56,79,46,67.875,65.0384615384615,NA,NA
"36",2018,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","164","164","5665","5666","5665","5667",70,54,61,50,63.6,56.4166666666667,NA,NA
"36",2019,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","164","164",NA,NA,NA,NA,NA,NA,NA,NA,63.5714285714286,65,"5525","5526"
"36",2020,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2021,"Tokushima","0","0","0","0","0","1","0","Chugokushikoku","162","160",NA,NA,NA,NA,NA,NA,NA,NA,63.5714285714286,70,"5309","5309"
"37",2007,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","189","188","8698","8699","8698","8700",83.8888888888889,68,85.2631578947368,67.1428571428572,78.2142857142857,44.6848484848485,NA,NA
"37",2008,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","185","185","8985","8982","8985","8982",67.2222222222222,54.1666666666667,74.2105263157895,54.6153846153846,62,36.2875,NA,NA
"37",2009,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","186","186","9107","9106","9107","9104",71.1111111111111,54,80.5555555555556,55.7142857142857,65,38.875,NA,NA
"37",2010,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","179","88","4540","4541","4540","4543",84,81,75.2631578947368,50.8333333333333,82.8,33.9774193548387,NA,NA
"37",2011,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2012,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","176","80","4274","4271","4273","4272",84.1176470588235,60,74.7368421052632,61.5384615384615,74.6428571428571,39.2,NA,NA
"37",2013,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","175","174","8913","8910","8913","8912",66.6666666666667,53,77.8947368421053,62.3076923076923,61.7857142857143,40.1125,NA,NA
"37",2014,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","171","171","8942","8940","8942","8941",75.3333333333333,59,78.2352941176471,59.2307692307692,68.8,38.9666666666667,NA,NA
"37",2015,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","166","165","8542","8543","8543","8545",72.1428571428571,70,74.375,46.9230769230769,71.304347826087,32.9344827586207,NA,NA
"37",2016,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","157","156","8540","8540","8538","8534",74.6666666666667,59,78.125,46.9230769230769,68.4,33.5344827586207,NA,NA
"37",2017,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","159","159","8127","8128","8128","8128",75,59,79,48,69,65.8846153846154,NA,NA
"37",2018,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","157","157","8131","8128","8130","8129",69,58,64,53,64.6,59.4166666666667,NA,NA
"37",2019,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","155","154",NA,NA,NA,NA,NA,NA,NA,NA,65,67.8571428571429,"8170","8172"
"37",2020,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2021,"Kagawa","0","0","0","0","0","1","0","Chugokushikoku","150","150",NA,NA,NA,NA,NA,NA,NA,NA,63.5714285714286,71.25,"8003","8003"
"38",2007,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","349","349","13099","13099","13099","13102",82.2222222222222,62,82.6315789473684,63.5714285714286,75,42.669696969697,NA,NA
"38",2008,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","346","346","13390","13391","13390","13391",65,50,71.0526315789474,50.7692307692308,59,34.125,NA,NA
"38",2009,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","334","333","13331","13330","13330","13328",70.5555555555555,50,79.4444444444445,54.2857142857143,63.2142857142857,38.05,NA,NA
"38",2010,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","332","102","3776","3776","3776","3776",82.6666666666667,77,73.1578947368421,48.3333333333333,80.4,32.6096774193548,NA,NA
"38",2011,"Ehime","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2012,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","319","98","3897","3898","3897","3898",80.5882352941176,55.4545454545455,73.1578947368421,59.2307692307692,70.7142857142857,37.9625,NA,NA
"38",2013,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","317","317","12442","12440","12443","12442",63.3333333333333,51,77.3684210526316,60.7692307692308,58.9285714285714,39.3875,NA,NA
"38",2014,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","298","298","11899","11898","11898","11898",72.6666666666667,57,77.6470588235294,57.6923076923077,66.4,38.2,NA,NA
"38",2015,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","285","285","12001","11999","11999","11995",70,67.7777777777778,75,47.6923076923077,69.1304347826087,33.3793103448276,NA,NA
"38",2016,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","278","278","11416","11415","11416","11417",73.3333333333333,61,80.625,49.2307692307692,68.4,34.9689655172414,NA,NA
"38",2017,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","274","272","10859","10859","10859","10859",77,59,82,50,70.25,68.4615384615385,NA,NA
"38",2018,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","269","269","11328","11325","11329","11323",72,55,65,54,65.2,60.4166666666667,NA,NA
"38",2019,"Ehime","0","0","0","0","0","1","0","Chugokushikoku","269","269",NA,NA,NA,NA,NA,NA,NA,NA,67.1428571428572,68.5714285714286,"11258","11261"
"38",2020,"Ehime","0","0","0","0","0","1","0","Chugokushikoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
