"rowname","wave","Prefecture","Hokkaido","Tohoku","Kanto","Chubu","Kinki","Chugokushikoku","Kyushu","Region","nallschool","nschool","nJA","nJB","nMA","nMB","JapaneseA","JapaneseB","MathA","MathB","Japanese","Math","nJ","nM"
"17",2013,"Ishikawa","0","0","0","1","0","0","0","Chubu","224","224","10610","10610","10610","10605",67.7777777777778,54,80,64.6153846153846,62.8571428571429,41.45,NA,NA
"17",2014,"Ishikawa","0","0","0","1","0","0","0","Chubu","225","225","10143","10141","10143","10139",74,63,82.3529411764706,63.8461538461539,69.6,41.6666666666667,NA,NA
"17",2015,"Ishikawa","0","0","0","1","0","0","0","Chubu","221","220","10271","10269","10271","10269",74.2857142857143,73.3333333333333,80,50,73.9130434782609,35.2137931034483,NA,NA
"17",2016,"Ishikawa","0","0","0","1","0","0","0","Chubu","210","208","9674","9665","9675","9665",78.6666666666667,63,82.5,53.8461538461538,72.4,37.3379310344828,NA,NA
"17",2017,"Ishikawa","0","0","0","1","0","0","0","Chubu","211","211","9460","9456","9460","9451",79,64,85,53,73.375,71.4615384615385,NA,NA
"17",2018,"Ishikawa","0","0","0","1","0","0","0","Chubu","208","208","9617","9611","9619","9616",76,61,68,59,70,64.25,NA,NA
"17",2019,"Ishikawa","0","0","0","1","0","0","0","Chubu","203","203",NA,NA,NA,NA,NA,NA,NA,NA,72.1428571428571,71.4285714285714,"9835","9843"
"17",2020,"Ishikawa","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2021,"Ishikawa","0","0","0","1","0","0","0","Chubu","202","201",NA,NA,NA,NA,NA,NA,NA,NA,71.4285714285714,74.375,"8986","8989"
"18",2007,"Fukui","0","0","0","1","0","0","0","Chubu","212","211","7976","7972","7976","7974",85,67,86.8421052631579,67.8571428571429,78.5714285714286,45.2878787878788,NA,NA
"18",2008,"Fukui","0","0","0","1","0","0","0","Chubu","209","208","8053","8054","8054","8055",70.5555555555555,57.5,78.4210526315789,56.1538461538462,65.3333333333333,37.7125,NA,NA
"18",2009,"Fukui","0","0","0","1","0","0","0","Chubu","207","206","7698","7697","7698","7694",75.5555555555556,57,84.4444444444444,58.5714285714286,68.9285714285714,40.825,NA,NA
"18",2010,"Fukui","0","0","0","1","0","0","0","Chubu","206","63","2290","2290","2291","2291",86.6666666666667,81,78.4210526315789,54.1666666666667,84.4,35.8677419354839,NA,NA
"18",2011,"Fukui","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2012,"Fukui","0","0","0","1","0","0","0","Chubu","200","61","2254","2252","2253","2251",85.8823529411765,60,78.4210526315789,63.0769230769231,75.7142857142857,40.525,NA,NA
"18",2013,"Fukui","0","0","0","1","0","0","0","Chubu","199","198","7526","7524","7526","7523",68.3333333333333,54,81.5789473684211,65.3846153846154,63.2142857142857,42.0625,NA,NA
"18",2014,"Fukui","0","0","0","1","0","0","0","Chubu","201","201","7314","7312","7314","7312",74.6666666666667,62,82.9411764705882,63.8461538461539,69.6,41.7666666666667,NA,NA
"18",2015,"Fukui","0","0","0","1","0","0","0","Chubu","195","195","7002","7002","7002","7004",73.5714285714286,72.2222222222222,79.375,50,73.0434782608696,35.1137931034483,NA,NA
"18",2016,"Fukui","0","0","0","1","0","0","0","Chubu","192","192","6942","6940","6946","6944",76.6666666666667,63,82.5,51.5384615384615,71.2,36.3034482758621,NA,NA
"18",2017,"Fukui","0","0","0","1","0","0","0","Chubu","191","191","6826","6826","6825","6824",78,60,82,51,71.25,68.8846153846154,NA,NA
"18",2018,"Fukui","0","0","0","1","0","0","0","Chubu","193","193","6923","6919","6923","6921",76,57,66,56,68.4,61.8333333333333,NA,NA
"18",2019,"Fukui","0","0","0","1","0","0","0","Chubu","189","188",NA,NA,NA,NA,NA,NA,NA,NA,71.4285714285714,69.2857142857143,"6845","6846"
"18",2020,"Fukui","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2021,"Fukui","0","0","0","1","0","0","0","Chubu","186","186",NA,NA,NA,NA,NA,NA,NA,NA,69.2857142857143,73.75,"6630","6633"
"19",2007,"Yamanashi","0","0","0","1","0","0","0","Chubu","204","204","8515","8512","8516","8512",81.6666666666667,62,82.1052631578947,62.1428571428571,74.6428571428571,41.9636363636364,NA,NA
"19",2008,"Yamanashi","0","0","0","1","0","0","0","Chubu","202","202","8496","8494","8495","8492",63.8888888888889,50,71.5789473684211,50.7692307692308,58.3333333333333,34.225,NA,NA
"19",2009,"Yamanashi","0","0","0","1","0","0","0","Chubu","202","200","8321","8320","8321","8318",69.4444444444444,50,76.6666666666667,53.5714285714286,62.5,37.2375,NA,NA
"19",2010,"Yamanashi","0","0","0","1","0","0","0","Chubu","199","85","3286","3287","3286","3288",82,77,72.1052631578947,46.6666666666667,80,31.7645161290323,NA,NA
"19",2011,"Yamanashi","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2012,"Yamanashi","0","0","0","1","0","0","0","Chubu","186","83","3391","3390","3391","3391",80.5882352941176,54.5454545454545,71.5789473684211,56.9230769230769,70.3571428571428,36.725,NA,NA
"19",2013,"Yamanashi","0","0","0","1","0","0","0","Chubu","183","183","7562","7560","7563","7561",60,48,75.7894736842105,56.1538461538462,55.7142857142857,37.2125,NA,NA
"19",2014,"Yamanashi","0","0","0","1","0","0","0","Chubu","181","181","7296","7294","7298","7294",70,55,77.0588235294118,57.6923076923077,64,38.1,NA,NA
"19",2015,"Yamanashi","0","0","0","1","0","0","0","Chubu","181","181","7133","7133","7133","7135",68.5714285714286,64.4444444444444,74.375,42.3076923076923,66.9565217391304,30.8655172413793,NA,NA
"19",2016,"Yamanashi","0","0","0","1","0","0","0","Chubu","175","174","6922","6921","6922","6921",71.3333333333333,58,77.5,46.9230769230769,66,33.4344827586207,NA,NA
"19",2017,"Yamanashi","0","0","0","1","0","0","0","Chubu","171","171","6688","6688","6689","6688",74,56,77,43,67.25,62.6153846153846,NA,NA
"19",2018,"Yamanashi","0","0","0","1","0","0","0","Chubu","171","170","6612","6611","6612","6608",71,54,62,50,64.2,57,NA,NA
"19",2019,"Yamanashi","0","0","0","1","0","0","0","Chubu","168","167",NA,NA,NA,NA,NA,NA,NA,NA,62.1428571428571,66.4285714285714,"6446","6412"
"19",2020,"Yamanashi","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2021,"Yamanashi","0","0","0","1","0","0","0","Chubu","166","163",NA,NA,NA,NA,NA,NA,NA,NA,62.8571428571429,67.5,"6097","6097"
"20",2007,"Nagano","0","0","0","1","0","0","0","Chubu","391","390","20407","20393","20406","20400",82.2222222222222,63,83.6842105263158,64.2857142857143,75.3571428571429,43.1727272727273,NA,NA
"20",2008,"Nagano","0","0","0","1","0","0","0","Chubu","390","390","20498","20484","20502","20495",66.6666666666667,50.8333333333333,72.1052631578947,51.5384615384615,60.3333333333333,34.6375,NA,NA
"20",2009,"Nagano","0","0","0","1","0","0","0","Chubu","390","389","20329","20322","20332","20330",70.5555555555555,51,79.4444444444445,54.2857142857143,63.5714285714286,38.05,NA,NA
"20",2010,"Nagano","0","0","0","1","0","0","0","Chubu","384","74","3795","3795","3795","3796",84,79,74.2105263157895,48.3333333333333,82,32.8096774193548,NA,NA
"20",2011,"Nagano","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2012,"Nagano","0","0","0","1","0","0","0","Chubu","377","72","3928","3928","3928","3928",82.3529411764706,55.4545454545455,73.1578947368421,58.4615384615385,71.7857142857143,37.65,NA,NA
"20",2013,"Nagano","0","0","0","1","0","0","0","Chubu","374","373","19787","19775","19788","19777",63.8888888888889,50,77.8947368421053,59.2307692307692,58.9285714285714,38.8625,NA,NA
"20",2014,"Nagano","0","0","0","1","0","0","0","Chubu","369","368","19118","19108","19116","19103",72.6666666666667,57,79.4117647058823,59.2307692307692,66.4,39.1666666666667,NA,NA
"20",2015,"Nagano","0","0","0","1","0","0","0","Chubu","368","367","18553","18537","18551","18536",70.7142857142857,66.6666666666667,75,45.3846153846154,69.1304347826087,32.3448275862069,NA,NA
"20",2016,"Nagano","0","0","0","1","0","0","0","Chubu","365","363","18004","17990","18002","17989",74,59,77.5,46.9230769230769,68,33.4344827586207,NA,NA
"20",2017,"Nagano","0","0","0","1","0","0","0","Chubu","365","365","17606","17602","17609","17602",75,57,78,46,68.25,64.4615384615385,NA,NA
"20",2018,"Nagano","0","0","0","1","0","0","0","Chubu","364","362","17849","17832","17847","17829",72,55,62,50,65.2,57,NA,NA
"20",2019,"Nagano","0","0","0","1","0","0","0","Chubu","365","365",NA,NA,NA,NA,NA,NA,NA,NA,63.5714285714286,65.7142857142857,"17649","17640"
"20",2020,"Nagano","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2021,"Nagano","0","0","0","1","0","0","0","Chubu","359","359",NA,NA,NA,NA,NA,NA,NA,NA,63.5714285714286,69.375,"16378","16382"
"21",2007,"Gifu","0","0","0","1","0","0","0","Chubu","389","389","20163","20151","20163","20160",82.2222222222222,66,81.5789473684211,64.2857142857143,76.4285714285714,42.7727272727273,NA,NA
"21",2008,"Gifu","0","0","0","1","0","0","0","Chubu","385","384","20456","20451","20459","20453",65,53.3333333333333,70.5263157894737,52.3076923076923,60.3333333333333,34.65,NA,NA
"21",2009,"Gifu","0","0","0","1","0","0","0","Chubu","381","381","19976","19977","19978","19975",69.4444444444444,51,77.2222222222222,55,62.8571428571429,37.9625,NA,NA
"21",2010,"Gifu","0","0","0","1","0","0","0","Chubu","380","82","4386","4386","4386","4385",83.3333333333333,79,72.6315789473684,48.3333333333333,81.6,32.5096774193548,NA,NA
"21",2011,"Gifu","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2012,"Gifu","0","0","0","1","0","0","0","Chubu","377","81","4390","4387","4390","4388",80.5882352941176,54.5454545454545,72.1052631578947,57.6923076923077,70.3571428571428,37.1375,NA,NA
"21",2013,"Gifu","0","0","0","1","0","0","0","Chubu","378","377","19346","19334","19343","19329",61.1111111111111,49,76.3157894736842,56.1538461538462,56.7857142857143,37.3125,NA,NA
"21",2014,"Gifu","0","0","0","1","0","0","0","Chubu","374","374","19384","19379","19382","19377",70,55,77.0588235294118,56.9230769230769,64,37.7666666666667,NA,NA
"21",2015,"Gifu","0","0","0","1","0","0","0","Chubu","375","374","18743","18735","18743","18734",67.8571428571429,65.5555555555556,73.75,43.8461538461538,66.9565217391304,31.4551724137931,NA,NA
"21",2016,"Gifu","0","0","0","1","0","0","0","Chubu","371","371","17985","17979","17984","17979",73.3333333333333,59,77.5,46.9230769230769,67.6,33.4344827586207,NA,NA
"21",2017,"Gifu","0","0","0","1","0","0","0","Chubu","376","374","17502","17496","17502","17490",74,58,77,45,68,63.4615384615385,NA,NA
"21",2018,"Gifu","0","0","0","1","0","0","0","Chubu","371","371","17858","17855","17858","17847",72,56,63,51,65.6,58,NA,NA
"21",2019,"Gifu","0","0","0","1","0","0","0","Chubu","369","369",NA,NA,NA,NA,NA,NA,NA,NA,62.8571428571429,65,"17539","17530"
"21",2020,"Gifu","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2021,"Gifu","0","0","0","1","0","0","0","Chubu","365","364",NA,NA,NA,NA,NA,NA,NA,NA,62.8571428571429,69.375,"16622","16623"
"22",2007,"Shizuoka","0","0","0","1","0","0","0","Chubu","539","539","33932","33914","33932","33916",82.7777777777778,65,82.6315789473684,63.5714285714286,76.4285714285714,42.669696969697,NA,NA
"22",2008,"Shizuoka","0","0","0","1","0","0","0","Chubu","534","534","34793","34789","34796","34789",65.5555555555556,51.6666666666667,72.1052631578947,51.5384615384615,60,34.6375,NA,NA
"22",2009,"Shizuoka","0","0","0","1","0","0","0","Chubu","536","536","34370","34362","34372","34363",70.5555555555555,49,79.4444444444445,54.2857142857143,62.8571428571429,38.05,NA,NA
"22",2010,"Shizuoka","0","0","0","1","0","0","0","Chubu","525","87","5791","5789","5791","5790",82.6666666666667,78,73.1578947368421,48.3333333333333,80.8,32.6096774193548,NA,NA
"22",2011,"Shizuoka","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2012,"Shizuoka","0","0","0","1","0","0","0","Chubu","521","82","4928","4928","4928","4924",80.5882352941176,54.5454545454545,72.1052631578947,57.6923076923077,70.3571428571428,37.1375,NA,NA
"22",2013,"Shizuoka","0","0","0","1","0","0","0","Chubu","513","512","33749","33743","33748","33745",57.7777777777778,47,76.3157894736842,56.9230769230769,53.9285714285714,37.625,NA,NA
"22",2014,"Shizuoka","0","0","0","1","0","0","0","Chubu","514","514","33176","33166","33179","33178",72.6666666666667,58,79.4117647058823,58.4615384615385,66.8,38.8333333333333,NA,NA
"22",2015,"Shizuoka","0","0","0","1","0","0","0","Chubu","511","510","32301","32298","32300","32302",71.4285714285714,67.7777777777778,77.5,45.3846153846154,70,32.7448275862069,NA,NA
"22",2016,"Shizuoka","0","0","0","1","0","0","0","Chubu","512","511","31906","31895","31907","31896",76.6666666666667,59,78.75,47.6923076923077,69.6,33.9793103448276,NA,NA
"22",2017,"Shizuoka","0","0","0","1","0","0","0","Chubu","506","492","30222","30211","30223","30202",74,59,78,46,68.375,64.4615384615385,NA,NA
"22",2018,"Shizuoka","0","0","0","1","0","0","0","Chubu","502","502","31083","31080","31083","31079",69,56,63,51,63.8,58,NA,NA
"22",2019,"Shizuoka","0","0","0","1","0","0","0","Chubu","499","499",NA,NA,NA,NA,NA,NA,NA,NA,65,66.4285714285714,"31366","31362"
"22",2020,"Shizuoka","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2021,"Shizuoka","0","0","0","1","0","0","0","Chubu","496","495",NA,NA,NA,NA,NA,NA,NA,NA,64.2857142857143,69.375,"29973","29978"
"23",2007,"Aichi","0","0","0","1","0","0","0","Chubu","989","979","67721","67709","67721","67725",80.5555555555556,62,82.6315789473684,65,73.9285714285714,43.2757575757576,NA,NA
"23",2008,"Aichi","0","0","0","1","0","0","0","Chubu","991","981","69444","69435","69448","69432",64.4444444444444,50,72.1052631578947,51.5384615384615,58.6666666666667,34.6375,NA,NA
"23",2009,"Aichi","0","0","0","1","0","0","0","Chubu","992","992","70765","70749","70774","70768",70.5555555555555,50,79.4444444444445,55,63.2142857142857,38.3625,NA,NA
"23",2010,"Aichi","0","0","0","1","0","0","0","Chubu","991","113","8575","8574","8575","8575",81.3333333333333,77,73.1578947368421,49.1666666666667,79.6,32.9322580645161,NA,NA
"23",2011,"Aichi","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2012,"Aichi","0","0","0","1","0","0","0","Chubu","986","112","8304","8304","8304","8302",80.5882352941176,55.4545454545455,72.1052631578947,59.2307692307692,70.7142857142857,37.7625,NA,NA
"23",2013,"Aichi","0","0","0","1","0","0","0","Chubu","986","985","69932","69926","69938","69928",61.1111111111111,49,76.3157894736842,59.2307692307692,56.7857142857143,38.5625,NA,NA
"23",2014,"Aichi","0","0","0","1","0","0","0","Chubu","987","985","68739","68726","68745","68729",70.6666666666667,52,75.8823529411765,57.6923076923077,63.2,37.9,NA,NA
"23",2015,"Aichi","0","0","0","1","0","0","0","Chubu","980","980","67353","67349","67350","67345",66.4285714285714,63.3333333333333,73.125,45.3846153846154,65.2173913043478,32.0448275862069,NA,NA
"23",2016,"Aichi","0","0","0","1","0","0","0","Chubu","979","979","66942","66940","66945","66941",71.3333333333333,56,76.25,46.1538461538462,65.2,32.8896551724138,NA,NA
"23",2017,"Aichi","0","0","0","1","0","0","0","Chubu","974","973","64594","64586","64597","64587",73,55,76,46,66.25,63.3076923076923,NA,NA
"23",2018,"Aichi","0","0","0","1","0","0","0","Chubu","980","980","66893","66885","66896","66889",68,52,61,50,61.6,56.4166666666667,NA,NA
"23",2019,"Aichi","0","0","0","1","0","0","0","Chubu","977","977",NA,NA,NA,NA,NA,NA,NA,NA,58.5714285714286,65,"67141","67146"
"23",2020,"Aichi","0","0","0","1","0","0","0","Chubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2021,"Aichi","0","0","0","1","0","0","0","Chubu","970","968",NA,NA,NA,NA,NA,NA,NA,NA,62.1428571428571,70,"65427","65433"
"24",2007,"Mie","0","0","0","0","1","0","0","Kinki","416","413","17266","17263","17266","17265",80.5555555555556,60,81.0526315789474,61.4285714285714,73.2142857142857,41.4606060606061,NA,NA
"24",2008,"Mie","0","0","0","0","1","0","0","Kinki","404","404","17558","17559","17562","17560",62.7777777777778,47.5,71.0526315789474,50,56.6666666666667,33.8125,NA,NA
"24",2009,"Mie","0","0","0","0","1","0","0","Kinki","404","403","17515","17512","17521","17513",67.7777777777778,47,76.1111111111111,52.1428571428571,60.3571428571429,36.5125,NA,NA
"24",2010,"Mie","0","0","0","0","1","0","0","Kinki","400","119","5134","5134","5134","5132",82,75,72.6315789473684,47.5,79.2,32.1870967741935,NA,NA
"24",2011,"Mie","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2012,"Mie","0","0","0","0","1","0","0","Kinki","395","115","5096","5092","5094","5092",79.4117647058823,52.7272727272727,72.1052631578947,56.9230769230769,68.9285714285714,36.825,NA,NA
"24",2013,"Mie","0","0","0","0","1","0","0","Kinki","390","390","16774","16770","16780","16773",60.5555555555556,47,75.7894736842105,55.3846153846154,55.7142857142857,36.9,NA,NA
"24",2014,"Mie","0","0","0","0","1","0","0","Kinki","381","381","16724","16720","16723","16714",69.3333333333333,53,76.4705882352941,56.1538461538462,62.8,37.3333333333333,NA,NA
"24",2015,"Mie","0","0","0","0","1","0","0","Kinki","374","374","15998","15993","16001","15993",67.8571428571429,65.5555555555556,75,43.8461538461538,66.9565217391304,31.6551724137931,NA,NA
"24",2016,"Mie","0","0","0","0","1","0","0","Kinki","372","372","15633","15623","15631","15619",72,58,78.125,46.9230769230769,66.4,33.5344827586207,NA,NA
"24",2017,"Mie","0","0","0","0","1","0","0","Kinki","358","356","14860","14852","14864","14854",74,57,77,45,67.625,63.4615384615385,NA,NA
"24",2018,"Mie","0","0","0","0","1","0","0","Kinki","356","355","15402","15395","15402","15391",70,54,63,50,63.6,57.5833333333333,NA,NA
"24",2019,"Mie","0","0","0","0","1","0","0","Kinki","351","349",NA,NA,NA,NA,NA,NA,NA,NA,64.2857142857143,66.4285714285714,"15075","15079"
"24",2020,"Mie","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2021,"Mie","0","0","0","0","1","0","0","Kinki","345","340",NA,NA,NA,NA,NA,NA,NA,NA,64.2857142857143,69.375,"14437","14446"
"25",2007,"Shiga","0","0","0","0","1","0","0","Kinki","234","234","13378","13381","13378","13381",80.5555555555556,60,80.5263157894737,62.1428571428571,73.2142857142857,41.6636363636364,NA,NA
"25",2008,"Shiga","0","0","0","0","1","0","0","Kinki","233","233","13804","13802","13803","13801",62.2222222222222,47.5,70.5263157894737,50,56.3333333333333,33.7125,NA,NA
"25",2009,"Shiga","0","0","0","0","1","0","0","Kinki","231","231","13844","13839","13846","13841",68.3333333333333,48,76.6666666666667,53.5714285714286,61.0714285714286,37.2375,NA,NA
"25",2010,"Shiga","0","0","0","0","1","0","0","Kinki","233","95","5620","5619","5621","5620",82.6666666666667,78,72.6315789473684,47.5,80.8,32.1870967741935,NA,NA
"25",2011,"Shiga","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2012,"Shiga","0","0","0","0","1","0","0","Kinki","231","97","5803","5802","5803","5803",80.5882352941176,53.6363636363636,71.0526315789474,56.1538461538462,70,36.3125,NA,NA
"25",2013,"Shiga","0","0","0","0","1","0","0","Kinki","229","228","13977","13971","13978","13975",58.8888888888889,46,74.7368421052632,55.3846153846154,54.2857142857143,36.7,NA,NA
"25",2014,"Shiga","0","0","0","0","1","0","0","Kinki","229","229","13733","13715","13732","13722",71.3333333333333,53,75.2941176470588,55.3846153846154,64,36.8,NA,NA
"25",2015,"Shiga","0","0","0","0","1","0","0","Kinki","227","225","13434","13432","13435","13422",68.5714285714286,63.3333333333333,72.5,43.0769230769231,66.5217391304348,30.9103448275862,NA,NA
"25",2016,"Shiga","0","0","0","0","1","0","0","Kinki","224","223","13194","13186","13193","13193",72.6666666666667,56,75.625,46.1538461538462,66,32.7896551724138,NA,NA
"25",2017,"Shiga","0","0","0","0","1","0","0","Kinki","225","223","12756","12750","12756","12754",73,56,76,43,66.625,62.0384615384616,NA,NA
"25",2018,"Shiga","0","0","0","0","1","0","0","Kinki","223","223","13198","13200","13198","13204",68,53,60,49,62,55.4166666666667,NA,NA
"25",2019,"Shiga","0","0","0","0","1","0","0","Kinki","224","223",NA,NA,NA,NA,NA,NA,NA,NA,61.4285714285714,65,"13051","13058"
"25",2020,"Shiga","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2021,"Shiga","0","0","0","0","1","0","0","Kinki","221","220",NA,NA,NA,NA,NA,NA,NA,NA,61.4285714285714,68.125,"12934","12947"
"26",2007,"Kyoto","0","0","0","0","1","0","0","Kinki","427","426","21490","21486","21490","21485",82.7777777777778,64,85.2631578947368,66.4285714285714,76.0714285714286,44.3818181818182,NA,NA
"26",2008,"Kyoto","0","0","0","0","1","0","0","Kinki","427","427","22357","22355","22361","22364",68.3333333333333,53.3333333333333,75.2631578947368,53.0769230769231,62.3333333333333,35.8625,NA,NA
"26",2009,"Kyoto","0","0","0","0","1","0","0","Kinki","427","427","21865","21857","21865","21857",71.6666666666667,53,82.2222222222222,56.4285714285714,65,39.4875,NA,NA
"26",2010,"Kyoto","0","0","0","0","1","0","0","Kinki","425","148","7817","7817","7817","7814",85.3333333333333,80,78.4210526315789,52.5,83.2,35.2225806451613,NA,NA
"26",2011,"Kyoto","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2012,"Kyoto","0","0","0","0","1","0","0","Kinki","410","134","7426","7426","7427","7426",83.5294117647059,58.1818181818182,76.3157894736842,61.5384615384615,73.5714285714286,39.5,NA,NA
"26",2013,"Kyoto","0","0","0","0","1","0","0","Kinki","401","400","21637","21637","21639","21645",66.1111111111111,52,79.4736842105263,60.7692307692308,61.0714285714286,39.7875,NA,NA
"26",2014,"Kyoto","0","0","0","0","1","0","0","Kinki","393","391","21001","20995","21004","20995",73.3333333333333,57,80,60,66.8,39.6,NA,NA
"26",2015,"Kyoto","0","0","0","0","1","0","0","Kinki","387","386","20680","20673","20680","20674",72.1428571428571,67.7777777777778,77.5,47.6923076923077,70.4347826086956,33.7793103448276,NA,NA
"26",2016,"Kyoto","0","0","0","0","1","0","0","Kinki","377","376","20219","20215","20218","20215",74,59,80,48.4615384615385,68,34.5241379310345,NA,NA
"26",2017,"Kyoto","0","0","0","0","1","0","0","Kinki","377","377","19978","19970","19977","19965",76,59,80,48,69.625,66.4615384615385,NA,NA
"26",2018,"Kyoto","0","0","0","0","1","0","0","Kinki","373","373","20291","20288","20292","20296",73,56,65,53,66.2,60,NA,NA
"26",2019,"Kyoto","0","0","0","0","1","0","0","Kinki","369","369",NA,NA,NA,NA,NA,NA,NA,NA,66.4285714285714,67.8571428571429,"19998","20004"
"26",2020,"Kyoto","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2021,"Kyoto","0","0","0","0","1","0","0","Kinki","363","361",NA,NA,NA,NA,NA,NA,NA,NA,67.8571428571429,72.5,"19134","19137"
"27",2007,"Osaka","0","0","0","0","1","0","0","Kinki","1022","1016","76879","76879","76880","76896",79.4444444444445,58,80.5263157894737,60.7142857142857,71.7857142857143,41.0575757575758,NA,NA
"27",2008,"Osaka","0","0","0","0","1","0","0","Kinki","1023","1021","79317","79305","79315","79315",62.7777777777778,46.6666666666667,71.0526315789474,50,56.3333333333333,33.8125,NA,NA
"27",2009,"Osaka","0","0","0","0","1","0","0","Kinki","1019","1018","79662","79643","79667","79647",68.3333333333333,49,78.3333333333333,53.5714285714286,61.4285714285714,37.5375,NA,NA
"27",2010,"Osaka","0","0","0","0","1","0","0","Kinki","1024","135","10540","10544","10544","10547",82,76,74.7368421052632,48.3333333333333,79.6,32.9096774193548,NA,NA
"27",2011,"Osaka","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2012,"Osaka","0","0","0","0","1","0","0","Kinki","1019","135","10314","10317","10314","10316",80.5882352941176,53.6363636363636,74.2105263157895,58.4615384615385,70,37.85,NA,NA
"27",2013,"Osaka","0","0","0","0","1","0","0","Kinki","1015","1013","77438","77399","77431","77396",61.1111111111111,48,77.3684210526316,56.9230769230769,56.4285714285714,37.825,NA,NA
"27",2014,"Osaka","0","0","0","0","1","0","0","Kinki","1014","1009","74856","74820","74843","74803",70.6666666666667,53,77.0588235294118,56.1538461538462,63.6,37.4333333333333,NA,NA
"27",2015,"Osaka","0","0","0","0","1","0","0","Kinki","1006","1006","73011","72982","73000","72964",67.8571428571429,62.2222222222222,75,43.8461538461538,65.6521739130435,31.6551724137931,NA,NA
"27",2016,"Osaka","0","0","0","0","1","0","0","Kinki","1000","998","71918","71895","71916","71889",71.3333333333333,55,76.875,46.1538461538462,64.8,32.9896551724138,NA,NA
"27",2017,"Osaka","0","0","0","0","1","0","0","Kinki","995","995","68770","68745","68762","68733",72,54,78,45,65.25,64.0384615384615,NA,NA
"27",2018,"Osaka","0","0","0","0","1","0","0","Kinki","992","990","70201","70170","70189","70163",68,52,63,51,61.6,58,NA,NA
"27",2019,"Osaka","0","0","0","0","1","0","0","Kinki","990","988",NA,NA,NA,NA,NA,NA,NA,NA,60,66.4285714285714,"70061","70027"
"27",2020,"Osaka","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2021,"Osaka","0","0","0","0","1","0","0","Kinki","984","982",NA,NA,NA,NA,NA,NA,NA,NA,62.8571428571429,70,"68061","68075"
"28",2007,"Hyogo","0","0","0","0","1","0","0","Kinki","817","817","51612","51611","51613","51616",81.6666666666667,62,82.6315789473684,63.5714285714286,74.6428571428571,42.669696969697,NA,NA
"28",2008,"Hyogo","0","0","0","0","1","0","0","Kinki","816","816","52355","52348","52353","52344",66.1111111111111,50.8333333333333,73.1578947368421,52.3076923076923,60,35.15,NA,NA
"28",2009,"Hyogo","0","0","0","0","1","0","0","Kinki","805","805","52883","52879","52882","52892",70.5555555555555,51,79.4444444444445,55,63.5714285714286,38.3625,NA,NA
"28",2010,"Hyogo","0","0","0","0","1","0","0","Kinki","798","166","11089","11087","11089","11087",83.3333333333333,78,73.6842105263158,48.3333333333333,81.2,32.7096774193548,NA,NA
"28",2011,"Hyogo","0","0","0","0","1","0","0","Kinki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
