stfips,region,year,ymcaid,exp,ch_pop,crate0,chrate0,hc,rmvp_ch_dent,rmvp_ch_pdrug,rmvp_ch_md,rmvp_ch_hosp,rmvp_ch,emvp_ch_dent,emvp_ch_pdrug,emvp_ch_md,emvp_ch_hosp,emvp_ch,pcmvp_ch_dent,pcmvp_ch_pdrug,pcmvp_ch_md,pcmvp_ch_hosp,pcmvp_ch,prmvp_ch_dent,prmvp_ch_pdrug,prmvp_ch_md,prmvp_ch_hosp,prmvp_ch,hpc,bpc,pcinc
16,5,1975,1966,7,319816,1.5376581,2.5828183,0,.0198176676043534,.0345594204861331,.0433995433115436,.0053515301972317,.0584992646106668,2030577.875,744960.03125,3619607.75,3172687.125,11654843.5,6.3492064,2.3293395,11.317782,9.920351,36.442341,320.38113,67.401001,260.78113,1853.7411,622.9538,.05768808,3.9985049,5.573
16,5,1976,1966,7,325579,1.5376581,2.5828183,0,.0190936016818338,.0345833480129806,.0408017699039146,.0050374513798789,.0570067729512677,1980592.125,802234.375,3522590,3307929.25,12461956,6.083292,2.4640236,10.819463,10.160143,38.276291,318.6037,71.248848,265.17142,2016.9214,671.43408,.058337882,4.1886601,6.1
17,2,1963,1966,-3,3855666.96875,1.818931,4.8778677,0,.0059239790455206,.0153080745156788,.0149759173345724,.0060702994633985,.019503842533415,3970771,5965699.5,10157531,23930907,52188642,1.0298532,1.5472549,2.6344421,6.2066841,13.535568,173.84485,101.07442,175.9119,1022.4675,693.99493,.02739056,5.3270316,2.948
17,2,1964,1966,-2,3911562.28125,1.818931,4.8778677,0,.0070137583374332,.0161510687445724,.0158596684883676,.0065111909025715,.0189127022020733,5773117.5,7539107,10402810,31012351,65138778,1.4759109,1.9273902,2.6595025,7.9283795,16.65288,210.43082,119.33515,167.68967,1217.6543,880.513,.027204394,5.4014039,3.096
17,2,1965,1966,-1,3967457.71875,1.818931,4.8778677,0,.0079178646670255,.0182237899338563,.0194607112964136,.0065604668693501,.0242259875861704,6067623.75,7567701.5,9799470.5,30851374,64484938,1.529348,1.9074435,2.4699621,7.7761064,16.253466,193.15158,104.66777,126.92045,1185.2977,670.91034,.026174635,5.3064523,3.321
17,2,1966,1966,0,4023353.03125,1.818931,4.8778677,0,.0086804507476904,.0289204027355119,.0242340318997668,.0068481950142143,.0332970965055928,5585112.75,7292156.25,5577736.5,35452274,64064602,1.3881737,1.8124574,1.3863403,8.8116236,15.923187,159.91954,62.670547,57.206341,1286.7075,478.21548,.025724834,5.4083667,3.55
17,2,1967,1966,1,4079248.21875,1.818931,4.8778677,0,.0069647399941548,.0358616385622871,.0373136488181703,.0065084889126004,.0488928351513186,5920539.5,10008691.5,16909510.5,60592026,109920820,1.45138,2.4535627,4.1452518,14.853724,26.946342,208.38969,68.417473,111.0921,2282.2078,551.13068,.025468552,5.5472536,3.737
17,2,1968,1966,2,4135143.6875,1.818931,4.8778677,0,.0108581467658601,.0384508997618266,.0372417536488777,.0066261302801646,.0565881169634873,9666535,15332328,26247650,81049736,163111216,2.3376539,3.7078102,6.3474579,19.600222,39.445114,215.29033,96.429741,170.43929,2958.0195,697.05652,.024943223,5.5772314,3.987
17,2,1969,1966,3,4191039,1.818931,4.8778677,0,.0136253825670908,.0500027839045,.0484281420299839,.0075128072919934,.0751754243649324,4731781,5158992.5,11420185,38887052,193878912,1.1290234,1.2309579,2.7249055,9.2786188,46.260345,82.861771,24.617786,56.266983,1235.0402,615.3653,.024518631,5.5583105,4.333
17,2,1970,1966,4,4184169,1.818931,4.8778677,0,.0198882998866663,.0529280712309744,.0544399635453016,.0105698415240693,.0832069729438508,18927124,20635970,45680740,155548208,291614080,4.5235085,4.9319158,10.917518,37.175411,69.694626,227.44571,93.18148,200.54234,3517.1211,837.60553,.024619661,5.6689916,4.568
17,2,1971,1966,5,4177335,1.818931,4.8778677,0,.0242935334061732,.0620489578868986,.079572266030383,.0135429869367441,.1014951976855775,24933539,25747336,70677944,176070544,388716624,5.9687672,6.1635795,16.919386,42.149014,93.053734,245.69365,99.334129,212.62918,3112.239,916.82892,.024362052,5.6080012,4.867
17,2,1972,1966,6,4144394,1.818931,4.8778677,0,.0303000871798387,.0726538187611984,.0930732089419908,.0153981945763383,.1362937234710643,29771555,29063625,83480844,203433672,432598112,7.1835728,7.0127563,20.143076,49.086472,104.38152,237.08092,96.522888,216.42184,3187.8069,765.85706,.024071326,5.611639,5.262
17,2,1973,1966,7,4085734,1.818931,4.8778677,0,.0351597778720509,.084143576083903,.1000303786392004,.0175653677509104,.1646927654167678,33729286,37469539,102896776,234810488,502128688,8.2553797,9.1708221,25.184404,57.470821,122.89803,234.79613,108.99016,251.76756,3271.8257,746.22607,.023622636,5.5864868,5.892
17,2,1974,1966,7,4027247,1.818931,4.8778677,0,.0394713637910922,.0959403635376919,.1199467091202447,.0193652737692008,.2026301952222891,37849408,48742618,135449440,264658256,601645888,9.3983326,12.10321,33.633259,65.716919,149.39384,238.1051,126.15348,280.40167,3393.5444,737.27332,.023505826,5.6479621,6.452
17,2,1975,1966,7,3977070,1.818931,4.8778677,0,.0457256395378549,.0994704866556096,.1337064379733193,.0205901104812175,.2216263217637613,42458898,55481498,154401072,277357408,671578560,10.675924,13.950345,38.822819,69.739128,168.86264,233.47786,140.24606,290.35864,3387.0208,761.92505,.023084182,5.5693908,7.008
17,2,1976,1966,7,3926555,1.818931,4.8778677,0,.0486108950191925,.0963543871629325,.1311314542324059,.0216324481458735,.2061191860062657,44070120,57740712,155745472,284744832,700010624,11.22361,14.705184,39.664661,72.517723,178.27603,230.8867,152.61562,302.48013,3352.2661,864.91718,.023326784,5.7070522,7.62
18,2,1963,1970,-4,1897469.3125,1.6944562,3.3543546,0,.002416379132168,.0045450753593503,.0054111767390049,.0027198123015921,.006081636069043,951552,1022182.15625,2548469.125,2235964.9375,7275024,.50148481,.53870815,1.3430885,1.1783932,3.8340669,207.53564,118.52568,248.20636,433.2627,630.43341,.025470104,4.5417542,2.483
18,2,1964,1970,-4,1920984.0859375,1.6944562,3.3543546,0,.0025238974120866,.0046570950919341,.0054966398121168,.0032925784456986,.0063803537353868,1029266.5,1160243,2976806.375,2797872,8616916,.53580171,.60398364,1.5496258,1.4564785,4.4856782,212.29138,129.69107,281.92236,442.35196,703.04535,.025180379,4.7244945,2.613
18,2,1965,1970,-4,1944498.9140625,1.6944562,3.3543546,0,.0029557151699325,.0061650034036943,.0073451717494833,.0044708859545396,.0090375515265071,1075723.375,1210718.75,3189164.125,3331368.375,9586528.5,.55321366,.62263793,1.6400956,1.7132272,4.9300766,187.16745,100.99555,223.28894,383.19635,545.51019,.024492338,4.6369686,2.852
18,2,1966,1970,-4,1968013.6875,1.6944562,3.3543546,0,.0033508260916406,.0079616824183792,.0092771054256525,.0052775345302897,.0115012177530261,1319906.4375,1375691.8125,3754064.375,3714790.375,11059167.5,.67067951,.69902551,1.9075397,1.8875836,5.6194568,200.15347,87.798721,205.618,357.66391,488.59665,.024420099,4.6908083,3.031
18,2,1967,1970,-3,1991528.3984375,1.6944562,3.3543546,0,.0034969191152313,.0057902034260043,.0097952711366481,.0032768469329877,.0131966755060804,1374824.5,1500178.125,4273231.75,3864047.5,12183511,.69033641,.75327981,2.1457047,1.9402422,6.1176686,197.41273,130.09557,219.05516,592.10645,463.57651,.024151485,4.7140927,3.141
18,2,1968,1970,-2,2015043.234375,1.6944562,3.3543546,0,.0034242442716407,.0080891563952185,.0121089215191545,.0041686449782291,.0163768189914468,1266131.125,1081125.625,3567136.5,3885114.75,10568437,.62833941,.53652728,1.7702531,1.9280553,5.2447696,183.49725,66.326729,146.19412,462.51367,320.25568,.024084525,4.8576336,3.389
18,2,1969,1970,-1,2038558,1.6944562,3.3543546,0,.001765564302223,.0044117255586783,.0049506014079231,.0032358929317559,,0,0,0,0,14875465,0,0,0,0,7.2970529,0,0,0,0,1090.9813,.023437902,4.8756647,3.692
18,2,1970,1970,0,2036656,1.6944562,3.3543546,0,.0049291582203334,.0145856739731809,.0179077853258846,.002384791688859,.0268027607902912,2224280.25,2123068.75,6788565,9346619,25631130,1.0921236,1.0424287,3.3331919,4.5891986,12.584908,221.56393,71.46936,186.13087,1924.3604,469.53778,.02343332,4.9125457,3.791
18,2,1971,1970,1,2034774,1.6944562,3.3543546,0,.0115924668278647,.0276019512383747,.0356211005644261,.0058130757179267,.0480767492861803,5945657.75,4713525.5,17098238,17252728.5,68939986,2.9220235,2.3164861,8.4030161,8.478941,33.880905,252.06229,83.924721,235.89995,1458.598,704.7254,.023047496,4.9382596,4.086
18,2,1972,1970,2,2025867,1.6944562,3.3543546,0,.0145871038088935,.033816014194467,.0437759401571819,.0070490828567397,.0579828215675467,7411647.5,5351375,20269756,27794208,81424132,3.6585064,2.6415234,10.005472,13.719661,40.192238,250.80417,78.114571,228.56099,1946.3043,693.17493,.023035301,4.926156,4.439
18,2,1973,1970,3,2008632,1.6944562,3.3543546,0,.0159821722589275,.0363726426389342,.0450975969687293,.0070446037831794,.0615539243083134,7787342.75,4962518.25,18441234,28756759,77938836,3.8769386,2.4705961,9.1809921,14.316589,38.801949,242.57895,67.924568,203.58051,2032.2775,630.37329,.022517607,4.9929042,5.083
18,2,1974,1970,4,1984625,1.6944562,3.3543546,0,.0173899069084131,.0370241651150353,.0437135762555052,.0075212059111002,.063624043074562,8643879.75,4688005,17383132,31550166,84655360,4.355422,2.3621616,8.7588997,15.897293,42.655594,250.45689,63.800537,200.37024,2113.6628,670.43201,.022803931,5.0267711,5.423
18,2,1975,1970,5,1952863,1.6944562,3.3543546,0,.0186741769538101,.0424196357989652,.0480553566519106,.0082297133970993,.0674738851143531,8896229,5376524.25,20146756,38952726,97945068,4.5554805,2.7531497,10.316523,19.946472,50.154602,243.94543,64.902718,214.67998,2423.7139,743.31873,.022798816,5.0575995,5.837
18,2,1976,1970,6,1925117,1.6944562,3.3543546,0,.0194126366158817,.0485053924947275,.0535421614762833,.0084638658588275,.0708663774387368,8442206,6176336,22405000,41889060,102985096,4.3852949,3.2082913,11.638253,21.759228,53.495499,225.89899,66.142982,217.36615,2570.8381,754.87842,.023084305,5.0686803,6.504
19,2,1963,1967,-4,1068884.010742188,1.6279405,3.0595675,0,.0035529917381553,.0067793099127493,.0080962771659148,0,.0087898392151289,982863.125,1349565.3125,2320624.875,0,4937080,.9195227,1.2625929,2.1710727,0,4.6189108,258.80237,186.2421,268.15692,0,525.48297,.044685453,5.2782888,2.428
19,2,1964,1967,-3,1071581.305664063,1.6279405,3.0595675,0,.0052648368766209,.0084483953480656,.0100556772409106,0,.0108663303022628,1176286.9375,1496848.5625,2306190.375,0,5747764,1.0977113,1.3968595,2.1521375,0,5.3638153,208.49864,165.34023,214.02214,0,493.61789,.045311395,5.3898983,2.544
19,2,1965,1967,-2,1074278.694335938,1.6279405,3.0595675,0,.0060918930077573,.0127719793130924,.0136067832897505,0,.0148574504736122,1179914.125,1572374,2430868.375,0,5819771.75,1.0983315,1.4636556,2.2627912,0,5.417376,180.29396,114.59896,166.29877,0,364.62354,.045934733,5.5633059,2.825
19,2,1966,1967,-1,1076975.989746094,1.6279405,3.0595675,0,.0068595035549208,.0154466338700058,.0167358100356266,.0021356092142639,.0195882968984485,1150675,1621480.375,2675367.875,0,5957775.75,1.0684314,1.5055864,2.484148,0,5.5319486,155.75929,97.470192,148.43309,0,282.41089,.047629829,5.8115554,3.054
19,2,1967,1967,0,1079673.346679688,1.6279405,3.0595675,0,.0111928012510925,.0204210559838496,.0255728351665118,.002127227751357,.0316207722953978,2528530.5,1766984.75,5992019.875,3306972.75,15887270.5,2.3419402,1.636592,5.5498452,3.0629382,14.714887,209.2363,80.14238,217.02112,1439.8732,465.35504,.04753102,6.0703902,3.077
19,2,1968,1967,1,1082370.642578125,1.6279405,3.0595675,0,.0127497918932158,.0218039920158984,.0324288166074133,.0042499304048078,.0397276073062465,3890896.25,1902087.375,9192459,6613945.5,25548098,3.5947909,1.7573346,8.4928942,6.1106105,23.603834,281.94901,80.596916,261.89343,1437.8142,594.14185,.048502523,6.1904912,3.293
19,2,1969,1967,2,1085068,1.6279405,3.0595675,0,.0164588185378149,.0329120085000304,.042520855156102,.0136122028521309,.0577872620199278,1061646.625,632445.625,2480148,2267984.25,27842400,.97841483,.58286268,2.2857075,2.0901771,25.65959,59.446236,17.709726,53.754974,153.55171,444.0354,.049114112,6.3140106,3.665
19,2,1970,1967,3,1081522,1.6279405,3.0595675,0,.0173949291123446,.0294732778606497,.038877616997498,.0056457471537175,.0498399486990311,4246586.5,2529782.5,9920592,9071937,29270162,3.926491,2.3390949,9.1728067,8.3881207,27.063862,225.7262,79.363243,235.94055,1485.7415,543.01544,.048749868,6.3155804,3.878
19,2,1971,1967,4,1078024,1.6279405,3.0595675,0,.0208364867536166,.0354244067889622,.0470468185430833,.0074234838289881,.0590816890415735,5359120.75,3253854.875,13151680.5,11770141,40334790,4.9712443,3.0183511,12.199803,10.918255,37.415485,238.58362,85.205406,259.31198,1470.7723,633.28394,.048389219,6.3295202,4.025
19,2,1972,1967,5,1064785,1.6279405,3.0595675,0,.0222866585509299,.0387810346102645,.0500326969613217,.0082561370547788,.0634453497441438,5504987.75,3517119,13488665,15367746.5,43522412,5.1700463,3.3031261,12.667971,14.432722,40.874367,231.97943,85.173744,253.19383,1748.1205,644.24524,.04894311,6.2426934,4.498
19,2,1973,1967,6,1047744,1.6279405,3.0595675,0,.0225117155790542,.0401887438200398,.0498859485132938,.0085202111805605,.0654555006874914,5086790,3393777.75,12497375.5,15992417,42154362,4.8549933,3.2391288,11.927891,15.263668,40.233456,215.66518,80.597908,239.10321,1791.4659,614.66882,.048882119,6.3036985,5.409
19,2,1974,1967,7,1030445,1.6279405,3.0595675,0,.0230041801435803,.0394740331603983,.0495011358593112,.0082115977570991,.0652094864937327,4948194.75,2975315.5,11726404.5,16301666,41823512,4.8019981,2.8874083,11.379942,15.820025,40.587814,208.74458,73.147034,229.89255,1926.5465,622.42194,.048466809,6.4366713,5.603
19,2,1975,1967,7,1017082,1.6279405,3.0595675,0,.0257131009975227,.0430435379312862,.053180160505747,.0083839185895332,.0637953538943616,5546066.5,3027998.25,12525832.5,19257739,47558718,5.45292,2.9771428,12.31546,18.934303,46.759964,212.06776,69.165848,231.57997,2258.4072,732.9682,.047892023,6.4786105,6.231
19,2,1976,1967,7,1007467,1.6279405,3.0595675,0,.0282230155312719,.0480070410413822,.0576188153380353,.0090194003431682,.0642566995141495,6089313.5,3353895.25,13844987,21629832,52757312,6.0441818,3.3290374,13.742373,21.469519,52.366291,214.1579,69.344772,238.50494,2380.3711,814.95459,.047179949,6.353107,6.596
20,2,1963,1967,-4,834101.32421875,1.5592599,3.4573669,0,.0010471837449452,.0080878058148385,.0077084813907005,.0026544490330306,.0097487888593136,123868.40625,618250.5625,1146283.21875,1313597.6875,3749014.375,.14850523,.74121755,1.3742733,1.5748658,4.4946752,141.81392,91.646309,178.28069,593.29291,461.04959,.065833777,5.5999575,2.35
20,2,1964,1967,-3,835574.451171875,1.5592599,3.4573669,0,0,.0100431924747609,.008147945044355,.0039777522990543,.0115242479555988,0,861598.375,1583584.9375,2521811.5,6025924.75,0,1.031145,1.895205,3.0180571,7.2117147,0,102.67104,232.59915,758.73431,625.78619,.064239286,5.478435,2.481
20,2,1965,1967,-2,837047.548828125,1.5592599,3.4573669,0,0,.0135891119748639,.0111496308908855,.0048945705931973,.0163227267489512,0,945923.25,1906068.8125,3116169,7193025.5,0,1.1300712,2.2771332,3.72281,8.5933294,0,83.160042,204.23396,760.59991,526.46411,.064459309,5.4540238,2.65
20,2,1966,1967,-1,838520.67578125,1.5592599,3.4573669,0,0,.0161014243189885,.0142597311000275,.005359397559624,.0202890914475371,0,954335.90625,2153644.5,3398206.875,7648856,0,1.1381185,2.5683856,4.0526214,9.1218452,0,70.684341,180.11459,756.17108,449.5936,.067372665,5.8079729,2.851
20,2,1967,1967,0,839993.775390625,1.5592599,3.4573669,0,.0027381156732296,.0151023060929586,.0205170005756856,.0016077703922629,.0327282226562519,257588.59375,365667.71875,1435050.625,1813327.625,4455262,.30665535,.43532193,1.7084062,2.1587393,5.3039227,111.99503,28.824865,83.267838,1342.6913,162.0596,.06757994,5.9479294,2.99
20,2,1968,1967,1,841466.87109375,1.5592599,3.4573669,0,.0139042901562405,.0294723432550569,.0390983878579378,.0060608444021306,.0505070393526984,3387912.5,1855836,9094175,10504841,28086142,4.0261984,2.2054772,10.807526,12.483963,33.377598,289.56519,74.832092,276.4187,2059.7729,660.8504,.067339785,6.3205748,3.222
20,2,1969,1967,2,842940,1.5592599,3.4573669,0,.0178761957355734,.039678310937512,.0481223805711778,.0064014225731204,.0670309823675409,1374137.5,610724.875,2951147.75,3962161,35382472,1.6301724,.72451758,3.5010176,4.700407,41.975079,91.192352,18.25979,72.75238,734.27539,626.2041,.06710133,6.3612947,3.555
20,2,1970,1967,3,831883,1.5592599,3.4573669,0,.0229142798791334,.0416813448833381,.0537022646973186,.0081513864101822,.0712888740095423,5496550,2442899.5,11804591,15848644,40383400,6.6073594,2.9365902,14.190206,19.051531,48.544567,288.35117,70.453346,264.23849,2337.2134,680.95575,.066270553,6.1560454,3.824
20,2,1971,1967,4,820848,1.5592599,3.4573669,0,.0267030288281968,.0489155854472608,.0636096486084093,.0090788320078572,.0820960310270353,6352186.75,2987993.625,15284876,16027108,48654028,7.7385664,3.6401303,18.620836,19.525063,59.272884,289.80109,74.416573,292.73602,2150.6138,721.99451,.065436259,6.240037,4.152
20,2,1972,1967,5,811307,1.5592599,3.4573669,0,.0271925482661429,.0505047525909292,.0647937597633763,.0091032913796657,.0825944322367871,5850385,2959960.5,14852974.5,16265059,47194764,7.211062,3.6483853,18.307465,20.04797,58.171276,265.18521,72.238457,282.5498,2202.2771,704.30023,.064722307,6.3352499,4.619
20,2,1973,1967,6,800511,1.5592599,3.4573669,0,.025782505483161,.0488280056926088,.0617123838861111,.0087256814669748,.0786183739920627,4852178,2720397.625,12753569.5,15680853.5,41592134,6.0613508,3.3983264,15.931786,19.588554,51.956982,235.09549,69.597893,258.1619,2244.9312,660.87579,.064470977,5.8809891,5.275
20,2,1974,1967,7,787455,1.5592599,3.4573669,0,.0268296902026135,.0487710457356524,.0609409323744161,.008980217812359,.0801278377154139,4922233.5,2647946.25,11568649,16535484,42957562,6.2508125,3.3626635,14.691188,20.99864,54.552402,232.98117,68.947952,241.07257,2338.3218,680.81708,.06657628,6.4839125,5.71
20,2,1975,1967,7,777248,1.5592599,3.4573669,0,.0297963895513796,.0523976607543001,.063718563505581,.0094937691253014,.0860450157164686,5568919.5,2820792.125,11488323.5,19207066,49568020,7.1649199,3.6292048,14.780769,24.711632,63.77375,240.46268,69.262726,231.96959,2602.9316,741.1673,.066258669,6.4981766,6.206
20,2,1976,1967,7,771154,1.5592599,3.4573669,0,.0314707033588684,.0559609282986621,.0672452828944436,.0097898472023903,.0907994605974904,5934357,3036257.75,12085510,20380324,53426560,7.6954241,3.9372911,15.67198,26.428345,69.281311,244.5266,70.357857,233.05695,2699.5667,763.01459,.065248825,6.5422821,6.716
21,3,1963,1966,-3,1233252.3125,2.6565115,4.9351106,1,.0055581565727876,.0156545736274725,.019791498127303,.0017035276749526,.0249054663934564,875475.375,1225149.125,1509168.125,1637471.875,5247264.5,.70989156,.99342942,1.2237302,1.3277671,4.2548184,127.72068,63.459373,61.831104,779.42212,170.83873,.036972765,4.0160856,1.888
21,3,1964,1966,-2,1233174.3984375,2.6565115,4.9351106,1,.0072748099468287,.0209082857365438,.0244599099023185,.0020922940083544,.0296346438170201,1360059.375,1694449.625,2030966,2331253.75,7416729,1.102893,1.3740551,1.6469414,1.8904494,6.014339,151.60437,65.718208,67.332275,903.52948,202.9496,.038083982,4.1192021,1.953
21,3,1965,1966,-1,1233096.6015625,2.6565115,4.9351106,1,.0084642068389835,.0278522974494078,.032348771233926,.0023915296267866,.0386019178558821,1567026.25,1992952.25,2371200,2612770,8537591.5,1.2708057,1.6162175,1.9229637,2.1188688,6.9237003,150.13879,58.028156,59.444721,885.98895,179.36157,.039184444,4.3363047,2.112
21,3,1966,1966,0,1233018.6875,2.6565115,4.9351106,1,.0095474352989223,.0344109921944767,.0440328889607779,.0027555658788744,.0507604590734383,1918104.875,2360495.75,4079722.5,3122298.5,11492591,1.5556171,1.9144039,3.3087273,2.5322394,9.3206949,162.93559,55.633499,75.142181,918.95441,183.62117,.038356487,4.3307667,2.303
21,3,1967,1966,1,1232940.76953125,2.6565115,4.9351106,1,.0150293516124866,.0599259653609443,.0739484985390632,.0047391718543153,.0916031401011984,2781598.375,4220817,11088897.5,6627150.25,25307227,2.2560682,3.4233737,8.9938602,5.3750758,20.525906,150.11081,57.126717,121.62331,1134.1804,224.07426,.037536457,4.3688622,2.473
21,3,1968,1966,2,1232862.91796875,2.6565115,4.9351106,1,.0192235487450479,.0575895326057859,.0627807050953878,.0081112023737664,.0799764467735085,4064338.75,6353781.5,14048852,13574776,39787736,3.2966671,5.1536803,11.395308,11.010775,32.272636,171.49109,89.489883,181.5097,1357.4775,403.52676,.036091082,4.434454,2.686
21,3,1969,1966,3,1232785,2.6565115,4.9351106,1,.0292209143213057,.0931276596487411,.1024635634940335,.0091140152358449,.1268533914697257,1016422.625,1517435.375,3874444,4969263.5,51126456,.82449299,1.2309003,3.1428385,4.0309248,41.472321,28.215853,13.217343,30.672741,442.27759,326.93112,.036549937,4.4559417,2.964
21,3,1970,1966,4,1246915,2.6565115,4.9351106,1,.0214569554417826,.0690239520184154,.0767534331638634,.0099918605130471,.0984974944946401,4065690.5,6069741.5,15497776,19877054,49591444,3.2605996,4.8678069,12.428895,15.940986,39.771309,151.96002,70.523445,161.93275,1595.3971,403.77994,.034609336,4.4219608,3.176
21,3,1971,1966,5,1261057,2.6565115,4.9351106,1,.0230627803836737,.0771297085960022,.0828382457396795,.0096550688264599,.1075477000030581,5372399.75,6871730,16511125,21256239,55158648,4.2602353,5.4491825,13.093083,16.85589,43.740013,184.7234,70.649597,158.05603,1745.8074,406.70337,.035166807,4.5683503,3.383
21,3,1972,1966,6,1260132,2.6565115,4.9351106,1,.0247568045714178,.0810827686905679,.0860094898891984,.0100851988016744,.1138470601923592,6212453.75,7067769,16952472,23095152,59047272,4.9300022,5.6087527,13.452933,18.327566,46.858006,199.13727,69.17318,156.4122,1817.2736,411.58731,.035968259,4.6417036,3.705
21,3,1973,1966,7,1256066,2.6565115,4.9351106,1,.0267433198496765,.0800152264759448,.0893481508359361,.0103167927902184,.1176252085642415,6775189.25,6425432,17284340,23006885,61204580,5.3939757,5.115521,13.760695,18.316622,48.7272,201.69431,63.931843,154.01207,1775.4181,414.25815,.033810426,4.7331629,4.132
21,3,1974,1966,7,1255337,2.6565115,4.9351106,1,.0296337807610167,.0785372384494454,.0898027365819343,.0101765684500059,.1197977825836789,7550392.25,5926824.25,16885397.5,24382990,64794180,6.0146337,4.7213016,13.450888,19.423462,51.614967,202.96545,60.115448,149.78261,1908.6455,430.8508,.033945631,4.8302293,4.595
21,3,1975,1966,7,1257795,2.6565115,4.9351106,1,.0354112102159349,.0847035592404325,.0974999370037027,.0114918021568201,.1325348976207855,9587349.5,6163358.75,18969739.5,30525447,78721880,7.6223469,4.9001298,15.081742,24.269016,62.587212,215.25237,57.850342,154.68463,2111.8547,472.23193,.034015987,4.9305887,4.94
21,3,1976,1966,7,1260646,2.6565115,4.9351106,1,.0389952619185483,.0896712745305602,.1064776906851046,.0125911554506621,.1429794427596933,11007355,6327454.5,21681328,34743804,89184400,8.7315197,5.0192161,17.198586,27.560318,70.745003,223.91232,55.973511,161.5229,2188.8633,494.79141,.033421323,4.9381423,5.457
22,4,1963,1966,-3,1451284.984375,2.767731,5.5820622,1,.0007309066893321,.0003057708651324,.0000899222999551,4.00857599392e-06,.0016026584216665,518472.1875,82918.666015625,32194.919921875,2226.206115722656,813245,.35725042,.057134654,.022183733,.0015339552,.56036204,488.77707,186.85448,246.69891,382.66837,349.64532,.03943307,4.5490346,1.9
22,4,1964,1966,-2,1465128.65625,2.767731,5.5820622,1,.0013474695996613,.000492518207128,.0001326502875479,6.26198738485e-06,.0023408729041724,1288658.75,246456.6328125,88318.48828125,5022.3564453125,1871438.625,.87955332,.16821501,.060280364,.0034279285,1.2773204,652.74445,341.54068,454.43069,547.41864,545.65985,.038693819,4.5855107,1.993
22,4,1965,1966,-1,1478972.34375,2.767731,5.5820622,1,.0018250637391242,.0007673267822426,.0001088592005015,.0000108183029701,.0031424887849461,1700525.4375,287976.828125,103302.94921875,13667.77416992188,2352128.625,1.1498021,.19471414,.069847792,.0092413994,1.5903804,630.00653,253.75647,641.63422,854.23743,506.08945,.038840678,4.5968232,2.127
22,4,1966,1966,0,1492816.03125,2.767731,5.5820622,1,.0009577039632064,.0023770260535537,.0009813259477642,.0006718788039453,.0044837194871703,1438421.515625,662682.40625,303004.19921875,1185057.95703125,3795860,.96356249,.44391432,.20297492,.79384059,2.5427513,1006.1172,186.75198,206.8374,1181.5234,567.1076,.03984423,4.6752477,2.317
22,4,1967,1966,1,1506659.65625,2.767731,5.5820622,1,.0011794529307262,.0019985421417223,.0054397489178779,.0017246600609453,.009548860914748,375469.40625,436300.1328125,915740.09375,2663675.5,4759435.75,.24920651,.28958109,.60779494,1.7679344,3.1589322,211.28992,144.89616,111.73216,1025.0916,330.81769,.038557723,4.667469,2.516
22,4,1968,1966,2,1520503.34375,2.767731,5.5820622,1,.0006576769454826,.0018414955592961,.0073002138724096,.0033541524135328,.0153238731403401,139910.375,363651.375,1809584.75,6440502.5,9631847,.092015825,.23916513,1.1901221,4.2357702,6.3346438,139.91037,129.87549,163.02567,1262.8436,413.38397,.038140398,4.7364202,2.738
22,4,1969,1966,3,1534347,2.767731,5.5820622,1,.0009188277210747,.0028663330656589,.0056978843792762,.00459190642284,.0215156056540869,783.70458984375,70152.1171875,558446.25,4815524,15439725,.00051077403,.045721155,.36396345,3.1384842,10.062734,.55589747,15.951097,63.876949,683.48175,467.69464,.039119214,4.7631111,2.886
22,4,1970,1966,4,1536681,2.767731,5.5820622,1,2.60301228538e-06,.0015201592768748,.0044355339231489,.0067027571615795,.0260652641272101,3134.818359375,280608.46875,2233785,19262096,23766050,.0020399929,.18260685,1.4536426,12.534869,15.465832,783.70471,120.1235,327.72662,1870.1064,593.35028,.036638141,4.5543394,3.089
22,4,1971,1966,5,1539015,2.767731,5.5820622,1,.0004703111407784,.0018059609687641,.0082781056639206,.0077020583416081,.0381360344243306,44921.998046875,317757.125,2996905.625,21856831,30804886,.029188799,.20646785,1.9472882,14.201831,20.015976,62.06274,114.32576,235.23354,1843.9008,524.8573,.038809676,4.81213,3.31
22,4,1972,1966,6,1535734,2.767731,5.5820622,1,.0010937437225473,.0044751114135714,.0168607524612089,.0080560823514547,.0492792824294783,100638.23828125,519462.0625,5020285.625,25316476,36705704,.065531038,.33825001,3.2689812,16.484936,23.901081,59.914433,75.584717,193.8811,2046.272,485.01279,.038811218,5.2974653,3.576
22,4,1973,1966,7,1520340,2.767731,5.5820622,1,.0008124196087301,.0090505309565277,.0305696694198321,.0079594202278455,.0663697292383916,64645.55810546875,745381.6875,7265463,26679421,43064382,.04252046,.49027303,4.778841,17.548325,28.325495,52.338055,54.170635,156.32622,2204.7241,426.78333,.038271863,5.2965622,3.977
22,4,1974,1966,7,1504689,2.767731,5.5820622,1,.000271489145386,.0356566759932282,.0382374253187818,.0079222367816392,.0892269172265768,23260.93505859375,3361287.875,8561756.5,26185801,48115964,.015458966,2.2338755,5.6900506,17.4028,31.977348,56.941376,62.64957,148.80841,2196.7029,358.38229,.038474787,5.3359556,4.493
