"stfips","region","year","year_mcaid","income_pc","hospitals_pc","beds_pc","child_pop","afdc_rate","public_insurance_child"
26,2,1974,1966,5.926,0.025687594,4.9972248,3457918,1.7054889,0.143635619502392
26,2,1975,1966,6.307,0.025801683,5.0311084,3395263,1.7054889,0.152029574387336
26,2,1976,1966,7.092,0.026213214,5.0675955,3329582,1.7054889,0.159467136799782
27,2,1963,1966,2.446,0.052608501,5.9009199,1425517.97949219,1.5746897,0.0084091713086405
27,2,1964,1966,2.524,0.051732156,5.906414,1443118.34765625,1.5746897,0.009720113594101
27,2,1965,1966,2.763,0.051151961,5.8233051,1460718.65234375,1.5746897,0.0136948985843517
27,2,1966,1966,2.976,0.050311208,5.9118404,1478319.02050781,1.5746897,0.0535160488175783
27,2,1967,1966,3.163,0.050300196,6.045218,1495919.32617188,1.5746897,0.0652067946209149
27,2,1968,1966,3.441,0.049754426,6.1807837,1513519.63183594,1.5746897,0.061908675150401
27,2,1969,1966,3.775,0.048955746,6.2695112,1531120,1.5746897,0.077428542671158
27,2,1970,1966,4.05,0.04743956,6.3149657,1524337,1.5746897,0.0795604843902754
27,2,1971,1966,4.27,0.047248527,6.2713332,1517602,1.5746897,0.0689155901133109
27,2,1972,1966,4.626,0.046549037,6.3081703,1496041,1.5746897,0.0665964858033528
27,2,1973,1966,5.421,0.046329662,6.4266963,1473946,1.5746897,0.0685481867642561
27,2,1974,1966,5.824,0.046427969,6.5355706,1447984,1.5746897,0.0717150757839025
27,2,1975,1966,6.231,0.045340985,6.5482063,1427931,1.5746897,0.0772017688567032
27,2,1976,1966,6.725,0.044734553,6.4518852,1409516,1.5746897,0.081945716411348
28,4,1963,1970,1.484,0.045388963,3.891072,961386,5.6747947,0
28,4,1964,1970,1.541,0.04536812,3.9621491,956193.328125,5.6747947,0
28,4,1965,1970,1.669,0.044431191,4.038887,951000.671875,5.6747947,0
28,4,1966,1970,1.817,0.044868652,4.0880837,945808,5.6747947,0
28,4,1967,1970,1.984,0.044390444,4.1370063,940615.328125,5.6747947,0
28,4,1968,1970,2.179,0.043455251,4.1771932,935422.65625,5.6747947,0
28,4,1969,1970,2.403,0.044349771,4.5090456,930230,5.6747947,0
28,4,1970,1970,2.628,0.043573219,4.4772606,936149,5.6747947,0.0467810140155094
28,4,1971,1970,2.855,0.043706331,4.6293392,942068,5.6747947,0.0885122088023782
28,4,1972,1970,3.194,0.044647116,4.6636729,947407,5.6747947,0.108965663350616
28,4,1973,1970,3.597,0.044689123,4.7608814,951499,5.6747947,0.121459122712817
28,4,1974,1970,3.92,0.043725774,4.8005853,949058,5.6747947,0.130949119807054
28,4,1975,1970,4.207,0.043338552,4.9605975,944261,5.6747947,0.139179028208187
28,4,1976,1970,4.746,0.043207921,5.2207513,941133,5.6747947,0.143895607332932
29,2,1963,1967,2.468,0.028442534,5.2690926,1623755.7109375,2.1521597,0.0013945648476902
29,2,1964,1967,2.578,0.028208688,5.3072634,1640577.609375,2.1521597,0.0011566568889188
29,2,1965,1967,2.787,0.028644813,5.2982912,1657399.390625,2.1521597,0.0012667994239097
29,2,1966,1967,2.945,0.028192859,5.1071658,1674221.2890625,2.1521597,0.0013733021269234
29,2,1967,1967,3.123,0.027966645,5.3449063,1691043.1953125,2.1521597,0.0023127990502632
29,2,1968,1967,3.434,0.027960781,5.3500462,1707865.1015625,2.1521597,0.0345460556271134
29,2,1969,1967,3.569,0.028385088,5.5583162,1724687,2.1521597,0.0532875940388583
29,2,1970,1967,3.855,0.027952105,5.3892083,1723482,2.1521597,0.0523968347119905
29,2,1971,1967,4.118,0.028371893,5.1198564,1722322,2.1521597,0.0659507344370854
29,2,1972,1967,4.453,0.028611533,5.4706936,1711562,2.1521597,0.0745778302001443
29,2,1973,1967,4.935,0.029321417,5.5111699,1695116,2.1521597,0.0826963804764764
29,2,1974,1967,5.28,0.031971715,5.8230314,1673129,2.1521597,0.0896699112515542
29,2,1975,1967,5.759,0.032321565,5.9263153,1651129,2.1521597,0.0979397404749799
29,2,1976,1967,6.313,0.032340217,6.0478282,1630900,2.1521597,0.10470249544933
30,5,1963,1967,2.32,0.085555986,5.4534564,277755.004882812,1.428254,3.72055810465e-05
30,5,1964,1967,2.354,0.085423611,5.6099744,277687.00390625,1.428254,5.64171533542e-05
30,5,1965,1967,2.531,0.086762182,5.4790072,277618.99609375,1.428254,7.02394096257e-05
30,5,1966,1967,2.71,0.091033183,6.2543712,277550.995117188,1.428254,7.9263347178e-05
30,5,1967,1967,2.785,0.090892978,6.4614649,277483.009765625,1.428254,0.0118926200426811
30,5,1968,1967,2.932,0.090753205,6.4098115,277415.000976562,1.428254,0.0281167193587725
30,5,1969,1967,3.294,0.089152351,6.3985081,277347,1.428254,0.0408406822629679
30,5,1970,1967,3.624,0.088867866,6.3397188,279084,1.428254,0.0423994234630624
30,5,1971,1967,3.79,0.088588528,6.341814,280830,1.428254,0.0517193682826149
30,5,1972,1967,4.35,0.09036915,5.8767753,278967,1.428254,0.0591047494293575
30,5,1973,1967,5,0.087972023,5.6563263,276839,1.428254,0.0639777463630387
30,5,1974,1967,5.367,0.085445046,5.7112556,275135,1.428254,0.0697494813890595
30,5,1975,1967,5.814,0.084088683,5.5858912,274413,1.428254,0.0712298770150341
30,5,1976,1967,6.202,0.083048046,5.564219,272327,1.428254,0.0684086713152653
31,2,1963,1966,2.367,0.07331644,5.2815771,545914.337890625,1.2792611,0.002973942133062
31,2,1964,1966,2.417,0.071573138,5.2964125,549183.107421875,1.2792611,0.0058395598268863
31,2,1965,1966,2.681,0.073995873,5.3505239,552451.892578125,1.2792611,0.0084957217179794
31,2,1966,1966,2.918,0.075018965,5.7599421,555720.646484375,1.2792611,0.0143440423227461
31,2,1967,1966,3.019,0.073977396,6.1291642,558989.461914062,1.2792611,0.0213239993322618
31,2,1968,1966,3.196,0.073627427,6.5494323,562258.215820312,1.2792611,0.0275674049870919
31,2,1969,1966,3.571,0.071245179,6.9793129,565527,1.2792611,0.0226763170061717
31,2,1970,1966,3.793,0.071857221,8.2622375,565495,1.2792611,0.0429146120819837
31,2,1971,1966,4.119,0.071123518,8.0323048,565490,1.2792611,0.0501665129588971
31,2,1972,1966,4.525,0.067836531,7.3744235,562561,1.2792611,0.0539628017670396
31,2,1973,1966,5.259,0.066727765,7.079031,557244,1.2792611,0.0553824083677861
31,2,1974,1966,5.452,0.069575168,7.2813339,551310,1.2792611,0.0555114509138476
31,2,1975,1966,6.182,0.068108715,7.2532535,543294,1.2792611,0.0570736724500852
31,2,1976,1966,6.445,0.069071114,7.3137922,536706,1.2792611,0.0591352346118689
32,5,1963,1967,3.214,0.054779619,4.9791789,130953.001464844,1.5356324,0.0074477855485972
32,5,1964,1967,3.257,0.051719476,5.1991687,139124.332519531,1.5356324,0.0067223263454776
32,5,1965,1967,3.349,0.048983142,5.0478415,147295.667480469,1.5356324,0.0085082599348413
32,5,1966,1967,3.522,0.048970316,4.8137822,155467.002441406,1.5356324,0.0281015781117834
32,5,1967,1967,3.715,0.046627354,5.0497422,163638.329589844,1.5356324,0.0323945103271281
32,5,1968,1967,4.169,0.044498347,4.8480949,171809.665039062,1.5356324,0.0366684804096096
32,5,1969,1967,4.53,0.042555273,4.7044854,179981,1.5356324,0.0460483210157814
32,5,1970,1967,4.932,0.040404368,4.5192285,186163,1.5356324,0.0489517258006598
32,5,1971,1967,5.218,0.038459543,4.1882439,192347,1.5356324,0.0526977047510585
32,5,1972,1967,5.553,0.038404915,4.2794051,198251,1.5356324,0.0525495696936612
32,5,1973,1967,6.093,0.038667992,4.7561631,201987,1.5356324,0.0516815490582485
32,5,1974,1967,6.479,0.035190791,4.4022007,207617,1.5356324,0.0527472238131638
32,5,1975,1967,7.029,0.033877689,4.3427968,211484,1.5356324,0.0567308275713136
32,5,1976,1967,7.731,0.03246402,4.3146229,214613,1.5356324,0.0578642738879165
33,1,1963,1967,2.418,0.054213218,4.6530433,244130.666687012,0.74999994,0.0058032205280786
33,1,1964,1967,2.542,0.051633153,4.5816827,249884.55291748,0.74999994,0.0059628635021496
33,1,1965,1967,2.693,0.049152173,4.2896442,255638.44708252,0.74999994,0.0076184851407296
33,1,1966,1967,2.942,0.048226085,4.2365885,261392.341125488,0.74999994,0.0110636989745645
33,1,1967,1967,3.14,0.047334243,4.3432755,267146.211791992,0.74999994,0.0169100971771937
33,1,1968,1967,3.414,0.046474792,4.5587549,272900.105895996,0.74999994,0.0150238123274817
33,1,1969,1967,3.745,0.044262782,4.3571177,278654,0.74999994,0.0271976453949526
33,1,1970,1967,3.883,0.043093812,4.4696364,283100,0.74999994,0.0421335233947931
33,1,1971,1967,4.091,0.041984282,4.6012149,287549,0.74999994,0.0499668480623384
33,1,1972,1967,4.411,0.042215142,4.4709673,290629,0.74999994,0.0572091623696118
33,1,1973,1967,4.863,0.041155752,4.4934602,293519,0.74999994,0.0630086701884213
33,1,1974,1967,5.262,0.039164282,4.405982,294377,0.74999994,0.0697800392537505
33,1,1975,1967,5.602,0.038552452,4.4455795,294243,0.74999994,0.0749433238773117
33,1,1976,1967,6.249,0.037779287,4.3658686,293790,0.74999994,0.0745629439212296
34,1,1963,1970,2.96,0.018089207,4.3368874,2297387.6640625,4.3183746,0.0107087442177529
34,1,1964,1970,3.114,0.018076096,4.1683784,2348132.90625,4.3183746,0.0114087228376429
34,1,1965,1970,3.293,0.018063443,4.4050717,2398878.09375,4.3183746,0.015591825144933
34,1,1966,1970,3.523,0.017311415,4.3534513,2449623.34375,4.3183746,0.0213978378144118
34,1,1967,1970,3.756,0.017021054,4.334404,2500368.640625,4.3183746,0.037396282269516
34,1,1968,1970,4.081,0.01702643,4.3129807,2551113.703125,4.3183746,0.0363762701165645
34,1,1969,1970,4.5,0.01660936,4.2856369,2601859,4.3183746,0.0610991614296267
34,1,1970,1970,4.813,0.016543379,4.3995657,2612425,4.3183746,0.0687992924490948
34,1,1971,1970,5.113,0.016341683,4.2734184,2622991,4.3183746,0.0937276677509959
34,1,1972,1970,5.513,0.016629023,4.3593941,2608514,4.3183746,0.112259063683119
34,1,1973,1970,6.027,0.016768277,4.4121017,2567442,4.3183746,0.124672912461653
34,1,1974,1970,6.561,0.017450033,4.669383,2524213,4.3183746,0.13210809110037
34,1,1975,1970,7.053,0.017435368,4.7593107,2484053,4.3183746,0.141283075354341
34,1,1976,1970,7.699,0.01756517,4.7852154,2435935,4.3183746,0.148051822569017
35,5,1963,1966,2.048,0.050736558,4.3716278,438262.33203125,3.118618,0.033758723985623
35,5,1964,1966,2.127,0.051509768,4.6142449,438708.10546875,3.118618,0.0372057206602864
35,5,1965,1966,2.24,0.050225176,4.4141779,439153.89453125,3.118618,0.0410853401543466
35,5,1966,1966,2.372,0.049973331,4.4353881,439599.66796875,3.118618,0.0580942559085041
35,5,1967,1966,2.477,0.052768324,4.6994252,440045.455078125,3.118618,0.0763632549211571
35,5,1968,1966,2.695,0.050486878,4.5902672,440491.228515625,3.118618,0.0706029946000322
35,5,1969,1966,2.92,0.051242221,4.9313102,440937,3.118618,0.0867711674544459
35,5,1970,1966,3.189,0.049790587,4.7203426,446642,3.118618,0.0738197461048713
35,5,1971,1966,3.416,0.050316472,4.7620268,452352,3.118618,0.0764808407293854
35,5,1972,1966,3.748,0.048242446,4.5218015,454560,3.118618,0.075887236616943
35,5,1973,1966,4.119,0.044370111,4.3727198,456809,3.118618,0.0789423128913469
35,5,1974,1966,4.551,0.041605327,4.2056789,458346,3.118618,0.0840308115380246
35,5,1975,1966,5.05,0.040421657,4.3216772,463669,3.118618,0.0860304024227888
35,5,1976,1966,5.52,0.040997047,4.703784,466961,3.118618,0.0872062020501267
36,1,1963,1966,3.114,0.024530407,6.1456499,5966909.5,2.7961681,0.0168665217644847
36,1,1964,1966,3.303,0.023278844,6.0278411,6049001.75,2.7961681,0.0197733487871141
36,1,1965,1966,3.475,0.022505023,5.7770391,6131094.25,2.7961681,0.0267929013501941
36,1,1966,1966,3.708,0.021914089,5.6773868,6213186.5,2.7961681,0.0547401514249657
36,1,1967,1966,3.983,0.022005254,5.7713675,6295278.5,2.7961681,0.184450258989933
36,1,1968,1966,4.361,0.021706259,5.7333388,6377370.75,2.7961681,0.218428576422419
36,1,1969,1966,4.573,0.021192148,5.6523042,6459463,2.7961681,0.297354167173649
36,1,1970,1966,4.868,0.021132119,5.5878029,6451913,2.7961681,0.232706188536325
36,1,1971,1966,5.166,0.020528188,5.5647182,6444365,2.7961681,0.211120926209739
36,1,1972,1966,5.528,0.020433865,5.685246,6365567,2.7961681,0.200592021674567
36,1,1973,1966,5.963,0.020445291,5.7451267,6220984,2.7961681,0.208343581385345
36,1,1974,1966,6.474,0.020417321,5.7200594,6080446,2.7961681,0.217612372278645
36,1,1975,1966,6.97,0.019686855,5.6157999,5977068,2.7961681,0.224079943964304
36,1,1976,1966,7.469,0.019582992,5.5972867,5859636,2.7961681,0.23846356557945
37,4,1963,1970,1.866,0.032705702,4.1226172,1942149.9375,2.5455093,0.0054440726734183
37,4,1964,1970,1.998,0.031936169,4.2317524,1946453.3125,2.5455093,0.0049521668548833
37,4,1965,1970,2.129,0.031598672,4.2534513,1950756.6875,2.5455093,0.0044601396631911
37,4,1966,1970,2.347,0.030856809,4.2670851,1955060.0625,2.5455093,0.0039679908110116
37,4,1967,1970,2.511,0.029519554,4.1207261,1959363.28125,2.5455093,0.0034757202424224
37,4,1968,1970,2.74,0.029620178,4.2538204,1963666.65625,2.5455093,0.0031064336459005
37,4,1969,1970,3.046,0.029120397,4.2571626,1967970,2.5455093,0.0071060791181987
37,4,1970,1970,3.273,0.028195832,4.2328992,1979327,2.5455093,0.028803038593863
37,4,1971,1970,3.5,0.028458124,4.3531313,1990687,2.5455093,0.0286524054415058
37,4,1972,1970,3.89,0.027567647,4.3116932,1995941,2.5455093,0.0402833462052234
37,4,1973,1970,4.353,0.027125467,4.3946972,1995079,2.5455093,0.0439638711281043
37,4,1974,1970,4.734,0.027650198,4.6543889,1987016,2.5455093,0.0430595069495709
37,4,1975,1970,5.048,0.026738765,4.6536293,1978697,2.5455093,0.0525635888747451
37,4,1976,1970,5.581,0.02646004,4.6641183,1959836,2.5455093,0.0557347978544895
38,2,1963,1966,2.179,0.094282039,6.3216906,263698.330566406,1.3867599,0.0066333175249564
38,2,1964,1966,2.146,0.09301421,6.2944961,261726.107910156,1.3867599,0.0074399735293701
38,2,1965,1966,2.499,0.096565589,6.3282647,259753.892089844,1.3867599,0.010376649411809
38,2,1966,1966,2.535,0.09529686,6.5092597,257781.669433594,1.3867599,0.0150721984913053
38,2,1967,1966,2.623,0.097261019,6.7401886,255809.446289062,1.3867599,0.0336983417955752
38,2,1968,1966,2.754,0.097612508,6.7108598,253837.223144531,1.3867599,0.0303343990840945
38,2,1969,1966,3.099,0.097966544,6.893579,251865,1.3867599,0.037299845103914
38,2,1970,1966,3.257,0.09360636,7.0462995,250979,1.3867599,0.0355049639545317
38,2,1971,1966,3.715,0.092531435,6.7819161,250106,1.3867599,0.0388468227589113
38,2,1972,1966,4.412,0.090322353,6.645824,246964,1.3867599,0.042670691952904
38,2,1973,1966,6.207,0.09011858,6.9913044,242245,1.3867599,0.045548949325941
38,2,1974,1966,6.136,0.086714268,7.1704817,238155,1.3867599,0.0471862356636416
38,2,1975,1966,6.39,0.086125225,7.0575709,235018,1.3867599,0.0467732212758822
38,2,1976,1966,6.206,0.085214637,7.0790124,232926,1.3867599,0.0452620576031563
39,2,1963,1966,2.6,0.022382451,4.3427949,3884243.328125,1.6325544,0.0086455738851096
39,2,1964,1966,2.75,0.021566389,4.3675895,3927472.03125,1.6325544,0.0098565918502188
39,2,1965,1966,2.942,0.021647984,4.4875975,3970700.96875,1.6325544,0.0126795605468708
39,2,1966,1966,3.173,0.020951988,4.4562745,4013929.671875,1.6325544,0.0156836440391764
39,2,1967,1966,3.301,0.020365493,4.355814,4057158.484375,1.6325544,0.0240129854446116
39,2,1968,1966,3.606,0.020456228,4.5170207,4100387.1875,1.6325544,0.0314604420023683
39,2,1969,1966,3.911,0.020262511,4.5324883,4143616,1.6325544,0.0461136970578713
39,2,1970,1966,4.088,0.020051001,4.6152906,4125163,1.6325544,0.044512176017631
39,2,1971,1966,4.322,0.020028139,4.7631569,4106722,1.6325544,0.0601849709621395
39,2,1972,1966,4.688,0.01963331,4.7045503,4052061,1.6325544,0.0679851561102116
39,2,1973,1966,5.209,0.019503433,4.8025813,3994732,1.6325544,0.0818489076777115
39,2,1974,1966,5.724,0.020435179,4.9500504,3925038,1.6325544,0.0976694503383069
39,2,1975,1966,6.101,0.020611627,5.0446491,3858366,1.6325544,0.104639033529617
39,2,1976,1966,6.751,0.021017697,5.1747246,3775436,1.6325544,0.110216263872436
40,3,1963,1966,2.042,0.052225947,4.2436714,895770.67578125,3.0224345,0.0064128257286419
40,3,1964,1966,2.181,0.051342204,4.1972251,900436.90234375,3.0224345,0.0061690865957457
40,3,1965,1966,2.344,0.052936371,4.2595539,905103.09765625,3.0224345,0.0065677082511738
40,3,1966,1966,2.497,0.055315837,4.382153,909769.32421875,3.0224345,0.0464180513652641
40,3,1967,1966,2.684,0.054428253,4.5816493,914435.55078125,3.0224345,0.0729023118126677
40,3,1968,1966,2.927,0.053955749,4.5430741,919101.7734375,3.0224345,0.0619082697694621
40,3,1969,1966,3.204,0.055868778,5.1153612,923768,3.0224345,0.079694959625361
40,3,1970,1966,3.475,0.050176475,4.9488006,934148,3.0224345,0.079085966335906
40,3,1971,1966,3.71,0.050799906,5.0513444,944535,3.0224345,0.0908303295190894
40,3,1972,1966,4.016,0.049665567,5.0625014,947664,3.0224345,0.0967953578907417
40,3,1973,1966,4.515,0.049732558,5.0745764,949093,3.0224345,0.099059317148762
40,3,1974,1966,4.976,0.049403679,5.0457625,950136,3.0224345,0.10225709351254
40,3,1975,1966,5.493,0.049062792,5.0920687,951549,3.0224345,0.103637412910067
40,3,1976,1966,5.974,0.047107462,5.0256224,954101,3.0224345,0.101501784933758
41,5,1963,1967,2.524,0.042368691,4.581182,706863.666015625,1.8796948,0.0139599530212743
41,5,1964,1967,2.668,0.041127309,4.5493131,717344.888671875,1.8796948,0.0145018620607015
41,5,1965,1967,2.833,0.041482676,4.3040867,727826.111328125,1.8796948,0.0188335334546342
41,5,1966,1967,3.009,0.041316379,4.4657393,738307.333984375,1.8796948,0.0265047790566365
41,5,1967,1967,3.178,0.04165731,4.4487996,748788.555664062,1.8796948,0.0375189624230561
41,5,1968,1967,3.421,0.039517622,4.4225159,759269.778320312,1.8796948,0.0399067593338903
41,5,1969,1967,3.675,0.040362209,4.5555806,769751,1.8796948,0.0507287088349296
41,5,1970,1967,3.927,0.038989116,4.5022922,776203,1.8796948,0.0455782826349043
41,5,1971,1967,4.197,0.037210304,4.4484921,782657,1.8796948,0.0718086031363654
41,5,1972,1967,4.605,0.035985708,4.3346834,784993,1.8796948,0.0784673113655541
41,5,1973,1967,5.109,0.035283845,4.3140082,785872,1.8796948,0.0790765216471415
41,5,1974,1967,5.701,0.035072215,4.2213793,785018,1.8796948,0.0959967199618502
41,5,1975,1967,6.185,0.034844015,4.2569923,784964,1.8796948,0.116826350855183
41,5,1976,1967,6.898,0.034988366,4.5438509,785729,1.8796948,0.123241966826997
42,1,1963,1966,2.507,0.02451358,5.4366932,4156052.75,1.7964864,0.0216173553137186
42,1,1964,1966,2.66,0.02449847,5.493999,4176528.25,1.7964864,0.0203943497452815
42,1,1965,1966,2.827,0.024223942,5.5731506,4197003.75,1.7964864,0.0235375442499489
42,1,1966,1966,3.034,0.023865523,5.6436362,4217479.25,1.7964864,0.0355794696153658
42,1,1967,1966,3.243,0.023681656,5.7076221,4237954.875,1.7964864,0.0634348532154935
42,1,1968,1966,3.503,0.023670197,5.7321186,4258430.375,1.7964864,0.0952376104392917
42,1,1969,1966,3.804,0.023914143,5.7508831,4278906,1.7964864,0.112313331415522
42,1,1970,1966,4.069,0.021070629,5.3492322,4258569,1.7964864,0.116917448422701
42,1,1971,1966,4.289,0.02297117,5.6155677,4238245,1.7964864,0.117939563884966
42,1,1972,1966,4.678,0.022932261,5.6284842,4182772,1.7964864,0.118081363418103
42,1,1973,1966,5.155,0.022885432,5.550643,4105386,1.7964864,0.130612319162233
42,1,1974,1966,5.692,0.02334794,5.639328,4023537,1.7964864,0.134509649845502
42,1,1975,1966,6.182,0.023365499,5.8017039,3962651,1.7964864,0.126267838149853
42,1,1976,1966,6.796,0.023890503,5.7462549,3882550,1.7964864,0.130052436064526
44,1,1963,1966,2.586,0.02255556,5.1990566,316899,2.5246003,0.0431112123710687
44,1,1964,1966,2.728,0.022327164,5.0861282,320186.995117188,2.5246003,0.0281283131873918
44,1,1965,1966,2.91,0.023208518,5.0992432,323475.004882812,2.5246003,0.0328968626999441
44,1,1966,1966,3.157,0.021883978,6.5717583,326763,2.5246003,0.0800416533153988
44,1,1967,1966,3.388,0.021668915,6.6296048,330050.994628906,2.5246003,0.0942263904563241
44,1,1968,1966,3.649,0.022530943,6.6562843,333338.989746094,2.5246003,0.0833985933609557
44,1,1969,1966,3.847,0.022313792,6.4933133,336627,2.5246003,0.100656760427948
44,1,1970,1966,4.098,0.020996163,6.3996305,337822,2.5246003,0.0936647109143599
44,1,1971,1966,4.285,0.019709788,6.1733131,339017,2.5246003,0.113609132241103
44,1,1972,1966,4.613,0.019459557,5.810214,339259,2.5246003,0.119968825292939
44,1,1973,1966,4.955,0.019427046,5.8710575,334693,2.5246003,0.12525128043039
44,1,1974,1966,5.385,0.019926189,5.9044447,320661,2.5246003,0.128549868407666
44,1,1975,1966,5.851,0.020077096,5.886816,314169,2.5246003,0.130202232720826
44,1,1976,1966,6.402,0.019993097,5.6001716,309264,2.5246003,0.138674378892164
45,4,1963,1968,1.656,0.027485691,3.5075023,1074068.671875,1.2245009,0.0012727261598232
45,4,1964,1968,1.773,0.027280375,3.6274755,1072442.578125,1.2245009,0.0012242942500942
45,4,1965,1968,1.941,0.027078103,3.5383401,1070816.421875,1.2245009,0.0010925137146129
45,4,1966,1968,2.157,0.02888469,3.5989521,1069190.328125,1.2245009,0.0011033567395454
45,4,1967,1968,2.321,0.028673653,3.9278922,1067564.234375,1.2245009,0.0004399035521777
45,4,1968,1968,2.549,0.028861033,3.9887528,1065938.09375,1.2245009,0.0019700955736214
45,4,1969,1968,2.821,0.029045714,4.1735554,1064312,1.2245009,0.0076133517379304
45,4,1970,1968,3.055,0.029562376,4.3199463,1072607,1.2245009,0.0262155666102822
45,4,1971,1968,3.265,0.029305505,4.310915,1080902,1.2245009,0.0367163523388786
45,4,1972,1968,3.594,0.029798102,4.5554309,1086111,1.2245009,0.0557883931904424
45,4,1973,1968,4.016,0.028464992,4.3461356,1090110,1.2245009,0.0752533007365328
45,4,1974,1968,4.451,0.027434727,4.4152322,1095802,1.2245009,0.0856510662259221
45,4,1975,1968,4.73,0.026895346,4.1422281,1098792,1.2245009,0.0894090906338851
45,4,1976,1968,5.255,0.02651885,4.1396604,1093162,1.2245009,0.0875043295476395
46,2,1963,1967,2.02,0.084481619,6.8489394,276816.3359375,2.2113578,0
46,2,1964,1967,1.993,0.087697655,6.9370332,275572.776367188,2.2113578,0
46,2,1965,1967,2.277,0.090932265,7.0233994,274329.223632812,2.2113578,0
46,2,1966,1967,2.495,0.08970058,6.793324,273085.671875,2.2113578,0
46,2,1967,1967,2.577,0.088461742,6.8355436,271842.112304688,2.2113578,0.0013978702048778
46,2,1968,1967,2.774,0.088719405,7.1652198,270598.559570312,2.2113578,0.0199557607985296
46,2,1969,1967,3.03,0.088978574,7.0579615,269355,2.2113578,0.0293795335223329
46,2,1970,1967,3.286,0.095909029,7.3655138,267647,2.2113578,0.0297219847296734
46,2,1971,1967,3.564,0.092321806,7.2457724,265956,2.2113578,0.0345758475721715
46,2,1972,1967,4.089,0.091516159,7.1426883,264028,2.2113578,0.0409835689098146
46,2,1973,1967,5.175,0.089838259,7.1561332,259938,2.2113578,0.0488479972990654
46,2,1974,1967,5.187,0.10001589,7.4394169,255364,2.2113578,0.0587196099817909
46,2,1975,1967,5.706,0.10124888,8.4946346,251114,2.2113578,0.0670537089111669
46,2,1976,1967,5.6,0.10044882,8.4522581,248968,2.2113578,0.068892253351068
47,4,1963,1969,1.859,0.03379038,5.1672034,1440315.328125,2.7932708,0.0021590970322514
47,4,1964,1969,1.971,0.034018368,5.00664,1445428.109375,2.7932708,0.0022029210184523
47,4,1965,1969,2.135,0.0345097,4.8971076,1450540.890625,2.7932708,0.0024809201507927
47,4,1966,1969,2.338,0.037643041,5.1040783,1455653.671875,2.7932708,0.0028832251223548
47,4,1967,1969,2.482,0.037304848,5.3025427,1460766.453125,2.7932708,0.0018157197074996
47,4,1968,1969,2.753,0.037493419,5.5127478,1465879.21875,2.7932708,0.0015690242193522
47,4,1969,1969,2.957,0.037936736,5.5725713,1470992,2.7932708,0.0222068662220868
47,4,1970,1969,3.176,0.036524277,5.6001358,1481180,2.7932708,0.0407931492985624
47,4,1971,1969,3.439,0.036156554,5.6830621,1491372,2.7932708,0.0566557033248334
47,4,1972,1969,3.8,0.036198661,5.9346237,1500826,2.7932708,0.0621113192229544
47,4,1973,1969,4.284,0.034310888,5.8471069,1496422,2.7932708,0.0721760407924829
47,4,1974,1969,4.685,0.034271117,5.9096255,1495774,2.7932708,0.0865818241628272
47,4,1975,1969,5.026,0.033795334,6.0251923,1493339,2.7932708,0.0969637420377036
47,4,1976,1969,5.57,0.033031508,5.9223413,1490523,2.7932708,0.102306799254197
48,3,1963,1967,2.15,0.050215609,4.3282871,4076142.40625,0.86176026,0
48,3,1964,1967,2.279,0.048357327,4.463068,4128635.4375,0.86176026,0
48,3,1965,1967,2.426,0.049447667,4.4299645,4181128.5625,0.86176026,0
48,3,1966,1967,2.62,0.050410163,4.6350198,4233621.59375,0.86176026,0.0011574014919067
48,3,1967,1967,2.834,0.048631873,4.6377039,4286114.84375,0.86176026,0.0018198298906469
48,3,1968,1967,3.099,0.047274303,4.7277069,4338607.875,0.86176026,0.0125385839580547
48,3,1969,1967,3.364,0.047136623,4.7861381,4391101,0.86176026,0.0217574525662317
48,3,1970,1967,3.628,0.045203377,4.806211,4442698,0.86176026,0.0181157937322957
48,3,1971,1967,3.84,0.044396039,4.9883423,4494313,0.86176026,0.0422177911696702
48,3,1972,1967,4.175,0.044305686,5.030694,4530849,0.86176026,0.0534059347493561
48,3,1973,1967,4.659,0.044261046,5.0523314,4566648,0.86176026,0.0591454113080213
48,3,1974,1967,5.17,0.043608606,5.1877937,4589224,0.86176026,0.0618099981648799
48,3,1975,1967,5.738,0.042089961,5.1029902,4636319,0.86176026,0.0598544945857775
48,3,1976,1967,6.347,0.041539464,5.171896,4679720,0.86176026,0.0572980634820324
49,5,1963,1966,2.274,0.04368357,4.2468953,427419.322753906,2.3569267,0.0116701147694446
49,5,1964,1966,2.38,0.041904636,4.1977968,433056.435546875,2.3569267,0.0141574329439955
49,5,1965,1966,2.479,0.042245016,3.8128705,438693.564453125,2.3569267,0.0181826583934132
49,5,1966,1966,2.594,0.041560695,4.1418781,444330.677246094,2.3569267,0.0252698326104492
49,5,1967,1966,2.713,0.040898189,4.2214913,449967.774414062,2.3569267,0.0432807232468596
49,5,1968,1966,2.892,0.039274611,4.4674869,455604.887207031,2.3569267,0.0440573099550378
49,5,1969,1966,3.105,0.037701193,4.3704386,461242,2.3569267,0.0410320319887018
49,5,1970,1966,3.389,0.036530536,4.2703261,472913,2.3569267,0.0350931370648416
49,5,1971,1966,3.649,0.035428844,4.2405601,484602,2.3569267,0.0537329760355804
49,5,1972,1966,3.971,0.033491034,4.0894318,495006,2.3569267,0.0647097361593739
49,5,1973,1966,4.316,0.032511257,3.8705504,505041,2.3569267,0.0655035852316949
