"stfips","region","year","year_mcaid","white","income_pc","hospitals_pc","beds_pc","mort_rate","child_pop","afdc_rate"
37,4,1973,1970,0,4.353,0.027125467,4.3946972,330.48083,411094,8.9794121
37,4,1976,1970,0,5.581,0.02646004,4.6641183,260.68878,400320,8.9794121
37,4,1964,1970,0,1.998,0.031936169,4.2317524,516.0517,449332.69,8.9794121
37,4,1977,1970,0,6.041,0.026550876,4.6909485,258.62021,398411,8.9794121
37,4,1965,1970,0,2.129,0.031598669,4.2534513,492.84143,442645.31,8.9794121
37,4,1963,1970,0,1.866,0.032705702,4.1226177,516.32501,456020,8.9794121
37,4,1968,1970,0,2.74,0.029620178,4.2538204,405.7356,422583.34,8.9794121
37,4,1972,1970,0,3.89,0.027567647,4.3116932,331.58795,412947,8.9794121
37,4,1969,1970,0,3.046,0.029120397,4.2571626,397.53564,415896,8.9794121
37,4,1971,1970,1,3.5,0.028458124,4.3531313,181.50694,1044281,0.87047565
37,4,1970,1970,1,3.273,0.028195832,4.2328992,199.60167,1041061,0.87047565
37,4,1966,1970,1,2.347,0.030856807,4.2670851,212.04552,1040235.7,0.87047565
37,4,1973,1970,1,4.353,0.027125467,4.3946972,183.03496,1031751,0.87047565
37,4,1969,1970,1,3.046,0.029120397,4.2571626,198.22971,1037841,0.87047565
37,4,1968,1970,1,2.74,0.029620178,4.2538204,204.57098,1038639.3,0.87047565
37,4,1967,1970,1,2.511,0.029519551,4.1207256,195.71849,1039437.5,0.87047565
37,4,1972,1970,1,3.89,0.027567647,4.3116932,195.15376,1039707,0.87047565
37,4,1964,1970,1,1.998,0.031936169,4.2317524,223.4565,1041832.1,0.87047565
37,4,1978,1970,1,6.744,0.026658671,4.7205014,131.05031,957070,0.87047565
37,4,1976,1970,1,5.581,0.02646004,4.6641183,146.44365,988558,0.87047565
37,4,1975,1970,1,5.048,0.026738765,4.6536293,141.39125,1010039,0.87047565
37,4,1977,1970,1,6.041,0.026550876,4.6909485,127.25983,972480,0.87047565
37,4,1974,1970,1,4.734,0.027650198,4.6543889,165.60602,1021254,0.87047565
37,4,1963,1970,1,1.866,0.032705702,4.1226177,227.22679,1042630.3,0.87047565
38,2,1965,1966,0,2.499,0.096565597,6.3282652,463.1658,7172.5557,18.468922
38,2,1969,1966,0,3.099,0.097966544,6.893579,354.33105,8037,18.468922
38,2,1973,1966,0,6.207,0.09011858,6.9913044,335.88879,8641,18.468922
38,2,1971,1966,0,3.715,0.092531435,6.7819161,271.07156,8281,18.468922
38,2,1970,1966,0,3.257,0.09360636,7.0462995,189.80457,8155,18.468922
38,2,1959,1966,0,1.722,0.095062293,5.8146439,483.51254,5996.5,18.468922
38,2,1960,1966,0,1.869,0.094869763,5.8423963,617.74017,6092,18.468922
38,2,1963,1966,0,2.179,0.094282031,6.3216901,540.44202,6740.3335,18.468922
38,2,1961,1966,0,1.679,0.093617417,5.8153868,599.40698,6308.1108,18.468922
38,2,1962,1966,0,2.381,0.097133234,6.3104758,513.96539,6524.2222,18.468922
38,2,1972,1966,0,4.412,0.090322353,6.645824,222.47391,8462,18.468922
38,2,1966,1966,0,2.535,0.095296845,6.5092592,425.02829,7388.6665,18.468922
38,2,1974,1966,0,6.136,0.086714268,7.1704817,280.68332,8688,18.468922
38,2,1964,1966,0,2.146,0.093014203,6.2944956,467.94299,6956.4443,18.468922
38,2,1968,1966,0,2.754,0.0976125,6.7108593,258.61942,7820.8892,18.468922
38,2,1967,1966,0,2.623,0.097261027,6.7401891,254.41934,7604.7778,18.468922
38,2,1969,1966,1,3.099,0.097966544,6.893579,168.55522,179728,1.021643
38,2,1968,1966,1,2.754,0.0976125,6.7108593,151.25395,183268.56,1.021643
38,2,1965,1966,1,2.499,0.096565597,6.3282652,197.41713,193890.22,1.021643
38,2,1964,1966,1,2.146,0.093014203,6.2944956,224.76547,197430.78,1.021643
38,2,1967,1966,1,2.623,0.097261027,6.7401891,192.0027,186809.11,1.021643
38,2,1960,1966,1,1.869,0.094869763,5.8423963,236.01259,211593,1.021643
38,2,1970,1966,1,3.257,0.09360636,7.0462995,146.0585,177634,1.021643
38,2,1959,1966,1,1.722,0.095062293,5.8146439,234.16414,209137.59,1.021643
38,2,1966,1966,1,2.535,0.095296845,6.5092592,189.38232,190349.67,1.021643
38,2,1963,1966,1,2.179,0.094282031,6.3216901,239.83551,200971.34,1.021643
38,2,1961,1966,1,1.679,0.093617417,5.8153868,229.41602,208052.45,1.021643
38,2,1971,1966,1,3.715,0.092531435,6.7819161,144.10999,175540,1.021643
38,2,1974,1966,1,6.136,0.086714268,7.1704817,162.97842,161217,1.021643
38,2,1962,1966,1,2.381,0.097133234,6.3104758,218.68681,204511.89,1.021643
38,2,1973,1966,1,6.207,0.09011858,6.9913044,152.25435,165819,1.021643
39,2,1974,1966,0,5.724,0.020435179,4.9500504,265.05759,325294,10.086432
39,2,1968,1966,0,3.606,0.020456225,4.5170197,321.69043,334105.78,10.086432
39,2,1970,1966,0,4.088,0.020051001,4.6152906,316.18964,339246,10.086432
39,2,1963,1966,0,2.6,0.022382453,4.3427954,349.50006,303884.66,10.086432
39,2,1965,1966,0,2.942,0.021647986,4.4875979,333.08884,315973.13,10.086432
39,2,1962,1966,0,2.51,0.022811323,4.3914828,357.95786,297840.44,10.086432
39,2,1971,1966,0,4.322,0.020028139,4.7631569,319.14355,338350,10.086432
39,2,1966,1966,0,3.173,0.020951986,4.456274,316.06506,322017.34,10.086432
39,2,1964,1966,0,2.75,0.021566389,4.3675895,336.09253,309928.88,10.086432
39,2,1967,1966,0,3.301,0.020365495,4.3558145,310.07019,328061.56,10.086432
39,2,1969,1966,0,3.911,0.020262511,4.5324883,305.06805,340150,10.086432
39,2,1959,1966,0,2.306,0.022559337,4.2206945,423.93857,270936.31,10.086432
39,2,1973,1966,0,5.209,0.019503433,4.8025813,271.3486,330333,10.086432
39,2,1972,1966,0,4.688,0.01963331,4.7045503,320.16687,333688,10.086432
39,2,1960,1966,0,2.385,0.02256244,4.3192134,379.06534,285752,10.086432
39,2,1969,1966,1,3.911,0.020262511,4.5324883,180.53514,2802039,0.80904585
39,2,1960,1966,1,2.385,0.02256244,4.3192134,217.21039,2792784,0.80904585
39,2,1968,1966,1,3.606,0.020456225,4.5170197,179.14328,2801010.8,0.80904585
39,2,1971,1966,1,4.322,0.020028139,4.7631569,161.29726,2730725,0.80904585
39,2,1965,1966,1,2.942,0.021647986,4.4875979,192.43611,2797925.5,0.80904585
39,2,1973,1966,1,5.209,0.019503433,4.8025813,157.71681,2595495,0.80904585
39,2,1962,1966,1,2.51,0.022811323,4.3914828,203.15096,2794840.5,0.80904585
39,2,1970,1966,1,4.088,0.020051001,4.6152906,177.23341,2766382,0.80904585
39,2,1963,1966,1,2.6,0.022382453,4.3427954,207.7059,2795869,0.80904585
39,2,1964,1966,1,2.75,0.021566389,4.3675895,200.32509,2796897.5,0.80904585
39,2,1961,1966,1,2.399,0.022637175,4.3672414,215.15584,2793812.3,0.80904585
39,2,1974,1966,1,5.724,0.020435179,4.9500504,148.00055,2523093,0.80904585
39,2,1966,1966,1,3.173,0.020951986,4.456274,185.3486,2798954,0.80904585
39,2,1959,1966,1,2.306,0.022559337,4.2206945,231.85718,2705105.5,0.80904585
39,2,1972,1966,1,4.688,0.01963331,4.7045503,160.22156,2664505,0.80904585
39,2,1967,1966,1,3.301,0.020365495,4.3558145,177.0994,2799982.5,0.80904585
40,3,1963,1966,0,2.042,0.052225947,4.2436714,391.86951,87626.328,16.192783
40,3,1962,1966,0,1.984,0.051017702,4.1467695,383.78888,86477.555,16.192783
40,3,1965,1966,0,2.344,0.052936368,4.2595539,339.4877,89923.891,16.192783
40,3,1970,1966,0,3.475,0.050176475,4.9488006,311.17596,97205,16.192783
40,3,1960,1966,0,1.913,0.051110603,4.1786141,443.68054,84180,16.192783
40,3,1959,1966,0,1.854,0.049163561,3.8317389,447.93634,82483.602,16.192783
40,3,1973,1966,0,4.515,0.049732558,5.0745764,204.35959,103639,16.192783
40,3,1964,1966,0,2.181,0.051342204,4.1972251,385.25656,88775.109,16.192783
40,3,1969,1966,0,3.204,0.055868778,5.1153612,302.70407,94519,16.192783
40,3,1972,1966,0,4.016,0.049665567,5.0625014,267.85815,101592,16.192783
40,3,1961,1966,0,1.941,0.049787134,4.0885024,370.5683,85328.773,16.192783
40,3,1966,1966,0,2.497,0.055315837,4.382153,326.49097,91072.672,16.192783
40,3,1974,1966,0,4.976,0.049403679,5.0457625,226.49974,104793,16.192783
40,3,1968,1966,0,2.927,0.053955752,4.5430741,270.68576,93370.227,16.192783
40,3,1967,1966,0,2.684,0.054428257,4.5816498,317.38824,92221.445,16.192783
40,3,1960,1966,1,1.913,0.051110603,4.1786141,238.76501,613539,1.7003825
40,3,1974,1966,1,4.976,0.049403679,5.0457625,181.36736,579630,1.7003825
40,3,1961,1966,1,1.941,0.049787134,4.0885024,234.79492,611115.88,1.7003825
40,3,1965,1966,1,2.344,0.052936368,4.2595539,205.90288,601423.44,1.7003825
40,3,1967,1966,1,2.684,0.054428257,4.5816498,187.49525,596577.25,1.7003825
40,3,1972,1966,1,4.016,0.049665567,5.0625014,191.13754,590435,1.7003825
40,3,1966,1966,1,2.497,0.055315837,4.382153,202.17798,599000.38,1.7003825
40,3,1970,1966,1,3.475,0.050176475,4.9488006,204.89581,593334,1.7003825
40,3,1971,1966,1,3.71,0.050799906,5.0513444,180.11298,594937,1.7003825
40,3,1964,1966,1,2.181,0.051342204,4.1972251,219.38271,603846.56,1.7003825
40,3,1969,1966,1,3.204,0.055868778,5.1153612,208.70062,591731,1.7003825
40,3,1963,1966,1,2.042,0.052225947,4.2436714,230.74481,606269.63,1.7003825
40,3,1968,1966,1,2.927,0.053955752,4.5430741,191.10687,594154.13,1.7003825
40,3,1962,1966,1,1.984,0.051017702,4.1467695,237.12321,608692.75,1.7003825
40,3,1973,1966,1,4.515,0.049732558,5.0745764,171.52408,584523,1.7003825
40,3,1959,1966,1,1.854,0.049163561,3.8317389,227.14835,609401.63,1.7003825
41,5,1974,1967,0,5.701,0.035072215,4.2213793,207.39507,22734,11.045128
41,5,1969,1967,0,3.675,0.040362209,4.5555806,294.7565,17544,11.045128
41,5,1963,1967,0,2.524,0.042368688,4.5811815,240.55417,14932.667,11.045128
41,5,1975,1967,0,6.185,0.034844015,4.2569923,189.75281,23704,11.045128
41,5,1970,1967,0,3.927,0.038989116,4.5022922,223.20634,18642,11.045128
41,5,1962,1967,0,2.441,0.043653384,4.6299872,337.2121,14497.445,11.045128
41,5,1971,1967,0,4.197,0.037210304,4.4484921,202.46141,19742,11.045128
41,5,1961,1967,0,2.332,0.043317627,4.599999,334.00525,14062.222,11.045128
41,5,1965,1967,0,2.833,0.041482676,4.3040872,361.16016,15803.111,11.045128
41,5,1966,1967,0,3.009,0.041316379,4.4657397,256.42563,16238.334,11.045128
41,5,1967,1967,0,3.178,0.04165731,4.4488001,298.32739,16673.555,11.045128
41,5,1960,1967,0,2.268,0.042404339,4.6124611,373.51898,13627,11.045128
41,5,1964,1967,0,2.668,0.041127309,4.5493131,362.09521,15367.889,11.045128
41,5,1968,1967,0,3.421,0.039517622,4.4225159,310.1282,17108.777,11.045128
41,5,1972,1967,0,4.605,0.035985708,4.3346834,264.81763,20862,11.045128
41,5,1960,1967,1,2.268,0.042404339,4.6124611,236.1743,531662,1.6624918
41,5,1964,1967,1,2.668,0.041127309,4.5493131,207.4422,540430,1.6624918
41,5,1966,1967,1,3.009,0.041316379,4.4657397,206.58534,544814,1.6624918
41,5,1975,1967,1,6.185,0.034844015,4.2569923,151.61047,539748,1.6624918
41,5,1970,1967,1,3.927,0.038989116,4.5022922,172.40625,552766,1.6624918
41,5,1963,1967,1,2.524,0.042368688,4.5811815,213.86447,538238,1.6624918
41,5,1962,1967,1,2.441,0.043653384,4.6299872,216.97765,536046,1.6624918
41,5,1967,1967,1,3.178,0.04165731,4.4488001,185.73524,547006,1.6624918
41,5,1968,1967,1,3.421,0.039517622,4.4225159,192.59889,549198,1.6624918
41,5,1972,1967,1,4.605,0.035985708,4.3346834,169.59349,551143,1.6624918
41,5,1973,1967,1,5.109,0.035283845,4.3140082,154.17046,547326,1.6624918
41,5,1969,1967,1,3.675,0.040362209,4.5555806,176.34387,551390,1.6624918
41,5,1965,1967,1,2.833,0.041482676,4.3040872,206.91141,542622,1.6624918
41,5,1961,1967,1,2.332,0.043317627,4.599999,231.61665,533854,1.6624918
41,5,1971,1967,1,4.197,0.037210304,4.4484921,176.55818,554142,1.6624918
42,1,1959,1966,0,2.231,0.025451113,5.2017269,460.79089,281184.09,10.071328
42,1,1962,1966,0,2.434,0.024704024,5.3310761,401.15775,304852,10.071328
42,1,1969,1966,0,3.804,0.023914143,5.7508831,372.31567,346943,10.071328
42,1,1973,1966,0,5.155,0.022885432,5.550643,285.78369,325500,10.071328
42,1,1961,1966,0,2.328,0.024984047,5.3157959,416.33209,298839,10.071328
42,1,1963,1966,0,2.507,0.024513582,5.4366937,412.12692,310865,10.071328
42,1,1965,1966,0,2.827,0.02422394,5.5731502,405.57721,322891,10.071328
42,1,1972,1966,0,4.678,0.022932261,5.6284842,318.42453,333285,10.071328
42,1,1970,1966,0,4.069,0.021070629,5.3492322,382.5849,343647,10.071328
42,1,1966,1966,0,3.034,0.023865521,5.6436357,367.53662,328904,10.071328
42,1,1960,1966,0,2.293,0.024736367,5.2528563,417.6272,292826,10.071328
42,1,1964,1966,0,2.66,0.024498472,5.4939995,392.07144,316878,10.071328
42,1,1971,1966,0,4.289,0.02297117,5.6155677,317.73608,340360,10.071328
42,1,1974,1966,0,5.692,0.02334794,5.639328,311.92255,318441,10.071328
42,1,1968,1966,0,3.503,0.023670195,5.7321177,371.62411,340930,10.071328
42,1,1960,1966,1,2.293,0.024736367,5.2528563,217.42056,3002264,1.0398074
42,1,1962,1966,1,2.434,0.024704024,5.3310761,209.21753,2972553.8,1.0398074
42,1,1970,1966,1,4.069,0.021070629,5.3492322,182.48587,2831794,1.0398074
42,1,1961,1966,1,2.328,0.024984047,5.3157959,212.40608,2987408.8,1.0398074
42,1,1974,1966,1,5.692,0.02334794,5.639328,151.35983,2565434,1.0398074
42,1,1967,1966,1,3.243,0.023681652,5.7076216,184.3949,2898277.3,1.0398074
42,1,1971,1966,1,4.289,0.02297117,5.6155677,159.63866,2795021,1.0398074
42,1,1964,1966,1,2.66,0.024498472,5.4939995,202.34871,2942843.3,1.0398074
42,1,1965,1966,1,2.827,0.02422394,5.5731502,200.90987,2927987.8,1.0398074
42,1,1959,1966,1,2.231,0.025451113,5.2017269,229.34135,2947322.3,1.0398074
42,1,1963,1966,1,2.507,0.024513582,5.4366937,208.81419,2957698.3,1.0398074
42,1,1972,1966,1,4.678,0.022932261,5.6284842,149.43709,2728282,1.0398074
42,1,1973,1966,1,5.155,0.022885432,5.550643,153.9462,2646819,1.0398074
42,1,1968,1966,1,3.503,0.023670195,5.7321177,186.64305,2883422.3,1.0398074
42,1,1966,1966,1,3.034,0.023865521,5.6436357,189.30359,2913132.8,1.0398074
42,1,1969,1966,1,3.804,0.023914143,5.7508831,179.9901,2868567,1.0398074
44,1,1971,1966,0,4.285,0.019709788,6.1733131,309.36325,10784,19.185242
44,1,1962,1966,0,2.489,0.021649241,5.1832843,505.08255,8234.333,19.185242
44,1,1967,1966,0,3.388,0.021668915,6.6296048,472.24426,9472.667,19.185242
44,1,1959,1966,0,2.208,0.022281412,5.230268,399.33896,7406.1001,19.185242
44,1,1969,1966,0,3.847,0.022313792,6.4933133,357.66833,9968,19.185242
44,1,1968,1966,0,3.649,0.022530941,6.6562839,362.11664,9720.333,19.185242
44,1,1972,1966,0,4.613,0.019459557,5.810214,293.94952,11176,19.185242
44,1,1974,1966,0,5.385,0.019926189,5.9044447,249.82327,11256,19.185242
44,1,1970,1966,0,4.098,0.020996163,6.3996305,294.37643,10376,19.185242
44,1,1963,1966,0,2.586,0.022555558,5.1990561,588.23999,8482,19.185242
44,1,1973,1966,0,4.955,0.019427046,5.8710575,194.87206,11421,19.185242
44,1,1961,1966,0,2.358,0.021875327,5.238565,280.19702,7986.6665,19.185242
44,1,1965,1966,0,2.91,0.023208516,5.0992427,523.56482,8977.333,19.185242
44,1,1964,1966,0,2.728,0.022327166,5.0861282,413.07962,8729.667,19.185242
44,1,1966,1966,0,3.157,0.021883978,6.5717587,387.52985,9225,19.185242
44,1,1960,1966,0,2.262,0.022106184,5.3403888,398.15677,7739,19.185242
44,1,1961,1966,1,2.358,0.021875327,5.238565,213.45482,236786.56,2.0793984
44,1,1974,1966,1,5.385,0.019926189,5.9044447,142.18088,217689,2.0793984
44,1,1967,1966,1,3.388,0.021668915,6.6296048,168.51131,240971.89,2.0793984
44,1,1959,1966,1,2.208,0.022281412,5.230268,225.82489,230643.2,2.0793984
44,1,1965,1966,1,2.91,0.023208516,5.0992427,201.79526,239576.77,2.0793984
44,1,1966,1966,1,3.157,0.021883978,6.5717587,190.34161,240274.33,2.0793984
44,1,1973,1966,1,4.955,0.019427046,5.8710575,153.64471,229886,2.0793984
44,1,1968,1966,1,3.649,0.022530941,6.6562839,183.16054,241669.44,2.0793984
44,1,1960,1966,1,2.262,0.022106184,5.3403888,217.06339,236089,2.0793984
44,1,1969,1966,1,3.847,0.022313792,6.4933133,185.54814,242367,2.0793984
44,1,1964,1966,1,2.728,0.022327166,5.0861282,229.50365,238879.23,2.0793984
44,1,1963,1966,1,2.586,0.022555558,5.1990561,226.54265,238181.67,2.0793984
44,1,1970,1966,1,4.098,0.020996163,6.3996305,179.43141,240775,2.0793984
44,1,1972,1966,1,4.613,0.019459557,5.810214,167.08958,236251,2.0793984
44,1,1971,1966,1,4.285,0.019709788,6.1733131,167.91206,239183,2.0793984
44,1,1962,1966,1,2.489,0.021649241,5.1832843,232.44597,237484.11,2.0793984
45,4,1966,1968,0,2.157,0.02888469,3.5989521,451.87094,318888,3.5468411
45,4,1965,1968,0,1.941,0.0270781,3.5383399,460.51962,325872.69,3.5468411
45,4,1967,1968,0,2.321,0.028673653,3.9278922,400.50882,311903.34,3.5468411
45,4,1972,1968,0,3.594,0.029798102,4.5554309,337.0062,294190,3.5468411
45,4,1962,1968,0,1.59,0.028107466,3.1943309,432.22217,346826.66,3.5468411
45,4,1971,1968,0,3.265,0.029305505,4.310915,329.67099,296192,3.5468411
45,4,1976,1968,0,5.255,0.02651885,4.1396604,290.69806,288762,3.5468411
45,4,1974,1968,0,4.451,0.027434727,4.4152322,315.92264,291712,3.5468411
45,4,1961,1968,0,1.488,0.028738745,3.2249868,474.06027,353811.34,3.5468411
45,4,1973,1968,0,4.016,0.028464992,4.3461356,346.03772,293182,3.5468411
45,4,1968,1968,0,2.549,0.028861033,3.9887528,409.15408,304918.66,3.5468411
45,4,1963,1968,0,1.656,0.027485691,3.5075023,504.10046,339842,3.5468411
45,4,1970,1968,0,3.055,0.029562376,4.3199463,340.03436,297063,3.5468411
45,4,1975,1968,0,4.73,0.026895346,4.1422281,267.53574,291141,3.5468411
45,4,1964,1968,0,1.773,0.027280377,3.627476,466.14291,332857.31,3.5468411
45,4,1969,1968,0,2.821,0.029045714,4.1735554,368.8136,297934,3.5468411
45,4,1967,1968,1,2.321,0.028673653,3.9278922,199.17049,488803.88,0.35449556
45,4,1962,1968,1,1.59,0.028107466,3.1943309,238.73036,489181.13,0.35449556
45,4,1972,1968,1,3.594,0.029798102,4.5554309,181.70299,497348,0.35449556
45,4,1963,1968,1,1.656,0.027485691,3.5075023,232.20935,489105.66,0.35449556
45,4,1966,1968,1,2.157,0.02888469,3.5989521,205.4565,488879.34,0.35449556
45,4,1969,1968,1,2.821,0.029045714,4.1735554,196.69305,488653,0.35449556
45,4,1961,1968,1,1.488,0.028738745,3.2249868,234.31108,489256.56,0.35449556
45,4,1968,1968,1,2.549,0.028861033,3.9887528,209.59735,488728.44,0.35449556
45,4,1971,1968,1,3.265,0.029305505,4.310915,181.30937,496549,0.35449556
45,4,1965,1968,1,1.941,0.0270781,3.5383399,221.8701,488954.78,0.35449556
45,4,1964,1968,1,1.773,0.027280377,3.627476,237.73499,489030.22,0.35449556
45,4,1976,1968,1,5.255,0.02651885,4.1396604,142.30157,486982,0.35449556
45,4,1975,1968,1,4.73,0.026895346,4.1422281,152.24577,495846,0.35449556
45,4,1970,1968,1,3.055,0.029562376,4.3199463,191.6922,492601,0.35449556
45,4,1974,1968,1,4.451,0.027434727,4.4152322,176.22891,496842,0.35449556
46,2,1969,1967,0,3.03,0.088978574,7.0579615,468.27783,14883,25.479082
46,2,1973,1967,0,5.175,0.089838259,7.1561332,358.53256,17612,25.479082
46,2,1960,1967,0,1.888,0.086699173,6.9124222,906.0827,11870,25.479082
46,2,1966,1967,0,2.495,0.08970058,6.793324,597.23511,13878.666,25.479082
46,2,1965,1967,0,2.277,0.090932272,7.0233998,689.03772,13543.89,25.479082
46,2,1971,1967,0,3.564,0.092321806,7.2457724,465.82065,16296,25.479082
46,2,1967,1967,0,2.577,0.088461734,6.8355432,450.95908,14213.444,25.479082
46,2,1962,1967,0,2.101,0.087195553,6.9948568,645.43024,12539.556,25.479082
46,2,1975,1967,0,5.706,0.10124888,8.4946346,437.43976,18348,25.479082
46,2,1970,1967,0,3.286,0.095909029,7.3655138,480.52893,15586,25.479082
46,2,1961,1967,0,1.872,0.088420331,6.8437338,638.23853,12204.777,25.479082
46,2,1972,1967,0,4.089,0.091516159,7.1426883,558.97125,17022,25.479082
46,2,1974,1967,0,5.187,0.10001589,7.4394169,393.41812,17997,25.479082
46,2,1963,1967,0,2.02,0.084481612,6.8489389,689.52258,12874.333,25.479082
46,2,1964,1967,0,1.993,0.087697648,6.9370322,534.58459,13209.11,25.479082
46,2,1968,1967,0,2.774,0.088719398,7.1652188,398.98883,14548.223,25.479082
46,2,1963,1967,1,2.02,0.084481612,6.8489389,240.93413,206022.33,1.2447121
46,2,1974,1967,1,5.187,0.10001589,7.4394169,186.339,164241,1.2447121
46,2,1967,1967,1,2.577,0.088461734,6.8355432,194.32909,191902.78,1.2447121
46,2,1961,1967,1,1.872,0.088420331,6.8437338,230.7115,213082.11,1.2447121
46,2,1966,1967,1,2.495,0.08970058,6.793324,214.78162,195432.67,1.2447121
46,2,1964,1967,1,1.993,0.087697648,6.9370322,219.47556,202492.44,1.2447121
46,2,1975,1967,1,5.706,0.10124888,8.4946346,143.53073,159622,1.2447121
46,2,1968,1967,1,2.774,0.088719398,7.1652188,188.61281,188372.89,1.2447121
46,2,1960,1967,1,1.888,0.086699173,6.9124222,246.77739,216612,1.2447121
46,2,1972,1967,1,4.089,0.091516159,7.1426883,196.85141,174651,1.2447121
46,2,1973,1967,1,5.175,0.089838259,7.1561332,170.66757,169381,1.2447121
46,2,1969,1967,1,3.03,0.088978574,7.0579615,190.05402,184843,1.2447121
46,2,1971,1967,1,3.564,0.092321806,7.2457724,160.76837,178439,1.2447121
46,2,1962,1967,1,2.101,0.087195553,6.9948568,240.11456,209552.23,1.2447121
46,2,1970,1967,1,3.286,0.095909029,7.3655138,174.45863,181641,1.2447121
47,4,1964,1969,0,1.971,0.034018368,5.0066395,441.65546,220474.78,10.86426
47,4,1973,1969,0,4.284,0.034310888,5.8471069,305.91049,215215,10.86426
47,4,1972,1969,0,3.8,0.036198661,5.9346237,337.77124,217977,10.86426
47,4,1962,1969,0,1.776,0.034658376,5.1060586,435.88931,220753.89,10.86426
47,4,1970,1969,0,3.176,0.036524277,5.6001358,352.87396,219064,10.86426
47,4,1968,1969,0,2.753,0.037493423,5.5127482,368.48703,219916.55,10.86426
47,4,1977,1969,0,6.089,0.034756999,6.1068959,234.87781,209603,10.86426
47,4,1975,1969,0,5.026,0.033795334,6.0251923,267.7868,211807,10.86426
47,4,1967,1969,0,2.482,0.037304845,5.3025422,376.29568,220056.11,10.86426
47,4,1966,1969,0,2.338,0.037643038,5.1040778,412.75879,220195.67,10.86426
47,4,1971,1969,0,3.439,0.036156554,5.6830621,293.03726,218355,10.86426
47,4,1974,1969,0,4.685,0.034271117,5.9096255,266.59268,213510,10.86426
47,4,1976,1969,0,5.57,0.033031508,5.9223413,235.25653,210348,10.86426
47,4,1963,1969,0,1.859,0.033790383,5.1672034,445.56662,220614.33,10.86426
47,4,1965,1969,0,2.135,0.0345097,4.8971076,435.68823,220335.22,10.86426
47,4,1969,1969,0,2.957,0.037936736,5.5725713,365.79202,219777,10.86426
47,4,1969,1969,1,2.957,0.037936736,5.5725713,189.02037,878080,1.4396635
47,4,1968,1969,1,2.753,0.037493423,5.5127482,194.43985,881291.88,1.4396635
47,4,1972,1969,1,3.8,0.036198661,5.9346237,178.97211,881769,1.4396635
47,4,1964,1969,1,1.971,0.034018368,5.0066395,250.63365,894139.44,1.4396635
47,4,1970,1969,1,3.176,0.036524277,5.6001358,199.2003,880514,1.4396635
47,4,1975,1969,1,5.026,0.033795334,6.0251923,141.70181,860573,1.4396635
47,4,1976,1969,1,5.57,0.033031508,5.9223413,140.46515,851652,1.4396635
47,4,1965,1969,1,2.135,0.0345097,4.8971076,227.69063,890927.56,1.4396635
47,4,1966,1969,1,2.338,0.037643038,5.1040778,215.64001,887715.69,1.4396635
47,4,1977,1969,1,6.089,0.034756999,6.1068959,139.03639,846284,1.4396635
47,4,1974,1969,1,4.685,0.034271117,5.9096255,161.54637,866523,1.4396635
47,4,1973,1969,1,4.284,0.034310888,5.8471069,185.42616,872968,1.4396635
47,4,1967,1969,1,2.482,0.037304845,5.3025422,202.88814,884503.81,1.4396635
47,4,1963,1969,1,1.859,0.033790383,5.1672034,240.76036,897351.31,1.4396635
47,4,1962,1969,1,1.776,0.034658376,5.1060586,248.82236,900563.19,1.4396635
48,3,1971,1967,0,3.84,0.044396039,4.9883423,296.42532,510257,2.9378455
48,3,1961,1967,0,2.024,0.050828338,4.1538563,405.29474,452575.09,2.9378455
48,3,1966,1967,0,2.62,0.050410163,4.6350198,383.01352,488610.69,2.9378455
48,3,1960,1967,0,1.956,0.051567502,4.0953364,437.37967,445368,2.9378455
48,3,1964,1967,0,2.279,0.04835733,4.463068,449.33633,474196.44,2.9378455
48,3,1967,1967,0,2.834,0.048631873,4.6377039,353.06656,495817.78,2.9378455
48,3,1969,1967,0,3.364,0.047136623,4.7861381,356.98914,510232,2.9378455
48,3,1965,1967,0,2.426,0.049447659,4.4299641,411.92303,481403.56,2.9378455
48,3,1972,1967,0,4.175,0.044305686,5.030694,311.15845,508993,2.9378455
48,3,1970,1967,0,3.628,0.045203377,4.806211,343.89444,510239,2.9378455
48,3,1963,1967,0,2.15,0.050215606,4.3282866,397.51773,466989.31,2.9378455
48,3,1968,1967,0,3.099,0.047274299,4.7277064,351.44547,503024.91,2.9378455
48,3,1973,1967,0,4.659,0.044261046,5.0523314,287.87042,508735,2.9378455
48,3,1974,1967,0,5.17,0.043608606,5.1877937,272.11984,508031,2.9378455
48,3,1962,1967,0,2.076,0.051123258,4.1641207,412.30499,459782.22,2.9378455
48,3,1975,1967,0,5.738,0.042089961,5.1029902,257.29434,512026,2.9378455
48,3,1973,1967,1,4.659,0.044261046,5.0523314,186.94034,2847649,0.57544678
48,3,1965,1967,1,2.426,0.049447659,4.4299641,224.38533,2773527.3,0.57544678
48,3,1972,1967,1,4.175,0.044305686,5.030694,193.05977,2847882,0.57544678
48,3,1968,1967,1,3.099,0.047274299,4.7277064,201.59613,2801523.8,0.57544678
48,3,1970,1967,1,3.628,0.045203377,4.806211,209.82965,2829233,0.57544678
48,3,1964,1967,1,2.279,0.04835733,4.463068,248.5125,2764194.8,0.57544678
48,3,1971,1967,1,3.84,0.044396039,4.9883423,189.0777,2847610,0.57544678
48,3,1967,1967,1,2.834,0.048631873,4.6377039,203.31787,2792191.5,0.57544678
