client_zip,las_race_key,hispanic_flag,age,year,male,dismissal,loc2,st_id
11222,Black,N,32,2016,1,0,kingston - throop avs,106
10016,Asian or Pacific Islander,N,47,2016,0,1,avenue h q subway,28
11236,Black,N,20,2016,1,0,nostrand ave and fulton st a c station,131
11236,Black,N,64,2016,1,0,utica ave and fulton st,150
,Black,N,23,2016,1,0,nostrand ave and fulton st a c station,131
11206,Black,N,29,2016,1,0,atlantic ave barclays center station,27
11203,Black,N,26,2016,0,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68
11424,Black,N,52,2016,1,0,bedford ave l station,44
11233,Black,N,52,2016,1,0,franklin ave c subway s subway,85
11230,White,N,22,2016,1,1,avenue m subway,31
10031,Black,N,59,2016,1,0,hoyt st 2 3,97
11226,Black,N,18,2016,1,1,brighton beach b subway q subway,50
11206,White,N,22,2016,1,0,graham ave l line,88
10303,Black,N,21,2016,1,1,dekalb ave b q r line,72
11433,Black,N,29,2016,1,0,hoyt-schermerhorn a c g line,98
11211,Black,N,22,2016,1,0,graham ave l line,88
10303,Black,N,20,2016,1,1,86 street r subway,23
11222,White,N,34,2016,1,1,franklin ave c subway s subway,85
10304,Black,N,56,2016,1,0,hoyt st 2 3,97
11208,Black,N,25,2016,1,0,pennsylvania ave 3 line station,135
11206,Black,N,19,2016,1,1,kosciuszko st j subway,108
11233,Black,N,33,2016,1,1,utica ave and fulton st,150
11692,Black,N,28,2016,1,0,nevins st 2 3 4 5 lines,123
11210,Black,N,19,2016,1,0,myrtle av and broadway station,117
11207,Black,N,27,2016,1,1,junius st 3 line,101
11210,Black,Y,20,2016,1,1,flatbush av-brooklyn college station,78
11212,Black,N,53,2016,1,0,hoyt-schermerhorn a c g line,98
11226,Black,N,23,2016,1,1,franklin ave and eastern parkway,84
11233,Black,N,24,2016,1,0,euclid av a subway a subway,77
11216,Black,N,28,2016,0,1,hoyt-schermerhorn a c g line,98
11212,Black,N,17,2016,1,1,sutter av - rutland rd 3 line,148
11212,Black,N,31,2016,1,0,rockaway ave c line,141
10038,Black,N,21,2016,1,0,jay st - metrotech,99
11205,Black,N,23,2016,1,1,atlantic ave barclays center station,27
11236,Black,N,21,2016,1,1,hoyt-schermerhorn a c g line,98
11212,Black,N,18,2016,1,1,dekalb l station,73
11237,White,N,45,2016,1,0,marcy ave j m z line,114
11208,White,N,21,2016,1,1,norwood ave j z line,129
11208,Black,N,18,2016,1,1,nostrand ave and fulton st a c station,131
11226,Black,N,25,2016,0,1,nostrand ave and fulton st a c station,131
11233,Black,N,19,2016,1,0,rockaway ave c line,141
11422,Black,N,39,2016,1,1,rockaway ave c line,141
11203,Black,N,34,2016,1,1,nostrand ave and fulton st a c station,131
11234,Black,N,23,2016,1,1,canarsie rockaway pkwy,54
11226,Black,N,17,2016,1,0,church av b subway q subway,59
11208,White,Y,57,2016,1,1,kosciuszko st j subway,108
11234,Black,N,20,2016,1,0,utica ave and fulton st,150
11207,Black,N,30,2016,0,1,rockaway ave c line,141
,Black,N,31,2016,1,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68
11221,Black,N,23,2016,1,1,gates av j subway z subway,87
10035,Black,N,20,2016,0,1,71st st and new utrecht ave d subway,18
11212,Black,N,50,2016,1,1,nostrand ave and fulton st a c station,131
,Black,N,29,2016,1,0,utica ave and fulton st,150
11216,Black,N,24,2016,1,1,nostrand ave 3 line,130
11230,White,N,33,2016,1,1,avenue m subway,31
11216,Black,N,26,2016,1,0,nostrand ave and fulton st a c station,131
10003,Black,N,19,2016,1,1,nostrand ave and fulton st a c station,131
11377,Hispanic,N,46,2016,1,1,nostrand ave and fulton st a c station,131
10303,Black,N,20,2016,1,1,church av b subway q subway,59
11420,Black,Y,19,2016,1,1,nostrand ave and fulton st a c station,131
10002,White,N,34,2016,1,0,jay st - metrotech,99
11434,Black,N,22,2016,1,0,utica ave and fulton st,150
11208,Black,N,32,2016,1,0,nostrand ave and fulton st a c station,131
10304,Black,N,20,2016,1,0,utica ave and eastern parkway,70
11233,Hispanic,N,22,2016,0,1,utica ave and fulton st,150
11206,Black,N,33,2016,1,1,graham ave l line,88
11211,White,Y,19,2016,1,0,graham ave l line,88
11210,Black,N,18,2016,1,0,graham ave l line,88
10453,Black,N,26,2016,1,0,clinton - washington avs station,64
,Black,N,51,2016,1,1,9 ave and new utrecht ave,24
11225,Black,N,45,2016,1,1,prospect park subway station b q s lines,138
11222,Black,N,33,2016,1,0,jay st - metrotech,99
11207,Black,N,47,2016,0,0,marcy ave j m z line,114
11385,Black,N,55,2016,1,0,myrtle - wyckoff avs station,119
11216,Black,N,32,2016,1,0,nostrand ave and fulton st a c station,131
11221,Black,N,20,2016,1,1,nostrand ave and fulton st a c station,131
11208,Black,N,21,2016,1,1,utica ave and eastern parkway,70
11205,Black,N,30,2016,0,1,nevins st 2 3 4 5 lines,123
11106,Black,N,31,2016,1,1,franklin ave and eastern parkway,84
,White,N,22,2016,0,1,jay st - metrotech,99
11213,Black,N,19,2016,1,1,jay st - metrotech,99
,Black,N,50,2016,1,0,myrtle av and broadway station,117
11212,Black,N,22,2016,1,1,new lots ave l line,125
10026,Black,N,19,2016,1,0,nostrand ave and fulton st a c station,131
11385,Black,N,16,2016,1,1,metropolitan and lorimer g l station,113
11208,White,N,18,2016,1,1,nostrand ave and fulton st a c station,131
11221,Black,N,56,2016,1,1,utica ave and fulton st,150
10469,Black,N,50,2016,1,0,gates av j subway z subway,87
11226,Black,N,47,2016,1,0,sutter av - rutland rd 3 line,148
10456,Black,N,55,2016,1,0,gates av j subway z subway,87
10460,Black,N,25,2016,1,0,grand st and bushwick ave,90
,Black,N,23,2016,1,1,clinton - washington avs station,64
11236,Black,N,21,2016,0,1,kosciuszko st j subway,108
11691,Black,N,22,2016,1,1,kingston - throop avs,106
11207,Black,N,30,2016,1,1,utica ave and fulton st,150
10013,Black,N,47,2016,1,0,kingston - throop avs,106
11212,Black,N,21,2016,1,1,junius st 3 line,101
11208,Black,N,52,2016,1,1,saratoga ave 3 line,142
,Black,N,52,2016,1,,fulton st and ralph ave,139
11373,White,N,27,2016,1,0,sheepshead bay b q line,143
,Black,N,21,2016,1,0,utica ave and fulton st,150
11201,Black,N,20,2016,1,0,utica ave and fulton st,150
11233,Black,N,20,2016,1,0,utica ave and fulton st,150
,Black,N,17,2016,0,1,canarsie rockaway pkwy,54
11370,Black,N,33,2016,0,1,prospect park subway station b q s lines,138
,Black,N,29,2016,1,0,utica ave and fulton st,150
11212,,N,24,2016,1,0,saratoga ave 3 line,142
11207,Black,N,46,2016,1,0,utica ave and fulton st,150
11232,White,Y,35,2016,1,1,jefferson st l line station,100
,White,Y,54,2016,1,0,marcy ave j m z line,114
,Black,N,19,2016,1,,metropolitan and lorimer g l station,113
,White,N,51,2016,1,0,sutter avenue station l line,147
11105,White,N,21,2016,1,1,saratoga ave 3 line,142
11226,Black,N,23,2016,1,1,nostrand ave and fulton st a c station,131
11219,Hispanic,N,56,2016,1,0,53 st r subway,13
,,N,50,2016,0,1,jay st - metrotech,99
11214,White,N,28,2016,1,1,canarsie rockaway pkwy,54
11208,White,N,16,2016,1,1,alabama av j subway,25
11233,Black,N,40,2016,1,0,myrtle av and broadway station,117
11206,Black,N,36,2016,1,1,metropolitan and lorimer g l station,113
11230,White,Y,21,2016,1,0,utica ave and eastern parkway,70
11233,Black,N,36,2016,1,0,jefferson st l line station,100
11213,Black,N,27,2016,1,1,metropolitan and lorimer g l station,113
11229,White,N,22,2016,1,,kings highway b q line,102
11221,Black,N,23,2016,0,1,utica ave and eastern parkway,70
,,N,21,2016,1,1,van siclen av j z station,153
11230,,N,19,2016,1,1,church ave and nostrand ave,58
,White,N,23,2016,1,1,53 st r subway,13
11216,Black,N,48,2016,1,1,nostrand ave and fulton st a c station,131
11205,Black,N,20,2016,0,1,dekalb ave b q r line,72
11203,Black,N,51,2016,1,0,winthrop street station 2 5 line,156
11210,Black,N,31,2016,1,0,newkirk ave 2 5 station,127
11230,White,Y,53,2016,1,1,coney island-stillwell ave,66
11385,White,N,26,2016,1,0,grand st and bushwick ave,90
11217,Black,N,37,2016,1,0,flushing ave j line m line station,80
10029,White,N,25,2016,0,1,hoyt st 2 3,97
11206,White,N,37,2016,1,0,canarsie rockaway pkwy,54
10453,Hispanic,N,38,2016,0,1,7 av f subway g subway,17
11237,Black,N,26,2016,1,1,graham ave l line,88
11221,Black,N,30,2016,1,1,utica ave and fulton st,150
10468,Black,N,24,2016,1,1,bergen st 2 subway 3 subway,46
11212,Black,N,58,2016,1,0,nostrand ave and fulton st a c station,131
11207,Black,N,37,2016,1,1,pennsylvania ave 3 line station,135
11233,White,N,22,2016,1,1,utica ave and fulton st,150
11216,White,N,28,2016,1,1,lafayette av c subway,109
11206,Black,N,23,2016,1,0,jay st - metrotech,99
11224,White,Y,29,2016,1,1,jay st - metrotech,99
11230,White,N,28,2016,1,0,fort hamilton pkwy d line,81
11212,Black,N,20,2016,1,1,sutter avenue station l line,147
11206,Black,N,61,2016,1,1,rockaway ave c line,141
,Black,N,53,2016,1,0,bedford ave l station,44
11378,White,N,43,2016,1,0,flushing ave j line m line station,80
11207,Black,Y,50,2016,1,0,jay st - metrotech,99
11208,Black,N,33,2016,1,0,hoyt-schermerhorn a c g line,98
10009,White,N,20,2016,1,1,livonia ave l line,111
11225,Black,N,45,2016,1,0,nostrand ave 3 line,130
11238,Black,N,18,2016,1,1,clinton - washington avs station,64
10038,Black,N,22,2016,1,1,36 st d subway n subway r subway,9
11421,White,Y,25,2016,1,0,dekalb l station,73
11211,Black,N,20,2016,1,1,morgan ave l station,116
11213,Black,N,18,2016,0,1,utica ave and eastern parkway,70
11368,White,Y,20,2016,1,1,norwood ave j z line,129
,White,Y,20,2016,1,1,kosciuszko st j subway,108
11207,Black,N,16,2016,1,1,atlantic ave barclays center station,27
11233,Black,N,57,2016,1,0,rockaway ave c line,141
11239,Black,N,25,2016,1,1,utica ave and eastern parkway,70
11206,White,N,20,2016,1,1,morgan ave l station,116
10026,Black,N,35,2016,1,0,sutter av - rutland rd 3 line,148
11206,Black,N,29,2016,1,0,bergen st 2 subway 3 subway,46
11233,Black,N,21,2016,0,1,fulton st and ralph ave,139
11226,Black,N,46,2016,1,0,canarsie rockaway pkwy,54
10453,Black,N,25,2016,1,0,bedford ave l station,44
11203,,N,18,2016,1,0,utica ave and eastern parkway,70
11207,Black,N,19,2016,0,1,nostrand ave and fulton st a c station,131
,Black,N,25,2016,1,0,nostrand ave and fulton st a c station,131
11234,Black,N,26,2016,1,0,flatbush av-brooklyn college station,78
10039,Black,N,26,2016,1,0,junius st 3 line,101
11226,Black,Y,19,2016,1,1,jay st - metrotech,99
11216,Black,N,30,2016,1,1,coney island-stillwell ave,66
,Black,N,27,2016,1,0,coney island-stillwell ave,66
11203,Black,N,22,2016,1,1,grand st and bushwick ave,90
11212,Black,N,18,2016,1,,bay 50 st d subway,38
11233,White,Y,27,2016,1,0,grand st and bushwick ave,90
11211,Black,N,22,2016,1,0,grand st and bushwick ave,90
10458,Black,N,34,2016,1,0,metropolitan and lorimer g l station,113
11236,Black,N,22,2016,1,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68
11221,White,Y,48,2016,1,0,e. 105 st l line,75
11208,Black,N,23,2016,1,1,jay st - metrotech,99
11212,Black,N,50,2016,1,0,eastern pkwy-brooklyn museum 2 subway 3 subway,76
11215,Black,N,31,2016,0,0,hoyt-schermerhorn a c g line,98
10467,Black,N,18,2016,0,0,metropolitan and lorimer g l station,113
,Black,N,16,2016,1,1,metropolitan and lorimer g l station,113
11216,White,N,20,2016,1,1,nostrand ave and fulton st a c station,131
10035,Black,N,44,2016,1,0,bedford ave l station,44
11203,Black,N,26,2016,1,0,nostrand ave 3 line,130
,Black,N,24,2016,1,,utica ave and eastern parkway,70
11412,Black,N,21,2016,1,0,gates av j subway z subway,87
11205,White,N,38,2016,1,1,kingston - throop avs,106
11225,Black,N,30,2016,1,1,winthrop street station 2 5 line,156
10014,Black,N,22,2016,0,,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68
11212,Black,N,27,2016,0,1,nostrand ave and fulton st a c station,131
11207,Black,N,19,2016,1,1,pennsylvania ave 3 line station,135
10024,Black,N,18,2016,1,0,junius st 3 line,101
,Black,N,34,2016,1,0,flushing ave j line m line station,80
10467,Black,N,27,2016,1,1,bedford - nostrand avs g line,45
11223,White,N,30,2016,1,1,25th av d line subway,7
11224,Black,N,18,2016,1,1,dekalb ave b q r line,72
11335,Asian or Pacific Islander,N,34,2016,1,1,avenue j station q line,30
11226,Black,N,30,2016,1,1,dekalb ave b q r line,72
11238,White,N,18,2016,0,1,kingston - throop avs,106
,Black,N,22,2016,1,0,fulton st and ralph ave,139
,Black,N,17,2016,0,1,saratoga ave 3 line,142
,White,N,43,2016,0,1,coney island-stillwell ave,66
,Black,N,20,2016,0,0,fulton st and ralph ave,139
11238,Black,N,17,2016,1,1,atlantic ave barclays center station,27
,Black,N,20,2016,1,1,nevins st 2 3 4 5 lines,123
11211,White,Y,46,2016,0,0,metropolitan and lorimer g l station,113
11238,Black,N,24,2016,1,0,clinton - washington avs station,64
11220,Hispanic,N,16,2016,1,0,59 st n subway r subway,15
11224,Black,N,31,2016,1,0,saratoga ave 3 line,142
11208,White,N,34,2016,1,1,36 st d subway n subway r subway,9
11232,Hispanic,N,22,2016,1,,36 st d subway n subway r subway,9
,Black,N,17,2016,1,1,jay st - metrotech,99
11214,Black,N,24,2016,1,0,prospect ave and 4th ave,137
,Black,N,27,2016,1,0,coney island-stillwell ave,66
11220,White,N,17,2016,1,1,45 st r subway,11
11225,Black,N,35,2016,1,0,nevins st 2 3 4 5 lines,123
11221,White,N,31,2016,1,1,myrtle av and broadway station,117
11020,,N,20,2016,1,1,marcy ave j m z line,114
11221,White,N,32,2016,1,1,marcy ave j m z line,114
11216,Black,N,17,2016,1,1,4 av f subway g subway/9 st r subway,10
11216,Black,N,26,2016,1,0,bergen st f subway g subway,47
11231,,N,17,2016,1,1,hoyt-schermerhorn a c g line,98
,Black,N,54,2016,1,0,nevins st 2 3 4 5 lines,123
11205,Black,N,20,2016,1,0,bedford - nostrand avs g line,45
11204,White,N,23,2016,1,0,jay st - metrotech,99
11420,Black,N,17,2016,0,1,gates av j subway z subway,87
11434,Black,N,54,2016,1,0,fulton st and ralph ave,139
11212,Black,N,29,2016,1,1,junius st 3 line,101
11233,Black,N,27,2016,1,0,utica ave and fulton st,150
10463,White,Y,22,2016,1,0,utica ave and fulton st,150
10027,Black,N,20,2016,1,0,junius st 3 line,101
11355,Other,N,36,2016,1,0,myrtle - wyckoff avs station,119
11213,Black,N,30,2016,1,0,utica ave and eastern parkway,70
11220,White,N,30,2016,1,0,45 st r subway,11
11214,Unknown,N,21,2016,1,,59 st n subway r subway,15
,,N,22,2016,1,0,livonia ave l line,111
11230,Black,N,33,2016,0,1,bay 50 st d subway,38
10035,Black,N,55,2016,0,0,utica ave and eastern parkway,70
10708,White,N,26,2016,1,1,flushing ave j line m line station,80
11212,Black,N,16,2016,1,1,atlantic ave l line,26
10029,Black,N,34,2016,0,1,hoyt-schermerhorn a c g line,98
11233,Other,Y,44,2016,1,0,nostrand ave and fulton st a c station,131
11237,White,N,19,2016,1,0,jefferson st l line station,100
11216,Black,N,18,2016,1,0,kosciuszko st j subway,108
10467,Black,N,19,2016,0,1,canarsie rockaway pkwy,54
11232,White,Y,23,2016,1,1,36 st d subway n subway r subway,9
11212,Black,N,27,2016,1,0,bedford - nostrand avs g line,45
11691,Black,N,25,2016,1,0,grant ave a line,91
11206,White,N,46,2016,1,0,clinton - washington avs station,64
11237,White,N,43,2016,1,0,clinton - washington avs station,64
11213,Black,N,30,2016,1,0,hoyt st 2 3,97
,,N,20,2016,1,1,jay st - metrotech,99
11229,White,N,20,2016,1,0,myrtle - willoughby avs g line,118
11106,White,N,39,2016,0,0,hoyt-schermerhorn a c g line,98
,White,Y,49,2016,1,1,franklin ave c subway s subway,85
,Black,N,49,2016,1,0,kingston - throop avs,106
11222,White,N,21,2016,1,0,jefferson st l line station,100
11207,Black,N,16,2016,1,1,pennsylvania ave 3 line station,135
11208,Black,N,35,2016,1,1,utica ave and fulton st,150
11235,Black,N,16,2016,1,0,van siclen av a c station,152
11215,White,Y,51,2016,1,0,shepherd ave c line,144
11207,Black,N,23,2016,1,1,van siclen av j z station,153
,White,Y,16,2016,1,1,gates av j subway z subway,87
10550,Black,N,35,2016,1,1,church ave and nostrand ave,58
11233,Black,N,57,2016,1,1,jay st - metrotech,99
11208,White,N,36,2016,1,0,flushing ave j line m line station,80
,Black,N,18,2016,1,1,montrose av l subway,115
10034,White,Y,26,2016,1,1,graham ave l line,88
11213,Black,N,22,2016,1,1,metropolitan and lorimer g l station,113
11208,White,Y,25,2016,1,1,crescent st j z line,69
11212,White,N,28,2016,1,0,kingston - throop avs,106
11208,Black,N,24,2016,1,1,grant ave a line,91
11208,Black,N,22,2016,1,1,shepherd ave c line,144
11230,Other,N,59,2016,1,1,nevins st 2 3 4 5 lines,123
,Black,N,36,2016,1,1,nostrand ave and fulton st a c station,131
,,N,21,2016,1,1,franklin ave and eastern parkway,84
,Black,N,23,2016,0,1,jay st - metrotech,99
11216,Black,N,18,2016,1,1,nostrand ave and fulton st a c station,131
11216,Black,N,19,2016,1,0,sutter avenue station l line,147
11221,Black,N,19,2016,1,0,junius st 3 line,101
11208,Black,N,26,2016,1,1,bergen st f subway g subway,47
10019,Black,N,56,2016,1,0,utica ave and fulton st,150
11221,Black,N,21,2016,0,0,bushwick av-aberdeen st l subway,53
11225,Black,N,24,2016,1,1,utica ave and fulton st,150
11208,Black,N,19,2016,1,,euclid av a subway a subway,77
11212,Black,N,34,2016,1,0,utica ave and fulton st,150
11216,Black,N,26,2016,1,0,nostrand ave and fulton st a c station,131
11224,Black,N,24,2016,1,1,jay st - metrotech,99
11421,Other,N,34,2016,1,1,coney island-stillwell ave,66
10451,Black,N,40,2016,1,0,livonia ave l line,111
11221,White,N,44,2016,1,0,myrtle av and broadway station,117
11216,Hispanic,N,55,2016,0,1,myrtle av and broadway station,117
11210,Black,N,19,2016,1,0,hoyt st 2 3,97
11222,White,N,47,2016,1,0,graham ave l line,88
,Black,N,25,2016,1,1,halsey street j subway,93
11207,Black,N,20,2016,1,1,pennsylvania ave 3 line station,135
11226,Black,N,19,2016,1,0,myrtle av and broadway station,117
11422,Black,N,32,2016,1,0,hoyt st 2 3,97
11221,Black,N,38,2016,1,0,nevins st 2 3 4 5 lines,123
11212,White,N,23,2016,1,1,new lots ave l line,125
,Black,N,37,2016,1,0,utica ave and fulton st,150
11211,White,N,22,2016,1,0,graham ave l line,88
,Black,N,20,2016,1,1,newkirk ave 2 5 station,127
11207,Black,N,16,2016,1,,sutter av - rutland rd 3 line,148
11233,Black,N,46,2016,1,0,fulton st and ralph ave,139
,Black,N,21,2016,1,1,canarsie rockaway pkwy,54
11385,White,N,22,2016,1,1,myrtle av and broadway station,117
10032,Black,N,27,2016,1,0,myrtle av and broadway station,117
11220,White,N,45,2016,0,0,53 st r subway,13
11204,Latino,N,32,2016,1,1,36 st d subway n subway r subway,9
10459,Black,N,53,2016,1,0,36 st d subway n subway r subway,9
,Black,N,22,2016,0,1,hoyt st 2 3,97
11225,Black,N,20,2016,1,1,prospect park subway station b q s lines,138
11225,Black,N,19,2016,1,1,jay st - metrotech,99
,Black,N,20,2016,1,1,franklin ave and eastern parkway,84
11216,Black,N,19,2016,1,1,utica ave and fulton st,150
11212,Black,N,18,2016,0,0,high street - brooklyn bridge station,96
,Black,N,26,2016,1,1,saratoga ave 3 line,142
,Black,N,39,2016,1,1,fulton st and ralph ave,139
,White,Y,57,2016,1,0,livonia ave l line,111
,Black,N,47,2016,1,1,nostrand ave and fulton st a c station,131
10605,Other,Y,19,2016,0,1,86 street r subway,23
11214,White,N,42,2016,1,0,bay 50 st d subway,38
11203,Black,N,23,2016,1,1,utica ave and eastern parkway,70
11216,Black,N,46,2016,1,0,nostrand ave and fulton st a c station,131
11212,Black,N,24,2016,0,1,junius st 3 line,101
10457,White,N,30,2016,1,1,new lots ave l line,125
,White,N,16,2016,1,1,chauncey st j subway z subway,57
11207,White,Y,34,2016,1,1,dekalb l station,73
11254,Black,N,20,2016,1,1,rockaway ave c line,141
,Black,N,17,2016,0,1,rockaway ave c line,141
11101,White,Y,19,2016,1,0,utica ave and fulton st,150
,White,N,26,2016,1,1,marcy ave j m z line,114
11226,Black,N,37,2016,1,1,nostrand ave 3 line,130
,Black,N,28,2016,1,0,myrtle - wyckoff avs station,119
,Black,N,21,2016,1,0,saratoga ave 3 line,142
,Black,N,43,2016,1,0,grant ave a line,91
,Hispanic,N,46,2016,1,1,brighton beach b subway q subway,50
11233,White,N,45,2016,1,0,gates av j subway z subway,87
11236,Black,N,46,2016,0,1,atlantic ave barclays center station,27
11207,Black,N,30,2016,1,1,pennsylvania ave 3 line station,135
10027,,N,38,2016,1,1,coney island-stillwell ave,66
,,N,39,2016,1,1,marcy ave j m z line,114
11212,White,N,31,2016,1,0,nostrand ave and fulton st a c station,131
11208,White,N,28,2016,1,0,grant ave a line,91
11229,Black,N,56,2016,1,1,kingston - throop avs,106
11208,White,N,33,2016,1,0,myrtle av and broadway station,117
10035,Black,N,24,2016,1,1,utica ave and fulton st,150
11221,Black,N,19,2016,1,1,utica ave and fulton st,150
,Black,N,33,2016,1,1,flatbush av-brooklyn college station,78
,Black,N,48,2016,1,,kingston - throop avs,106
,White,Y,32,2016,1,1,marcy ave j m z line,114
11203,Black,N,37,2016,1,1,winthrop street station 2 5 line,156
11212,White,N,50,2016,1,1,saratoga ave 3 line,142
11225,Black,N,18,2016,1,0,nostrand ave 3 line,130
11206,Black,N,26,2016,1,1,myrtle - willoughby avs g line,118
10003,Black,N,47,2016,1,0,kingston - throop avs,106
10027,Black,N,43,2016,1,0,myrtle av and broadway station,117
11211,White,N,32,2016,1,1,marcy ave j m z line,114
11208,Black,N,19,2016,1,0,rockaway ave c line,141
11416,White,N,34,2016,0,1,grant ave a line,91
,White,N,38,2016,1,1,grant ave a line,91
11236,Black,N,50,2016,1,0,nostrand ave and fulton st a c station,131
10001,White,N,49,2016,1,0,jay st - metrotech,99
,White,N,47,2016,0,1,jay st - metrotech,99
11230,Black,N,18,2016,1,0,avenue m subway,31
11434,Black,N,25,2016,1,0,9 ave and new utrecht ave,24
11218,White,Y,27,2016,1,1,86 street r subway,23
11203,White,N,40,2016,1,0,utica ave and eastern parkway,70
11212,Black,N,20,2016,1,0,junius st 3 line,101
11221,White,N,44,2016,1,0,marcy ave j m z line,114
10456,Black,N,33,2016,1,0,utica ave and fulton st,150
11212,Black,N,20,2016,1,1,utica ave and eastern parkway,70
10452,Black,N,23,2016,1,0,livonia ave l line,111
11221,Black,N,21,2016,1,1,halsey street j subway,93
11201,Black,N,49,2016,0,0,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68
10454,Black,N,26,2016,1,0,bedford ave l station,44
11237,Black,N,30,2016,1,1,graham ave l line,88
11221,White,N,22,2016,1,1,graham ave l line,88
,White,N,50,2016,1,0,canarsie rockaway pkwy,54
,Black,N,34,2016,1,0,kosciuszko st j subway,108
11208,White,Y,44,2016,1,1,sutter av - rutland rd 3 line,148
,Black,N,20,2016,1,0,jay st - metrotech,99
10031,,N,53,2016,0,1,euclid av a subway a subway,77
11229,White,N,19,2016,1,0,9 ave and new utrecht ave,24
11206,Black,N,17,2016,1,1,metropolitan and lorimer g l station,113
,White,N,35,2016,1,1,grand st and bushwick ave,90
,White,N,31,2016,1,0,canarsie rockaway pkwy,54
11570,Black,N,22,2016,1,1,bedford ave l station,44
11203,Black,N,22,2016,1,,flatbush av-brooklyn college station,78
10472,Black,N,37,2016,1,0,canarsie rockaway pkwy,54
11237,,N,23,2016,1,0,rockaway ave c line,141
11234,,N,16,2016,1,1,nevins st 2 3 4 5 lines,123
11208,Black,N,18,2016,1,1,kingston - throop avs,106
11235,Black,N,25,2016,1,0,kings highway b q line,102
11550,Black,N,23,2016,1,1,junius st 3 line,101
11692,Black,N,53,2016,1,0,myrtle - willoughby avs g line,118
10304,Black,N,16,2016,1,1,atlantic ave barclays center station,27
11221,Black,N,30,2016,1,0,chauncey st j subway z subway,57
11236,Black,N,35,2016,1,0,utica ave and eastern parkway,70
,,N,18,2016,0,1,clinton - washington avs station,64
11236,Black,N,17,2016,1,1,kings highway b q line,102
11204,,N,46,2016,1,1,jay st - metrotech,99
11102,Black,N,24,2016,1,1,myrtle av and broadway station,117
10466,White,N,27,2016,1,0,hoyt-schermerhorn a c g line,98
11230,White,N,26,2016,1,1,jay st - metrotech,99
11225,Black,N,20,2016,1,0,nostrand ave 3 line,130
11210,Black,N,16,2016,1,1,hoyt-schermerhorn a c g line,98
,Black,N,26,2016,1,1,broadway and lorimer st j m station,112
,Black,N,40,2016,1,0,franklin ave c subway s subway,85
11226,White,Y,34,2016,1,1,86 street r subway,23
10460,Black,N,21,2016,1,0,bedford ave l station,44
11208,Black,N,38,2016,1,0,marcy ave j m z line,114
11434,Black,N,35,2016,1,1,grand st and bushwick ave,90
11221,Black,N,17,2016,1,1,utica ave and eastern parkway,70
11233,Black,N,18,2016,1,1,utica ave and eastern parkway,70
11208,Black,N,17,2016,0,1,utica ave and fulton st,150
11206,Black,N,32,2016,1,1,myrtle av and broadway station,117
,Black,N,23,2016,1,1,jay st - metrotech,99
11225,Black,N,24,2016,1,1,winthrop street station 2 5 line,156
11212,Black,N,24,2016,1,0,747 new lots ave,124
,,N,21,2016,1,0,avenue h q subway,28
11213,Black,N,17,2016,1,0,franklin ave and eastern parkway,84
11212,Black,N,27,2016,1,1,saratoga ave 3 line,142
,Black,N,35,2016,1,1,kosciuszko st j subway,108
,Black,N,22,2016,0,1,747 new lots ave,124
,,N,21,2016,0,0,747 new lots ave,124
11208,White,N,22,2016,1,0,crescent st j z line,69
11221,Black,N,27,2016,1,0,canarsie rockaway pkwy,54
11225,,N,23,2016,1,1,sutter av - rutland rd 3 line,148
11213,Black,N,55,2016,1,0,crescent st j z line,69
11207,Black,N,16,2016,0,1,euclid av a subway a subway,77
11226,Black,N,18,2016,1,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68
11106,Black,N,45,2016,1,0,nostrand ave and fulton st a c station,131
11212,Black,N,20,2016,1,1,rockaway ave c line,141
10457,,N,24,2016,0,0,nevins st 2 3 4 5 lines,123
11212,Black,N,19,2016,1,1,rockaway ave c line,141
11212,Black,N,22,2016,1,1,rockaway ave c line,141
11223,White,N,29,2016,1,1,utica ave and fulton st,150
10455,Black,N,60,2016,1,0,hoyt st 2 3,97
10314,Black,N,18,2016,1,0,86 street r subway,23
11208,Black,N,16,2016,1,1,hoyt st 2 3,97
11201,Black,N,30,2016,1,0,dekalb ave b q r line,72
10035,White,Y,26,2016,1,1,nostrand ave and fulton st a c station,131
11423,Unknown,N,24,2016,1,1,norwood ave j z line,129
11221,Black,N,30,2016,1,1,marcy ave j m z line,114
11691,Black,N,29,2016,1,0,nostrand ave and fulton st a c station,131
11208,Black,N,19,2016,1,1,gates av j subway z subway,87
11226,Black,N,32,2016,1,0,saratoga ave 3 line,142
10027,Black,N,43,2016,1,0,myrtle av and broadway station,117
11233,Black,N,18,2016,1,1,broadway junction station,52
10009,White,N,21,2016,1,1,bergen st f subway g subway,47
11206,Black,N,26,2016,1,0,grant ave a line,91
10472,Black,N,25,2016,0,1,junius st 3 line,101
10468,Black,Y,27,2016,1,1,crescent st j z line,69
11224,White,N,29,2016,1,1,coney island-stillwell ave,66
11236,,N,16,2016,1,1,canarsie rockaway pkwy,54
10027,Black,N,53,2016,1,0,jay st - metrotech,99
